recommended_role	bridge_score	ingredient_id	ingredient_name	priority_class	priority_score	evidence_count	reference_count	clinical_trial_count	meta_analysis_count	b_cell_evidence_count	myeloid_dc_evidence_count	lincs_exact_id_covered	herb_literature_unique_targets	herb_database_unique_targets	bulk_uc_ibd_up150_target_hits	bulk_uc_ibd_down150_target_hits	target_count_bias_flag	up150_hit_genes	b_axis_delta	b_axis_p	b_axis_patient_label_null_p	mdc_axis_delta	mdc_axis_p	mdc_axis_patient_label_null_p	low_specificity_flag	best_b_cell_evidence	best_myeloid_dc_evidence	herb_evidence_sources
low_priority	11.0	HBIN038387	Osthol	secondary_literature_supported	9.0	1	1	0	0	0	0	yes	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	11.0	HBIN042670	Rutin	secondary_literature_supported	9.0	1	1	0	0	0	0	yes	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	10.0	HBIN017178	Astaxanthin	secondary_literature_supported	10.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	10.0	HBIN017508	Baicalein	secondary_literature_supported	10.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	10.0	HBIN021964	Curculigoside	secondary_literature_supported	10.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	10.0	HBIN029163	Heriguard	secondary_literature_supported	10.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	10.0	HBIN031581	Juglone	secondary_literature_supported	10.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	10.0	HBIN032371	Kurarinone	secondary_literature_supported	10.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	10.0	HBIN038919	Patchouli alcohol	secondary_literature_supported	10.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	10.0	HBIN039439	Phellodendrine	secondary_literature_supported	10.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	10.0	HBIN044062	Sinapic acid	secondary_literature_supported	10.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	10.0	HBIN045566	Tatarine	secondary_literature_supported	10.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	10.0	HBIN020281	Chenodeoxycholic acid	secondary_literature_supported	8.0	1	1	0	0	0	0	yes	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	9.0	HBIN018208	Betanin	secondary_literature_supported	9.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	9.0	HBIN019458	Cambogin	secondary_literature_supported	9.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	9.0	HBIN019909	Catalpol	secondary_literature_supported	9.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	9.0	HBIN021561	Corylin	secondary_literature_supported	9.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	9.0	HBIN024184	Diosmetin	secondary_literature_supported	9.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	9.0	HBIN028034	Glucoraphanin	secondary_literature_supported	9.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	9.0	HBIN033198	Ligustilide	secondary_literature_supported	9.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	9.0	HBIN034421	Mannose	secondary_literature_supported	9.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	9.0	HBIN040271	Plumericin	secondary_literature_supported	9.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	9.0	HBIN040827	Propanoic acid	background_or_control	9.0	1	0	0	1	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:1
low_priority	9.0	HBIN042657	Rutaecarpine	secondary_literature_supported	9.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	9.0	HBIN048412	Wuweizisu c	secondary_literature_supported	9.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	8.0	HBIN030233	Inulin	background_or_control	8.0	3	0	0	3	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:3
low_priority	8.0	HBIN023356	Deoxycholic acid	secondary_literature_supported	6.0	1	1	0	0	0	0	yes	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	8.0	HBIN027456	Genistein	background_or_control	6.0	1	0	0	1	0	0	yes	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:1
low_priority	8.0	HBIN029922	Icariin	secondary_literature_supported	6.0	1	1	0	0	0	0	yes	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	8.0	HBIN047879	Vetol	background_or_control	6.0	1	0	0	1	0	0	yes	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:1
low_priority	7.0	HBIN028191	Glycyrrhizin	background_or_control	7.0	1	0	0	1	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:1
low_priority	7.0	HBIN043546	Se	background_or_control	7.0	2	0	0	2	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:2
low_priority	7.0	HBIN047610	Ursodeoxycholic acid	background_or_control	7.0	2	0	0	2	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:2
low_priority	6.0	HBIN015902	Ampeloptin	secondary_literature_supported	6.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	6.0	HBIN016019	Andrographolide	secondary_literature_supported	6.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	6.0	HBIN016275	Anthocyanin	background_or_control	6.0	1	0	0	1	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:1
low_priority	6.0	HBIN018507	Bile acid	background_or_control	6.0	1	0	0	1	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:1
low_priority	6.0	HBIN025026	Embelin	secondary_literature_supported	6.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	6.0	HBIN025796	Esculetin	secondary_literature_supported	6.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	6.0	HBIN027003	Galangin	secondary_literature_supported	6.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	6.0	HBIN027739	Ginsenoside rd	secondary_literature_supported	6.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	6.0	HBIN030757	Isogambogenicacid	secondary_literature_supported	6.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	6.0	HBIN034656	Melanin	secondary_literature_supported	6.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	6.0	HBIN040152	Pit	secondary_literature_supported	6.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	6.0	HBIN044111	Sinomenine	secondary_literature_supported	6.0	1	1	0	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_reference:1
low_priority	5.0	HBIN014467	Acetylcholine	background_or_control	3.0	1	0	0	1	0	0	yes	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:1
low_priority	5.0	HBIN014742	Adrenaline	background_or_control	3.0	1	0	0	1	0	0	yes	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:1
low_priority	5.0	HBIN026006	Etoposide	background_or_control	3.0	1	0	0	1	0	0	yes	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:1
low_priority	5.0	HBIN029438	Histamine	background_or_control	3.0	1	0	0	1	0	0	yes	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:1
low_priority	5.0	HBIN029981	Ifp	background_or_control	3.0	1	0	0	1	0	0	yes	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:1
low_priority	5.0	HBIN035536	Milrinone	background_or_control	3.0	1	0	0	1	0	0	yes	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:1
low_priority	5.0	HBIN036913	Nifedipine	background_or_control	3.0	1	0	0	1	0	0	yes	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:1
low_priority	4.0	HBIN029056	Heparin	background_or_control	4.0	2	0	0	2	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:2
low_priority	4.0	HBIN032674	L(+ )-arginine	background_or_control	4.0	2	0	0	2	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:2
low_priority	4.0	HBIN034212	Magnesium sulfate	background_or_control	4.0	2	0	0	2	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:2
low_priority	4.0	HBIN047763	Vasopressin	background_or_control	4.0	2	0	0	2	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:2
low_priority	3.0	HBIN037286	(-)-noradrenaline	background_or_control	3.0	1	0	0	1	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:1
low_priority	3.0	HBIN018129	Beta-glucan	background_or_control	3.0	1	0	0	1	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:1
low_priority	3.0	HBIN018632	Bismuth	background_or_control	3.0	1	0	0	1	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:1
low_priority	3.0	HBIN018634	Bismuth subsalicylate	background_or_control	3.0	1	0	0	1	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:1
low_priority	3.0	HBIN033433	L-lysine	background_or_control	3.0	1	0	0	1	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:1
low_priority	3.0	HBIN033793	Lutein	background_or_control	3.0	1	0	0	1	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:1
low_priority	3.0	HBIN035482	Mg	background_or_control	3.0	1	0	0	1	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:1
low_priority	3.0	HBIN044244	Sodium	background_or_control	3.0	1	0	0	1	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:1
low_priority	3.0	HBIN048861	Zeaxanthin	background_or_control	3.0	1	0	0	1	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:1
low_priority	3.0	HBIN048862	Zeaxanthine	background_or_control	3.0	1	0	0	1	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:1
low_priority	1.0	HBIN016387	Antithrombin	hold_missing_identifier	1.0	1	0	0	1	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	no			HERB_meta_analysis:1
exclude_or_background	-8.0	HBIN019558	Cannabidiol	deprioritize_low_tcm_specificity_or_conventional	12.0	3	0	2	1	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	yes			HERB_clinical_trial:2;HERB_meta_analysis:1
exclude_or_background	-11.0	HBIN048048	Vitamin d	deprioritize_low_tcm_specificity_or_conventional	9.0	29	0	1	28	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	yes			HERB_clinical_trial:1;HERB_meta_analysis:28
exclude_or_background	-14.0	HBIN032689	L-ascorbic acid	deprioritize_low_tcm_specificity_or_conventional	6.0	2	0	2	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	yes			HERB_clinical_trial:2
exclude_or_background	-16.0	HBIN019351	Calcium	deprioritize_low_tcm_specificity_or_conventional	4.0	3	0	0	3	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	yes			HERB_meta_analysis:3
exclude_or_background	-16.0	HBIN044721	Starch	deprioritize_low_tcm_specificity_or_conventional	4.0	5	0	0	5	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	yes			HERB_meta_analysis:5
exclude_or_background	-16.0	HBIN048044	Vitamin b5	deprioritize_low_tcm_specificity_or_conventional	4.0	2	1	1	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	yes			HERB_clinical_trial:1;HERB_reference:1
exclude_or_background	-17.0	HBIN048047	Vitamin c	deprioritize_low_tcm_specificity_or_conventional	3.0	2	0	0	2	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	yes			HERB_meta_analysis:2
exclude_or_background	-18.0	HBIN048049	Vitamin d2	deprioritize_low_tcm_specificity_or_conventional	2.0	1	0	0	1	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	yes			HERB_meta_analysis:1
exclude_or_background	-18.0	HBIN048145	Vitamin e	deprioritize_low_tcm_specificity_or_conventional	2.0	3	0	1	2	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	yes			HERB_clinical_trial:1;HERB_meta_analysis:2
exclude_or_background	-18.0	HBIN010825	4-pregnene-17α,20β,21-triol-3,11-dione	deprioritize_low_tcm_specificity_or_conventional	0.0	4	0	1	3	0	0	yes	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	yes			HERB_clinical_trial:1;HERB_meta_analysis:3
exclude_or_background	-18.0	HBIN019307	Caffeine	deprioritize_low_tcm_specificity_or_conventional	0.0	6	0	1	5	0	0	yes	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	yes			HERB_clinical_trial:1;HERB_meta_analysis:5
exclude_or_background	-19.0	HBIN048066	Vitamin-g	deprioritize_low_tcm_specificity_or_conventional	-1.0	1	0	1	0	0	0	yes	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	yes			HERB_clinical_trial:1
exclude_or_background	-20.0	HBIN023203	Delta-d	deprioritize_low_tcm_specificity_or_conventional	0.0	1	0	1	0	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	yes			HERB_clinical_trial:1
exclude_or_background	-21.0	HBIN038043	Oleovitamin a	deprioritize_low_tcm_specificity_or_conventional	-3.0	1	0	1	0	0	0	yes	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	yes			HERB_clinical_trial:1
exclude_or_background	-22.0	HBIN048040	Vitamin b12	deprioritize_low_tcm_specificity_or_conventional	-2.0	3	0	0	3	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	yes			HERB_meta_analysis:3
exclude_or_background	-23.0	HBIN030127	Indomethacin	deprioritize_low_tcm_specificity_or_conventional	-5.0	3	0	0	3	0	0	yes	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	yes			HERB_meta_analysis:3
exclude_or_background	-23.0	HBIN040799	Progesterone	deprioritize_low_tcm_specificity_or_conventional	-5.0	19	0	0	19	0	0	yes	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	yes			HERB_meta_analysis:19
exclude_or_background	-25.0	HBIN019684	Caproate	deprioritize_low_tcm_specificity_or_conventional	-5.0	3	0	0	3	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	yes			HERB_meta_analysis:3
exclude_or_background	-25.0	HBIN045705	Taxol	deprioritize_low_tcm_specificity_or_conventional	-5.0	3	0	0	3	0	0	no	0	0	0	0	no		0.538393	0.00606061	0.00229977	0.253899	0.383333	0.20438	yes			HERB_meta_analysis:3
