accession	gene_symbol	gene_title	gene_id	best_probe_id	log2fc	t_stat	p_value	fdr	probe_count
GSE87466	LOC100505666	uncharacterized LOC100505666	100505666	235886_PM_at	-0.278129	-4.83252	2.36778e-05	0.000188526	1
GSE87466	CUL7	cullin 7	9820	241746_PM_at	0.36746	4.83214	2.37746e-05	0.000189266	4
GSE87466	DRP2	dystrophin related protein 2	1821	1569881_PM_at	-0.113778	-4.79886	2.38118e-05	0.000189507	3
GSE87466	LOC101928716	uncharacterized LOC101928716	101928716	1569403_PM_at	-0.57834	-5.3334	2.382e-05	0.000189545	1
GSE87466	GAL3ST1	galactose-3-O-sulfotransferase 1	9514	205670_PM_at	-0.326636	-5.08568	2.3857e-05	0.000189812	1
GSE87466	SREBF2	sterol regulatory element binding transcription factor 2	6721	201247_PM_at	-0.466655	-5.09848	2.39475e-05	0.000190504	3
GSE87466	MPP3	membrane palmitoylated protein 3	4356	206186_PM_at	0.625821	5.06616	2.39708e-05	0.000190588	1
GSE87466	HSPH1	heat shock protein family H (Hsp110) member 1	10808	206976_PM_s_at	0.395398	4.97685	2.39751e-05	0.000190588	2
GSE87466	MYH15	myosin heavy chain 15	22989	215331_PM_at	-0.353933	-4.96205	2.3969e-05	0.000190588	1
GSE87466	SLC19A1	solute carrier family 19 member 1	6573	1555953_PM_at	0.567195	4.7893	2.40036e-05	0.000190756	7
GSE87466	TMEM116	transmembrane protein 116	89894	227172_PM_at	-0.716653	-5.06295	2.40374e-05	0.000190997	1
GSE87466	MORF4L2	mortality factor 4 like 2	9643	243683_PM_at	0.71652	5.02856	2.40607e-05	0.000191155	3
GSE87466	CCR2	C-C motif chemokine receptor 2	729230	206978_PM_at	0.841916	4.98	2.40917e-05	0.000191345	2
GSE87466	SHF	Src homology 2 domain containing F	90525	228922_PM_at	0.390905	4.58245	2.42922e-05	0.000192826	1
GSE87466	TGM5	transglutaminase 5	9333	207911_PM_s_at	-0.219276	-4.99703	2.43232e-05	0.000193016	1
GSE87466	BCAR3	breast cancer anti-estrogen resistance 3	8412	204032_PM_at	-0.727064	-4.95224	2.4341e-05	0.000193129	1
GSE87466	SNX6	sorting nexin 6	58533	217789_PM_at	-0.286048	-5.08216	2.43551e-05	0.000193213	2
GSE87466	SEPN1	selenoprotein N, 1	57190	224659_PM_at	0.614037	5.13422	2.43935e-05	0.000193441	1
GSE87466	YY1	YY1 transcription factor	7528	224711_PM_at	-0.40995	-5.00331	2.43945e-05	0.000193441	6
GSE87466	LONRF3	LON peptidase N-terminal domain and ring finger 3	79836	242931_PM_at	-0.523712	-4.94402	2.44183e-05	0.000193602	2
GSE87466	GIMAP6	GTPase, IMAP family member 6	474344	219777_PM_at	0.764838	5.05205	2.44737e-05	0.000193957	2
GSE87466	CD200	CD200 molecule	4345	209583_PM_s_at	0.895536	5.06141	2.45917e-05	0.000194864	2
GSE87466	FOXJ3	forkhead box J3	22887	206015_PM_s_at	-0.316909	-5.18227	2.45971e-05	0.000194878	2
GSE87466	APTX	aprataxin	54840	218527_PM_at	-0.301897	-4.91845	2.48011e-05	0.000196409	2
GSE87466	RPP25	ribonuclease P/MRP subunit p25	54913	223415_PM_at	-0.708749	-5.0677	2.48268e-05	0.000196584	2
GSE87466	PAWR	pro-apoptotic WT1 regulator	5074	204005_PM_s_at	-0.385699	-4.66002	2.49774e-05	0.000197662	6
GSE87466	USP22	ubiquitin specific peptidase 22	23326	220862_PM_s_at	-0.250049	-4.77718	2.50005e-05	0.000197788	4
GSE87466	C12orf49	chromosome 12 open reading frame 49	79794	218867_PM_s_at	-0.4107	-4.80816	2.50284e-05	0.00019798	2
GSE87466	MMP26	matrix metallopeptidase 26	56547	220541_PM_at	-0.182819	-4.91797	2.50631e-05	0.000198197	1
GSE87466	MORF4L1	mortality factor 4 like 1	10933	224561_PM_s_at	0.489551	5.24768	2.50875e-05	0.000198362	2
GSE87466	ILDR2	immunoglobulin like domain containing receptor 2	387597	229380_PM_at	-0.81349	-5.30246	2.5226e-05	0.000199399	2
GSE87466	ERI1	exoribonuclease 1	90459	226416_PM_at	0.620621	5.12218	2.52253e-05	0.000199399	2
GSE87466	TRIM45	tripartite motif containing 45	80263	219923_PM_at	-0.419885	-4.87587	2.52734e-05	0.000199745	2
GSE87466	HCRP1	hepatocellular carcinoma-related HCRP1	387535	216176_PM_at	0.677823	4.77427	2.53379e-05	0.000200124	2
GSE87466	HDGFRP3	hepatoma-derived growth factor, related protein 3	50810	209524_PM_at	0.739027	5.17255	2.54076e-05	0.000200574	6
GSE87466	CHPF	chondroitin polymerizing factor	79586	202175_PM_at	0.446583	4.94095	2.54039e-05	0.000200574	1
GSE87466	DCUN1D1	defective in cullin neddylation 1 domain containing 1	54165	218583_PM_s_at	-0.254427	-5.06109	2.54596e-05	0.000200926	6
GSE87466	SLC6A16	solute carrier family 6 member 16	28968	1569940_PM_at	0.649426	4.69244	2.54644e-05	0.000200935	2
GSE87466	PELO	pelota homolog (Drosophila)	53918	218472_PM_s_at	0.579884	5.0589	2.5542e-05	0.000201518	6
GSE87466	TMEM30B	transmembrane protein 30B	161291	213285_PM_at	-0.715936	-4.74159	2.55651e-05	0.000201672	2
GSE87466	HLA-DMB	major histocompatibility complex, class II, DM beta	3109	203932_PM_at	0.7389	5.17777	2.56453e-05	0.000202217	1
GSE87466	HTR2A	5-hydroxytryptamine receptor 2A	3356	207135_PM_at	0.269624	4.68663	2.56687e-05	0.000202372	3
GSE87466	MYOF	myoferlin	26509	201798_PM_s_at	0.614148	5.13347	2.56798e-05	0.000202431	3
GSE87466	FFAR2	free fatty acid receptor 2	2867	221345_PM_at	0.335735	4.45448	2.5792e-05	0.000203286	1
GSE87466	MAP3K13	mitogen-activated protein kinase kinase kinase 13	9175	229771_PM_at	-0.841346	-5.22663	2.58326e-05	0.000203547	7
GSE87466	LINC00260	long intergenic non-protein coding RNA 260	84719	210711_PM_at	0.378941	4.60149	2.58862e-05	0.000203911	1
GSE87466	FSTL3	follistatin like 3	10272	203592_PM_s_at	0.413238	4.8447	2.59031e-05	0.000204014	1
GSE87466	SCARB2	scavenger receptor class B member 2	950	201646_PM_at	-0.450966	-4.81519	2.59685e-05	0.000204471	4
GSE87466	RILP	Rab interacting lysosomal protein	83547	227366_PM_at	-0.587622	-5.09351	2.59878e-05	0.000204593	1
GSE87466	MANSC1	MANSC domain containing 1	54682	220945_PM_x_at	-0.36281	-4.61748	2.60015e-05	0.000204672	1
GSE87466	CASKIN1	CASK interacting protein 1	57524	1569737_PM_a_at	-0.268499	-5.00783	2.6131e-05	0.000205573	3
GSE87466	SLC5A11	solute carrier family 5 member 11	115584	237254_PM_at	-0.502826	-5.16946	2.62519e-05	0.000206464	1
GSE87466	PABPC4L	poly(A) binding protein cytoplasmic 4 like	132430	238865_PM_at	0.464911	4.7506	2.62984e-05	0.000206771	1
GSE87466	MESP2	mesoderm posterior bHLH transcription factor 2	145873	1556015_PM_a_at	-0.435639	-5.07312	2.63032e-05	0.000206779	2
GSE87466	PBX3	PBX homeobox 3	5090	204082_PM_at	0.569208	5.04391	2.63586e-05	0.000207165	2
GSE87466	TNFSF12-TNFSF13	TNFSF12-TNFSF13 readthrough	407977	209500_PM_x_at	0.601227	5.09448	2.64196e-05	0.000207574	3
GSE87466	SLC25A5-AS1	SLC25A5 antisense RNA 1	100303728	239242_PM_at	-0.524847	-5.07408	2.66529e-05	0.000209317	2
GSE87466	LOC652147	u5 small nuclear ribonucleoprotein 200 kDa helicase-like	652147	217114_PM_at	-0.232516	-5.06671	2.66882e-05	0.000209504	1
GSE87466	LTK	leukocyte receptor tyrosine kinase	4058	207106_PM_s_at	-0.873569	-5.26568	2.67036e-05	0.000209595	2
GSE87466	LGI2	leucine rich repeat LGI family member 2	55203	219699_PM_at	0.393301	4.64409	2.67559e-05	0.000209937	1
GSE87466	ZFP36L1	ZFP36 ring finger protein like 1	677	211962_PM_s_at	0.449619	4.88311	2.688e-05	0.000210738	4
GSE87466	C11orf95	chromosome 11 open reading frame 95	65998	218641_PM_at	0.42689	4.79319	2.69471e-05	0.000211203	2
GSE87466	HOXD13	homeobox D13	3239	236681_PM_at	1.05317	4.55017	2.70024e-05	0.000211606	3
GSE87466	RHBDL3	rhomboid like 3	162494	1553268_PM_at	-0.270796	-4.90418	2.70323e-05	0.00021181	4
GSE87466	PCSK5	proprotein convertase subtilisin/kexin type 5	5125	205559_PM_s_at	-0.849513	-5.08827	2.70364e-05	0.000211812	3
GSE87466	LOC100289666	similar to phosphatidylinositol glycan, class C	100289666	216593_PM_s_at	-0.447245	-5.00254	2.70913e-05	0.000212121	1
GSE87466	CDHR5	cadherin related family member 5	53841	220074_PM_at	-1.08407	-5.04731	2.7355e-05	0.000214002	3
GSE87466	PCDH12	protocadherin 12	51294	219656_PM_at	0.467672	4.79132	2.73541e-05	0.000214002	1
GSE87466	MS4A3	membrane spanning 4-domains A3	932	210254_PM_at	0.257554	4.66483	2.73815e-05	0.000214179	2
GSE87466	BAD	BCL2 associated agonist of cell death	572	209364_PM_at	-0.582376	-4.97531	2.74065e-05	0.000214343	3
GSE87466	DAND5	DAN domain BMP antagonist family member 5	199699	1562772_PM_a_at	-0.316768	-5.00761	2.74128e-05	0.000214362	1
GSE87466	KCMF1	potassium channel modulatory factor 1	56888	217938_PM_s_at	-0.182864	-4.75388	2.75115e-05	0.000215011	4
GSE87466	ATP5G3	ATP synthase, H+ transporting, mitochondrial Fo complex subunit C3 (subunit 9)	518	228168_PM_at	-0.843887	-4.99042	2.75349e-05	0.000215151	3
GSE87466	TRMT112	tRNA methyltransferase 11-2 homolog (S. cerevisiae)	51504	217774_PM_s_at	0.392335	5.06558	2.7599e-05	0.000215541	1
GSE87466	TUFM	Tu translation elongation factor, mitochondrial	7284	238190_PM_at	-0.463726	-5.04917	2.76451e-05	0.000215822	2
GSE87466	LOC285191	uncharacterized LOC285191	285191	1559877_PM_at	-0.49746	-5.07103	2.76644e-05	0.000215872	2
GSE87466	CDC42SE1	CDC42 small effector 1	56882	229120_PM_s_at	0.383149	4.84245	2.76651e-05	0.000215872	5
GSE87466	VPS26A	VPS26, retromer complex component A	9559	201807_PM_at	-0.286171	-4.90111	2.7664e-05	0.000215872	2
GSE87466	SYK	spleen associated tyrosine kinase	6850	207540_PM_s_at	0.384472	4.79859	2.76702e-05	0.000215881	4
GSE87466	MESDC1	mesoderm development candidate 1	59274	223264_PM_at	0.436358	4.94846	2.76804e-05	0.00021593	1
GSE87466	LAMP2	lysosomal associated membrane protein 2	3920	226671_PM_at	-0.467153	-4.77003	2.76906e-05	0.000215979	4
GSE87466	MAMLD1	mastermind like domain containing 1	10046	205088_PM_at	0.386956	4.59713	2.79095e-05	0.000217624	1
GSE87466	SFXN4	sideroflexin 4	119559	231505_PM_s_at	-0.351885	-4.6516	2.79349e-05	0.000217791	4
GSE87466	POU2F3	POU class 2 homeobox 3	25833	207109_PM_at	-1.02344	-5.1376	2.79671e-05	0.00021798	2
GSE87466	SF3B3	splicing factor 3b subunit 3	23450	200687_PM_s_at	0.336916	5.03715	2.80217e-05	0.000218374	2
GSE87466	BCL9L	B-cell CLL/lymphoma 9-like	283149	228065_PM_at	0.70282	5.15058	2.80811e-05	0.000218744	2
GSE87466	CYP1B1	cytochrome P450 family 1 subfamily B member 1	1545	202434_PM_s_at	-0.263875	-4.9476	2.81236e-05	0.000219044	4
GSE87466	GORASP2	golgi reassembly stacking protein 2	26003	208842_PM_s_at	0.342808	5.01467	2.81356e-05	0.000219106	3
GSE87466	CLDN10	claudin 10	9071	205328_PM_at	0.233191	4.43516	2.8175e-05	0.000219382	2
GSE87466	RIMKLB	ribosomal modification protein rimK like family member B	57494	225978_PM_at	0.830938	5.00421	2.8417e-05	0.000221203	6
GSE87466	BLK	BLK proto-oncogene, Src family tyrosine kinase	640	206255_PM_at	0.530985	4.705	2.84956e-05	0.000221657	2
GSE87466	EMILIN3	elastin microfibril interfacer 3	90187	228307_PM_at	-0.908213	-5.02935	2.85331e-05	0.000221886	1
GSE87466	SLC5A12	solute carrier family 5 member 12	159963	231424_PM_at	-0.221428	-5.16061	2.85305e-05	0.000221886	3
GSE87466	LOC643355	uncharacterized LOC643355	643355	1568794_PM_at	0.205279	4.66646	2.8624e-05	0.000222529	1
GSE87466	CRHR1	corticotropin releasing hormone receptor 1	1394	208593_PM_x_at	-0.297509	-4.9032	2.86879e-05	0.00022291	3
GSE87466	FAM159A	family with sequence similarity 159 member A	348378	237033_PM_at	0.543612	4.64172	2.87354e-05	0.000223205	2
GSE87466	DENND4C	DENN domain containing 4C	55667	226867_PM_at	-0.50577	-4.99831	2.87915e-05	0.000223609	3
GSE87466	SHOX2	short stature homeobox 2	6474	210134_PM_x_at	-0.182184	-4.7721	2.88127e-05	0.000223742	3
GSE87466	CDH1	cadherin 1	999	201131_PM_s_at	-0.459568	-4.75821	2.88588e-05	0.000224005	2
GSE87466	MAP1B	microtubule associated protein 1B	4131	212233_PM_at	0.626976	4.67222	2.88929e-05	0.000224125	3
GSE87466	UST	uronyl 2-sulfotransferase	10090	205138_PM_s_at	0.215607	4.65067	2.89951e-05	0.000224808	2
GSE87466	NDEL1	nudE neurodevelopment protein 1 like 1	81565	208093_PM_s_at	0.328704	4.93656	2.89996e-05	0.000224811	1
GSE87466	PPP4R2	protein phosphatase 4 regulatory subunit 2	151987	226317_PM_at	-0.289006	-4.76627	2.90215e-05	0.000224948	2
GSE87466	PLA2G4D	phospholipase A2 group IVD	283748	1554914_PM_at	-0.237305	-4.82966	2.90737e-05	0.000225289	1
GSE87466	FN1	fibronectin 1	2335	216442_PM_x_at	0.890348	5.02629	2.91402e-05	0.000225768	7
GSE87466	CDC20B	cell division cycle 20B	166979	1564674_PM_a_at	-0.269586	-5.0022	2.93278e-05	0.00022713	5
GSE87466	CDO1	cysteine dioxygenase type 1	1036	204154_PM_at	0.373941	4.48045	2.94717e-05	0.000228179	1
GSE87466	IGLV2-23	immunoglobulin lambda variable 2-23	28813	217235_PM_x_at	1.10432	5.23085	2.95277e-05	0.000228548	1
GSE87466	CALML3	calmodulin like 3	810	210019_PM_at	-0.271689	-4.81982	2.95258e-05	0.000228548	2
GSE87466	INF2	inverted formin, FH2 and WH2 domain containing	64423	222534_PM_s_at	-0.260325	-4.89974	2.95338e-05	0.000228563	4
GSE87466	DERA	deoxyribose-phosphate aldolase	51071	218102_PM_at	-0.600444	-4.94295	2.95688e-05	0.000228802	1
GSE87466	NANOG	Nanog homeobox	79923	220184_PM_at	-0.769618	-4.98582	2.96427e-05	0.000229341	1
GSE87466	DNAJA1	DnaJ heat shock protein family (Hsp40) member A1	3301	200881_PM_s_at	0.617867	5.08211	2.96777e-05	0.000229579	2
GSE87466	LHX4	LIM homeobox 4	89884	1553157_PM_at	-0.495611	-5.16512	2.97036e-05	0.000229715	2
GSE87466	APBB2	amyloid beta precursor protein binding family B member 2	323	216750_PM_at	-0.283579	-4.97673	2.97001e-05	0.000229715	7
GSE87466	SNCA	synuclein alpha	6622	204466_PM_s_at	0.58738	4.68401	2.98389e-05	0.000230663	5
GSE87466	CFAP54	cilia and flagella associated protein 54	144535	1560426_PM_at	0.207832	4.73649	2.9885e-05	0.000230954	1
GSE87466	ANKRD13C	ankyrin repeat domain 13C	81573	227375_PM_at	-0.406419	-4.85742	2.99663e-05	0.000231485	5
GSE87466	LOC440173	uncharacterized LOC440173	440173	229761_PM_at	-0.615886	-5.15793	3.00194e-05	0.000231764	1
GSE87466	FBXO32	F-box protein 32	114907	232729_PM_at	-0.640903	-4.96251	3.00602e-05	0.000231948	7
GSE87466	SNX8	sorting nexin 8	29886	223241_PM_at	0.391922	4.85942	3.01213e-05	0.000232354	1
GSE87466	COL27A1	collagen type XXVII alpha 1 chain	85301	225288_PM_at	0.912252	4.82575	3.01605e-05	0.000232591	5
GSE87466	DECR1	2,4-dienoyl-CoA reductase 1, mitochondrial	1666	202447_PM_at	-0.442534	-4.99074	3.03535e-05	0.000234013	1
GSE87466	PLK5	polo like kinase 5	126520	1558897_PM_at	-0.272389	-4.75956	3.03609e-05	0.000234037	1
GSE87466	PGPEP1	pyroglutamyl-peptidase I	54858	223469_PM_at	-0.483663	-4.99755	3.05823e-05	0.000235512	4
GSE87466	TMEM189-UBE2V1	TMEM189-UBE2V1 readthrough	387522	201001_PM_s_at	0.336226	4.99981	3.07011e-05	0.000236327	4
GSE87466	EDIL3	EGF like repeats and discoidin domains 3	10085	225275_PM_at	-0.471773	-4.97556	3.07212e-05	0.000236448	3
GSE87466	MFN2	mitofusin 2	9927	201155_PM_s_at	-0.346856	-4.91498	3.08814e-05	0.000237581	3
GSE87466	CMKLR1	chemerin chemokine-like receptor 1	1240	229121_PM_at	0.680152	4.91535	3.09767e-05	0.000238247	3
GSE87466	CBX6	chromobox 6	23466	202048_PM_s_at	0.57646	4.84363	3.10078e-05	0.000238419	2
GSE87466	NARFL	nuclear prelamin A recognition factor like	64428	218742_PM_at	-0.367978	-4.95019	3.10766e-05	0.000238915	1
GSE87466	LY6G6E	lymphocyte antigen 6 complex, locus G6E	79136	221338_PM_at	-0.268691	-4.84532	3.11207e-05	0.00023922	1
GSE87466	RASSF3	Ras association domain family member 3	283349	230466_PM_s_at	-0.262655	-4.93429	3.11888e-05	0.000239676	2
GSE87466	GFER	growth factor, augmenter of liver regeneration	2671	204660_PM_at	-0.400316	-4.92984	3.11957e-05	0.000239696	3
GSE87466	AKR7A3	aldo-keto reductase family 7 member A3	22977	216381_PM_x_at	-0.703598	-4.79299	3.12135e-05	0.000239799	2
GSE87466	SLPI	secretory leukocyte peptidase inhibitor	6590	203021_PM_at	0.988056	5.01997	3.13681e-05	0.000240885	1
GSE87466	HUNK	hormonally up-regulated Neu-associated kinase	30811	219535_PM_at	-0.245703	-4.65435	3.15296e-05	0.000241955	2
GSE87466	APBA1	amyloid beta precursor protein binding family A member 1	320	206679_PM_at	-0.170638	-4.66406	3.15296e-05	0.000241955	2
GSE87466	COX4I2	cytochrome c oxidase subunit 4I2	84701	232761_PM_at	0.398406	4.76997	3.16689e-05	0.000242922	1
GSE87466	LOC101929151	uncharacterized LOC101929151	101929151	1561673_PM_at	-0.300037	-4.94792	3.16883e-05	0.000243003	1
GSE87466	MPV17L	MPV17 mitochondrial inner membrane protein like	255027	1559167_PM_x_at	-0.534022	-5.00139	3.1704e-05	0.000243089	1
GSE87466	ZNF681	zinc finger protein 681	148213	238962_PM_at	-0.478179	-5.04061	3.17447e-05	0.000243367	2
GSE87466	ZNF503-AS1	ZNF503 antisense RNA 1	253264	232684_PM_at	-0.676859	-4.67301	3.17602e-05	0.000243452	1
GSE87466	RGPD5	RANBP2-like and GRIP domain containing 5	84220	210676_PM_x_at	0.469312	4.82661	3.18435e-05	0.000243988	1
GSE87466	RDH12	retinol dehydrogenase 12 (all-trans/9-cis/11-cis)	145226	242998_PM_at	-0.295144	-5.01159	3.18491e-05	0.000243997	1
GSE87466	ANKRD24	ankyrin repeat domain 24	170961	233895_PM_at	-0.265573	-4.64974	3.19091e-05	0.000244422	3
GSE87466	FILIP1	filamin A interacting protein 1	27145	1556325_PM_at	0.44655	4.68043	3.19576e-05	0.000244725	3
GSE87466	NAB2	NGFI-A binding protein 2	4665	212803_PM_at	0.362822	4.81798	3.20607e-05	0.00024548	2
GSE87466	PCDHGA1	protocadherin gamma subfamily A, 1	56114	209079_PM_x_at	0.519505	4.91296	3.23805e-05	0.000247721	5
GSE87466	APOD	apolipoprotein D	347	201525_PM_at	0.891825	4.74124	3.25656e-05	0.000248963	1
GSE87466	LOC284023	uncharacterized LOC284023	284023	238096_PM_at	-0.319465	-4.7993	3.25946e-05	0.000249115	1
GSE87466	KANSL1L	KAT8 regulatory NSL complex subunit 1 like	151050	1554791_PM_a_at	0.266321	4.77931	3.28033e-05	0.00025064	5
GSE87466	ABHD6	abhydrolase domain containing 6	57406	45288_PM_at	-0.364679	-4.76545	3.28885e-05	0.000251221	4
GSE87466	FKBP14	FK506 binding protein 14	55033	230728_PM_at	0.663544	5.07919	3.29084e-05	0.000251338	3
GSE87466	HMGN3-AS1	HMGN3 antisense RNA 1	100288198	1559404_PM_a_at	-0.617183	-5.02822	3.29671e-05	0.000251649	2
GSE87466	BRAP	BRCA1 associated protein	8315	213473_PM_at	-0.436552	-5.0161	3.29721e-05	0.000251649	4
GSE87466	C8A	complement component 8 alpha subunit	731	206305_PM_s_at	-0.253041	-4.72981	3.29675e-05	0.000251649	1
GSE87466	CHCHD4	coiled-coil-helix-coiled-coil-helix domain containing 4	131474	229595_PM_at	-0.452807	-4.89545	3.30317e-05	0.000252068	1
GSE87466	MMP13	matrix metallopeptidase 13	4322	205959_PM_at	0.574973	4.34419	3.3147e-05	0.000252913	1
GSE87466	PROCR	protein C receptor	10544	203650_PM_at	0.583203	4.94009	3.31993e-05	0.000253232	1
GSE87466	WNK2	WNK lysine deficient protein kinase 2	65268	227217_PM_at	-0.923426	-4.7985	3.32165e-05	0.000253267	5
GSE87466	ROGDI	rogdi homolog	79641	218394_PM_at	-0.585304	-4.92062	3.33693e-05	0.00025425	1
GSE87466	CBLN2	cerebellin 2 precursor	147381	242301_PM_at	-0.816788	-4.73603	3.34242e-05	0.000254602	1
GSE87466	ZSWIM3	zinc finger SWIM-type containing 3	140831	228223_PM_at	-0.482549	-5.06376	3.35282e-05	0.000255358	1
GSE87466	RGS3	regulator of G-protein signaling 3	5998	220300_PM_at	-0.617232	-5.10506	3.36045e-05	0.000255868	3
GSE87466	PDLIM2	PDZ and LIM domain 2	64236	219165_PM_at	-0.312306	-4.83726	3.36374e-05	0.000256083	2
GSE87466	LINC01588	long intergenic non-protein coding RNA 1588	283551	237460_PM_x_at	-0.458456	-4.86163	3.36449e-05	0.000256105	4
GSE87466	DOCK5	dedicator of cytokinesis 5	80005	230207_PM_s_at	-0.479591	-4.86221	3.36879e-05	0.000256396	8
GSE87466	MAP2K5	mitogen-activated protein kinase kinase 5	5607	204756_PM_at	-0.332805	-4.80514	3.37667e-05	0.000256889	6
GSE87466	MAGI1-IT1	MAGI1 intronic transcript 1	151877	1561301_PM_at	-0.343947	-4.92536	3.37791e-05	0.000256948	1
GSE87466	PRELP	proline and arginine rich end leucine rich repeat protein	5549	228224_PM_at	0.886567	4.48524	3.38787e-05	0.000257598	3
GSE87466	NDUFA1	NADH:ubiquinone oxidoreductase subunit A1	4694	202298_PM_at	-0.349211	-4.96612	3.38835e-05	0.000257598	1
GSE87466	LIPA	lipase A, lysosomal acid type	3988	236156_PM_at	0.298176	4.34033	3.3906e-05	0.000257734	3
GSE87466	A2M	alpha-2-macroglobulin	2	217757_PM_at	0.270446	4.70327	3.41207e-05	0.000259186	2
GSE87466	AKIRIN1	akirin 1	79647	222458_PM_s_at	0.481613	4.8817	3.42216e-05	0.000259844	3
GSE87466	TSPAN16	tetraspanin 16	26526	233236_PM_at	0.42941	4.55843	3.42377e-05	0.00025993	3
GSE87466	CTSV	cathepsin V	1515	210074_PM_at	-0.777928	-4.85623	3.43133e-05	0.000260468	1
GSE87466	LOC100506691	uncharacterized LOC100506691	100506691	241386_PM_at	-0.540647	-4.8499	3.44123e-05	0.000261183	1
GSE87466	MNX1-AS1	MNX1 antisense RNA 1 (head to head)	645249	236967_PM_at	-0.442299	-5.09148	3.44944e-05	0.000261734	1
GSE87466	MYOZ1	myozenin 1	58529	219509_PM_at	-0.179776	-4.84305	3.44901e-05	0.000261734	1
GSE87466	NSUN3	NOP2/Sun RNA methyltransferase family member 3	63899	1568913_PM_at	-0.640809	-4.92879	3.45032e-05	0.000261764	3
GSE87466	SLC22A18	solute carrier family 22 member 18	5002	204981_PM_at	-0.722771	-4.82685	3.45279e-05	0.000261879	1
GSE87466	STPG1	sperm tail PG-rich repeat containing 1	90529	227694_PM_at	-0.658713	-4.93022	3.45465e-05	0.000261984	2
GSE87466	PMFBP1	polyamine modulated factor 1 binding protein 1	83449	221022_PM_s_at	-0.341888	-4.82168	3.46753e-05	0.000262851	1
GSE87466	AOC1	amine oxidase, copper containing 1	26	203559_PM_s_at	-0.59325	-4.51068	3.47522e-05	0.000263361	1
GSE87466	SLC1A7	solute carrier family 1 member 7	6512	207355_PM_at	-0.244724	-4.69142	3.47893e-05	0.000263569	3
GSE87466	SERPINB1	serpin family B member 1	1992	213572_PM_s_at	0.268023	4.81591	3.48576e-05	0.000264014	4
GSE87466	NCK2	NCK adaptor protein 2	8440	203315_PM_at	-0.380073	-4.80185	3.48956e-05	0.000264192	1
GSE87466	SGMS1	sphingomyelin synthase 1	259230	212989_PM_at	1.31986	5.10789	3.50846e-05	0.000265586	1
GSE87466	ALDH7A1	aldehyde dehydrogenase 7 family member A1	501	208950_PM_s_at	-0.38771	-4.65488	3.52354e-05	0.000266543	3
GSE87466	CYFIP1	cytoplasmic FMR1 interacting protein 1	23191	208923_PM_at	-0.32528	-4.88027	3.52478e-05	0.0002666	2
