accession	gene_symbol	gene_title	gene_id	best_probe_id	log2fc	t_stat	p_value	fdr	probe_count
GSE75214	MTFR2	mitochondrial fission regulator 2	113115	8129763	0.457751	5.58667	3.16774e-05	0.000188669	1
GSE75214	ARFGAP2	ADP ribosylation factor GTPase activating protein 2	84364	7947784	-0.271255	-5.86267	3.17254e-05	0.000188887	1
GSE75214	SELPLG	selectin P ligand	6404	7966127	1.23588	5.90602	3.19091e-05	0.000189913	1
GSE75214	USP2	ubiquitin specific peptidase 2	9099	7952249	-1.42233	-6.25317	3.20177e-05	0.000190457	1
GSE75214	GNB4	G protein subunit beta 4	59345	8092251	1.01526	6.00903	3.20877e-05	0.000190839	1
GSE75214	DENND4B	DENN domain containing 4B	9909	7920354	0.238658	5.12888	3.21142e-05	0.000190962	1
GSE75214	BAZ2B	bromodomain adjacent to zinc finger domain 2B	29994	8056060	0.286224	5.41567	3.21693e-05	0.000191222	1
GSE75214	PPIB	peptidylprolyl isomerase B	5479	7989619	0.280749	6.10172	3.22318e-05	0.000191559	1
GSE75214	CEP85L	centrosomal protein 85 like	387119	8129193	0.662745	5.65171	3.25432e-05	0.00019334	1
GSE75214	TMEM268	transmembrane protein 268	203197	8157463	0.374842	5.80231	3.26161e-05	0.000193739	1
GSE75214	LOC400464	ubiquitin conjugating enzyme E2 Q2 pseudogene	400464	7986428	0.294845	5.03952	3.2706e-05	0.000194238	1
GSE75214	TDRD5	tudor domain containing 5	163589	7907749	-0.404728	-6.13117	3.27382e-05	0.000194395	1
GSE75214	EBI3	Epstein-Barr virus induced 3	10148	8024792	0.459629	5.31874	3.2758e-05	0.000194478	1
GSE75214	SNX29	sorting nexin 29	92017	7993281	0.376439	5.02959	3.29217e-05	0.000195415	2
GSE75214	DPP8	dipeptidyl peptidase 8	54878	7989806	-0.318195	-5.85013	3.29837e-05	0.000195748	1
GSE75214	ADGRE3	adhesion G protein-coupled receptor E3	84658	8034851	1.09905	5.72023	3.30027e-05	0.000195825	1
GSE75214	POLB	DNA polymerase beta	5423	8146198	0.312824	5.39372	3.30284e-05	0.000195943	1
GSE75214	CYLD	CYLD lysine 63 deubiquitinase	1540	7995552	0.485595	5.43495	3.30605e-05	0.000196098	1
GSE75214	H1F0	H1 histone family member 0	3005	8072926	-0.488659	-5.50795	3.31234e-05	0.000196401	1
GSE75214	TRAF3IP3	TRAF3 interacting protein 3	80342	7909455	0.881447	5.69582	3.31757e-05	0.000196676	1
GSE75214	COX10	COX10, heme A:farnesyltransferase cytochrome c oxidase assembly factor	1352	8005089	-0.35461	-5.45558	3.32212e-05	0.000196911	1
GSE75214	KCNN4	potassium calcium-activated channel subfamily N member 4	3783	8037408	0.45695	6.15408	3.32476e-05	0.000197032	1
GSE75214	TMEM43	transmembrane protein 43	79188	8077993	0.337161	5.51863	3.33467e-05	0.000197585	1
GSE75214	XAGE2	X antigen family member 2	9502	8167693	-0.240814	-5.49523	3.33859e-05	0.000197746	2
GSE75214	SYCP3	synaptonemal complex protein 3	50511	7965800	-0.363719	-6.37325	3.36934e-05	0.000199461	1
GSE75214	GLA	galactosidase alpha	2717	8174076	0.36565	5.03923	3.38605e-05	0.000200415	1
GSE75214	SLC52A3	solute carrier family 52 member 3	113278	8064388	-0.714743	-5.9405	3.38856e-05	0.000200492	1
GSE75214	CCL24	C-C motif chemokine ligand 24	6369	8140367	1.53502	6.5055	3.39146e-05	0.000200592	1
GSE75214	RBMS3	RNA binding motif single stranded interacting protein 3	27303	8078330	0.756371	5.88097	3.39092e-05	0.000200592	1
GSE75214	DNAL1	dynein axonemal light chain 1	83544	7975616	0.3715	5.84027	3.39899e-05	0.000201002	1
GSE75214	CIAO1	cytosolic iron-sulfur assembly component 1	9391	8043585	-0.247475	-5.7035	3.40826e-05	0.000201514	1
GSE75214	ULK4P1	ULK4 pseudogene 1	89838	7987012	-0.415083	-5.96535	3.41244e-05	0.000201725	1
GSE75214	CEP97	centrosomal protein 97	79598	8081362	0.530837	5.69081	3.4205e-05	0.00020213	1
GSE75214	MTRF1L	mitochondrial translational release factor 1 like	54516	8130383	-0.296826	-5.86741	3.42768e-05	0.000202518	2
GSE75214	CREB3L3	cAMP responsive element binding protein 3 like 3	84699	8024754	-1.54767	-6.78242	3.45059e-05	0.000203763	1
GSE75214	AGGF1	angiogenic factor with G-patch and FHA domains 1	55109	8106429	-0.159139	-5.31608	3.45041e-05	0.000203763	1
GSE75214	MUL1	mitochondrial E3 ubiquitin protein ligase 1	79594	7913242	-0.284848	-5.31494	3.45449e-05	0.000203911	1
GSE75214	IDNK	IDNK, gluconokinase	414328	8156116	-0.311514	-5.70745	3.45608e-05	0.000203942	1
GSE75214	ZC3H15	zinc finger CCCH-type containing 15	55854	8046848	-0.185999	-4.91937	3.46417e-05	0.000204384	2
GSE75214	HSD3B1	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1	3283	7904421	-0.641946	-6.77161	3.46616e-05	0.000204465	1
GSE75214	CKAP5	cytoskeleton associated protein 5	9793	7947694	0.318266	5.43067	3.47546e-05	0.000204941	1
GSE75214	LIPC	lipase C, hepatic type	3990	7983928	-1.13229	-6.91388	3.48087e-05	0.000205223	1
GSE75214	FAM234A	family with sequence similarity 234 member A	83986	7991779	-0.433873	-6.24672	3.48313e-05	0.000205284	1
GSE75214	MAP2K1	mitogen-activated protein kinase kinase 1	5604	7984319	0.247907	5.23559	3.48289e-05	0.000205284	1
GSE75214	HCG9	HLA complex group 9 (non-protein coding)	10255	8117809	-0.277806	-5.53468	3.48728e-05	0.000205455	2
GSE75214	ACKR3	atypical chemokine receptor 3	57007	8049471	0.416028	5.29291	3.4903e-05	0.000205597	1
GSE75214	MUC5B	mucin 5B, oligomeric mucus/gel-forming	727897	7937612	1.41216	5.83338	3.49124e-05	0.000205616	1
GSE75214	GTF2A2	general transcription factor IIA subunit 2	2958	7989315	-0.496258	-5.65255	3.50236e-05	0.000206198	1
GSE75214	ZNF256	zinc finger protein 256	10172	8039706	-0.372536	-5.63901	3.50478e-05	0.000206304	1
GSE75214	TRAPPC12	trafficking protein particle complex 12	51112	8040018	0.165234	5.24083	3.50648e-05	0.000206367	1
GSE75214	MPL	MPL proto-oncogene, thrombopoietin receptor	4352	7900683	-0.241308	-5.51317	3.51122e-05	0.00020661	1
GSE75214	CBR3	carbonyl reductase 3	874	8068413	0.34654	6.08784	3.51206e-05	0.000206622	1
GSE75214	CKAP2L	cytoskeleton associated protein 2 like	150468	8054702	0.593221	5.73867	3.52105e-05	0.000207078	1
GSE75214	ZNF814	zinc finger protein 814	730051	8039692	-0.825727	-6.01978	3.53531e-05	0.000207843	1
GSE75214	CENPE	centromere protein E	1062	8102076	0.711152	5.66341	3.54231e-05	0.000208108	1
GSE75214	ZBTB3	zinc finger and BTB domain containing 3	79842	7948829	-0.384768	-6.01946	3.54667e-05	0.000208327	1
GSE75214	CLDN4	claudin 4	1364	8133360	-0.453365	-4.57187	3.5494e-05	0.000208438	1
GSE75214	FEZ2	fasciculation and elongation protein zeta 2	9637	8051427	-0.398593	-6.53842	3.54982e-05	0.000208438	1
GSE75214	DBNL	drebrin like	28988	8132539	0.234251	5.69238	3.56067e-05	0.000209038	1
GSE75214	ATPIF1	ATPase inhibitory factor 1	93974	7899424	-0.302273	-5.54717	3.56206e-05	0.000209083	1
GSE75214	MIEF1	mitochondrial elongation factor 1	54471	8073135	-0.337609	-5.54942	3.57987e-05	0.000210054	1
GSE75214	TENM4	teneurin transmembrane protein 4	26011	7950701	0.278976	5.21328	3.58133e-05	0.000210103	1
GSE75214	ZMIZ1	zinc finger MIZ-type containing 1	57178	7928558	-0.309456	-5.84689	3.58696e-05	0.000210396	1
GSE75214	CROT	carnitine O-octanoyltransferase	54677	8133938	-1.4831	-6.72074	3.60969e-05	0.000211655	1
GSE75214	VARS	valyl-tRNA synthetase	7407	8125091	0.486434	6.20619	3.63322e-05	0.000212922	2
GSE75214	HNRNPCL3	heterogeneous nuclear ribonucleoprotein C-like 3	649330	7977657	0.295486	5.57078	3.63456e-05	0.000212963	1
GSE75214	SNORD50A	small nucleolar RNA, C/D box 50A	26799	8127987	0.893379	5.69388	3.6366e-05	0.000213045	1
GSE75214	P2RX1	purinergic receptor P2X 1	5023	8011499	0.387704	5.24382	3.64061e-05	0.000213242	1
GSE75214	GBA3	glucosylceramidase beta 3 (gene/pseudogene)	57733	8094361	-1.93535	-6.55799	3.65896e-05	0.000214279	1
GSE75214	SH2B1	SH2B adaptor protein 1	25970	7994445	-0.331597	-5.88283	3.67014e-05	0.000214896	1
GSE75214	MCRIP1	MAPK regulated corepressor interacting protein 1	348262	8019754	0.26576	5.71865	3.68231e-05	0.000215533	1
GSE75214	TMEM237	transmembrane protein 237	65062	8058258	0.358642	5.79103	3.6958e-05	0.000216284	1
GSE75214	SEMA3B	semaphorin 3B	7869	8079966	-0.467186	-5.12	3.69764e-05	0.000216354	1
GSE75214	LOC100127951	ISPF6484	100127951	7997166	-0.832096	-6.6988	3.69904e-05	0.000216398	1
GSE75214	SLC30A1	solute carrier family 30 member 1	7779	7924092	-0.541955	-6.45697	3.70616e-05	0.000216776	1
GSE75214	SUPT6H	SPT6 homolog, histone chaperone	6830	8005903	0.214225	5.37732	3.71263e-05	0.000217116	1
GSE75214	EEA1	early endosome antigen 1	8411	7965436	-0.451152	-5.73564	3.71768e-05	0.000217373	1
GSE75214	DCST2	DC-STAMP domain containing 2	127579	7920616	-0.396214	-6.17055	3.7191e-05	0.000217418	1
GSE75214	SPTLC1	serine palmitoyltransferase long chain base subunit 1	10558	8162294	-0.246994	-5.30214	3.72065e-05	0.000217471	1
GSE75214	HEXIM1	hexamethylene bisacetamide inducible 1	10614	8007745	-0.57655	-6.46902	3.72501e-05	0.000217687	1
GSE75214	PPP2R5A	protein phosphatase 2 regulatory subunit B'alpha	5525	7909586	-0.320772	-5.11674	3.73079e-05	0.000217948	1
GSE75214	PPIAL4C	peptidylprolyl isomerase A like 4C	653598	7919436	0.19226	5.17567	3.73013e-05	0.000217948	7
GSE75214	CIT	citron rho-interacting serine/threonine kinase	11113	7966878	0.476435	5.83376	3.73343e-05	0.000218064	1
GSE75214	COG3	component of oligomeric golgi complex 3	83548	7968931	-0.259426	-5.33117	3.74168e-05	0.000218508	1
GSE75214	ZNF154	zinc finger protein 154	7710	8039674	0.509351	5.28838	3.74553e-05	0.000218694	1
GSE75214	CDC37	cell division cycle 37	11140	8034021	0.266119	5.82066	3.74785e-05	0.000218791	1
GSE75214	ATL3	atlastin GTPase 3	25923	7948995	0.254478	5.1757	3.75838e-05	0.000219367	2
GSE75214	ZNF217	zinc finger protein 217	7764	8067113	-0.535571	-6.35683	3.76263e-05	0.000219577	1
GSE75214	TSEN54	tRNA splicing endonuclease subunit 54	283989	8009832	-0.21099	-5.74007	3.78154e-05	0.000220603	1
GSE75214	RNF157	ring finger protein 157	114804	8018652	-1.06536	-6.05424	3.78958e-05	0.000221021	1
GSE75214	WNK4	WNK lysine deficient protein kinase 4	65266	8007363	-0.61944	-5.4478	3.79003e-05	0.000221021	1
GSE75214	ZNF558	zinc finger protein 558	148156	8033667	-0.395356	-6.04095	3.79631e-05	0.000221348	1
GSE75214	ZNF423	zinc finger protein 423	23090	8001337	-0.237162	-5.13732	3.79904e-05	0.00022143	1
GSE75214	CHST14	carbohydrate sulfotransferase 14	113189	7982745	0.227668	5.05883	3.80268e-05	0.000221603	1
GSE75214	B4GALT2	beta-1,4-galactosyltransferase 2	8704	7900931	0.225965	5.79694	3.80374e-05	0.000221626	1
GSE75214	ACY1	aminoacylase 1	95	8080168	-0.573863	-5.18436	3.81087e-05	0.000222003	1
GSE75214	NFATC2	nuclear factor of activated T-cells 2	4773	8067040	0.70169	5.57951	3.82227e-05	0.000222628	1
GSE75214	ZNF607	zinc finger protein 607	84775	8036436	-0.535075	-6.16066	3.84374e-05	0.000223839	1
GSE75214	FSIP2	fibrous sheath interacting protein 2	401024	8046836	-1.00021	-6.65566	3.85481e-05	0.000224444	3
GSE75214	SEMA4C	semaphorin 4C	54910	8054004	0.493709	5.74506	3.86105e-05	0.000224768	1
GSE75214	GLT8D2	glycosyltransferase 8 domain containing 2	83468	7965941	1.20897	5.66811	3.86959e-05	0.000225193	1
GSE75214	CTSC	cathepsin C	1075	7950906	0.62501	5.94158	3.87093e-05	0.000225193	1
GSE75214	SNX12	sorting nexin 12	29934	8173430	-0.303497	-5.9301	3.87106e-05	0.000225193	1
GSE75214	XXYLT1	xyloside xylosyltransferase 1	152002	8092922	-0.208154	-5.74052	3.86977e-05	0.000225193	1
GSE75214	FAM126A	family with sequence similarity 126 member A	84668	8138553	0.988557	5.46867	3.87435e-05	0.000225345	1
GSE75214	HUS1	HUS1 checkpoint clamp component	3364	8139592	-0.526124	-6.31551	3.87509e-05	0.000225349	1
GSE75214	ARHGAP31	Rho GTPase activating protein 31	57514	8081838	0.808271	5.77301	3.89924e-05	0.000226674	1
GSE75214	DGKQ	diacylglycerol kinase theta	1609	8098822	-0.281799	-5.72267	3.90105e-05	0.00022674	1
GSE75214	TPTE2P5	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 5	100616668	7971191	-0.417226	-6.15184	3.93888e-05	0.000228778	1
GSE75214	MARK2	microtubule affinity regulating kinase 2	2011	7940798	-0.333574	-5.04715	3.93836e-05	0.000228778	1
GSE75214	TSPAN2	tetraspanin 2	10100	7918857	0.490947	4.81441	3.94301e-05	0.000228978	1
GSE75214	RANGAP1	Ran GTPase activating protein 1	5905	8076307	0.292467	5.77821	3.94411e-05	0.000229002	1
GSE75214	IGHA1	immunoglobulin heavy constant alpha 1	3493	7981720	1.53732	6.49863	3.94649e-05	0.000229066	1
GSE75214	STAG3L4	stromal antigen 3-like 4 (pseudogene)	64940	8133215	-0.549239	-5.78223	3.94659e-05	0.000229066	1
GSE75214	TSG101	tumor susceptibility 101	7251	7947015	-0.296644	-5.32818	3.95892e-05	0.000229742	1
GSE75214	ZNF572	zinc finger protein 572	137209	8148276	-0.370003	-5.92445	3.96877e-05	0.000230273	1
GSE75214	RGL2	ral guanine nucleotide dissociation stimulator like 2	5863	8125687	0.295499	5.0819	3.9802e-05	0.000230896	3
GSE75214	MPLKIP	M-phase specific PLK1 interacting protein	136647	8139203	-0.351454	-5.79121	3.98787e-05	0.00023126	3
GSE75214	BTN2A1	butyrophilin subfamily 2 member A1	11120	8117485	0.27668	5.2206	4.01482e-05	0.000232742	1
GSE75214	PRR11	proline rich 11	55771	8008784	0.633568	5.7536	4.01781e-05	0.000232834	1
GSE75214	CRYM-AS1	CRYM antisense RNA 1	400508	7993821	-0.495796	-6.22317	4.01725e-05	0.000232834	1
GSE75214	WDR77	WD repeat domain 77	79084	7918517	0.230796	4.85775	4.02184e-05	0.000233027	1
GSE75214	COLEC10	collectin subfamily member 10	10584	8148029	0.233256	4.77168	4.02534e-05	0.000233189	1
GSE75214	XPNPEP2	X-prolyl aminopeptidase 2	7512	8169836	-1.59391	-6.41851	4.03503e-05	0.00023371	1
GSE75214	DCN	decorin	1634	7965410	1.52339	5.59844	4.04998e-05	0.000234535	1
GSE75214	MMP28	matrix metallopeptidase 28	79148	8014282	-0.775819	-6.07298	4.05292e-05	0.000234664	1
GSE75214	TLR1	toll like receptor 1	7096	8099834	0.868036	5.13455	4.05927e-05	0.000234991	1
GSE75214	CXCL13	C-X-C motif chemokine ligand 13	10563	8095886	2.10624	5.60777	4.06429e-05	0.000235241	1
GSE75214	MYBBP1A	MYB binding protein 1a	10514	8011640	0.32787	5.96722	4.06831e-05	0.000235432	1
GSE75214	ODF2	outer dense fiber of sperm tails 2	4957	8158269	0.269128	5.93143	4.07311e-05	0.000235533	1
GSE75214	PPP1R2P1	protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 1	100507444	8125527	-0.164172	-5.24764	4.07353e-05	0.000235533	3
GSE75214	KANSL1	KAT8 regulatory NSL complex subunit 1	284058	8016266	-0.151115	-5.35962	4.07359e-05	0.000235533	1
GSE75214	SESTD1	SEC14 and spectrin domain containing 1	91404	8057394	0.916334	6.46732	4.07839e-05	0.00023577	1
GSE75214	ZNF585B	zinc finger protein 585B	92285	8036389	-0.620468	-6.29067	4.08308e-05	0.000236	1
GSE75214	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha	5520	8145440	0.248376	5.64399	4.10697e-05	0.000237216	1
GSE75214	GLG1	golgi glycoprotein 1	2734	8002729	0.348581	6.00771	4.12203e-05	0.000238003	1
GSE75214	ATP2C2	ATPase secretory pathway Ca2+ transporting 2	9914	7997593	-0.765104	-5.2261	4.12684e-05	0.000238239	1
GSE75214	SLC25A36	solute carrier family 25 member 36	55186	8083063	-0.532756	-6.05115	4.13543e-05	0.000238693	1
GSE75214	IRF5	interferon regulatory factor 5	3663	8136045	0.281927	5.65656	4.16181e-05	0.000240091	1
GSE75214	STOX1	storkhead box 1	219736	7927915	-0.55566	-5.14305	4.16503e-05	0.000240235	1
GSE75214	SSSCA1	Sjogren syndrome/scleroderma autoantigen 1	10534	7941296	0.259799	5.40216	4.16597e-05	0.000240248	1
GSE75214	IGFBP7	insulin like growth factor binding protein 7	3490	8100541	1.41021	6.11859	4.16801e-05	0.000240324	1
GSE75214	CASD1	CAS1 domain containing 1	64921	8134318	-0.781569	-5.90525	4.17494e-05	0.000240598	1
GSE75214	TKT	transketolase	7086	8088106	0.430164	5.9519	4.17428e-05	0.000240598	1
GSE75214	FANCI	Fanconi anemia complementation group I	55215	7985829	0.531382	5.51962	4.18186e-05	0.000240955	1
GSE75214	GXYLT2	glucoside xylosyltransferase 2	727936	8080964	-1.63251	-6.43249	4.18447e-05	0.000241064	1
GSE75214	KLRC2	killer cell lectin like receptor C2	3822	7961182	-0.356382	-5.52689	4.18856e-05	0.000241258	1
GSE75214	ZNF276	zinc finger protein 276	92822	7998002	0.225146	4.79223	4.18954e-05	0.000241272	1
GSE75214	KLHL15	kelch like family member 15	80311	8171837	0.196845	4.625	4.19255e-05	0.000241369	1
GSE75214	KLF4	Kruppel like factor 4	9314	8163002	-0.652242	-4.72879	4.19554e-05	0.000241492	1
GSE75214	GAB2	GRB2 associated binding protein 2	9846	7950671	-0.280312	-4.88554	4.20574e-05	0.000241996	1
GSE75214	PLAGL1	PLAG1 like zinc finger 1	5325	8129985	-0.515101	-5.98163	4.20657e-05	0.000242001	1
GSE75214	ZNF320	zinc finger protein 320	162967	8039006	-0.616421	-6.0838	4.21394e-05	0.000242384	3
GSE75214	MT1B	metallothionein 1B	4490	7995820	-0.490715	-6.05791	4.21669e-05	0.000242458	1
GSE75214	HTATSF1P2	HIV-1 Tat specific factor 1 pseudogene 2	401233	8123637	0.423473	4.9715	4.21659e-05	0.000242458	1
GSE75214	CLTA	clathrin light chain A	1211	8155203	-0.176413	-5.05412	4.22449e-05	0.000242864	1
GSE75214	RDH11	retinol dehydrogenase 11 (all-trans/9-cis/11-cis)	51109	7979743	0.432533	5.70133	4.27452e-05	0.000245528	1
GSE75214	EMID1	EMI domain containing 1	129080	8072189	0.263301	5.34411	4.27439e-05	0.000245528	1
GSE75214	DHRS7B	dehydrogenase/reductase 7B	25979	8005699	-0.342798	-5.80472	4.28345e-05	0.000245914	1
GSE75214	FLJ34503	uncharacterized FLJ34503	285759	8121569	-0.271909	-5.64818	4.28465e-05	0.00024594	1
GSE75214	NLRP7	NLR family pyrin domain containing 7	199713	8039280	0.381769	5.71595	4.28675e-05	0.000246018	1
GSE75214	MAFF	MAF bZIP transcription factor F	23764	8073007	0.577241	5.99989	4.28938e-05	0.000246084	1
GSE75214	HNRNPF	heterogeneous nuclear ribonucleoprotein F	3185	7933164	0.194607	4.9689	4.31468e-05	0.00024745	1
GSE75214	ZNF816	zinc finger protein 816	125893	8039017	-0.663697	-6.13544	4.33381e-05	0.000248505	1
GSE75214	ARSD	arylsulfatase D	414	8171148	-0.628569	-5.34061	4.33508e-05	0.000248535	1
GSE75214	EDN2	endothelin 2	1907	7915385	-0.630917	-6.35747	4.33795e-05	0.000248656	1
GSE75214	NEDD4	neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase	4734	7989094	0.768232	5.81687	4.34339e-05	0.000248925	1
GSE75214	CTNNAL1	catenin alpha like 1	8727	8163063	0.737189	6.15866	4.34504e-05	0.000248977	1
GSE75214	CCDC171	coiled-coil domain containing 171	203238	8154416	-0.466994	-5.85558	4.35573e-05	0.000249503	1
GSE75214	THYN1	thymocyte nuclear protein 1	29087	7952869	-0.309649	-5.54497	4.35505e-05	0.000249503	1
GSE75214	KCTD21	potassium channel tetramerization domain containing 21	283219	7950669	0.241236	5.23599	4.36958e-05	0.000250254	1
GSE75214	CAPN13	calpain 13	92291	8051275	-2.06832	-6.4475	4.37528e-05	0.000250537	1
GSE75214	TRNAU1AP	tRNA selenocysteine 1 associated protein 1	54952	7899486	0.211861	5.74851	4.37659e-05	0.000250569	1
GSE75214	GBGT1	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1	26301	8164833	0.298729	5.0958	4.38992e-05	0.000251245	1
GSE75214	KANSL1L	KAT8 regulatory NSL complex subunit 1 like	151050	8058570	0.554895	5.81856	4.40039e-05	0.000251801	1
GSE75214	HOXA10-HOXA9	HOXA10-HOXA9 readthrough	100534589	8138749	-0.6995	-6.11568	4.40184e-05	0.000251841	1
GSE75214	CCNL1	cyclin L1	57018	8091658	0.338547	4.7536	4.40348e-05	0.000251848	1
GSE75214	FBXO31	F-box protein 31	79791	8003249	-0.304002	-5.77819	4.40284e-05	0.000251848	1
GSE75214	FOXD2	forkhead box D2	2306	7901311	-0.318337	-5.44571	4.40427e-05	0.00025185	1
GSE75214	ARHGAP18	Rho GTPase activating protein 18	93663	8129458	-0.576073	-6.05035	4.41007e-05	0.000252138	1
GSE75214	PGS1	phosphatidylglycerophosphate synthase 1	9489	8010271	0.280547	4.55885	4.42038e-05	0.000252684	1
GSE75214	YBEY	ybeY metallopeptidase (putative)	54059	8069340	-0.31778	-5.88629	4.43141e-05	0.000253214	1
GSE75214	NEK5	NIMA related kinase 5	341676	7971757	-0.225461	-5.14434	4.43193e-05	0.000253214	1
GSE75214	C4orf3	chromosome 4 open reading frame 3	401152	8102518	0.346603	5.83799	4.44762e-05	0.000254023	1
GSE75214	ZNF845	zinc finger protein 845	91664	8030978	-0.649644	-6.00842	4.45899e-05	0.000254614	1
GSE75214	DNAH3	dynein axonemal heavy chain 3	55567	8000034	-0.383195	-6.27308	4.4595e-05	0.000254614	1
GSE75214	ISYNA1	inositol-3-phosphate synthase 1	51477	8035465	0.194176	4.71325	4.4732e-05	0.000255353	1
GSE75214	USP8	ubiquitin specific peptidase 8	9101	7983663	-0.434741	-5.55229	4.48193e-05	0.000255807	1
GSE75214	ANKRD13C	ankyrin repeat domain 13C	81573	7916928	-0.291429	-5.80191	4.48447e-05	0.000255908	1
GSE75214	LOC105379252	family with sequence similarity 95 member B1-like	105379252	8155627	-0.636137	-5.7969	4.49757e-05	0.000256568	3
GSE75214	SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1	25939	8066117	0.840812	5.51988	4.5011e-05	0.000256725	1
GSE75214	CYP4V2	cytochrome P450 family 4 subfamily V member 2	285440	8098637	-0.643139	-5.97687	4.51078e-05	0.000257189	1
GSE75214	EYA2	EYA transcriptional coactivator and phosphatase 2	2139	8063187	-0.853935	-6.13569	4.52002e-05	0.000257671	1
GSE75214	ESPN	espin	83715	7897288	-0.302939	-5.58927	4.52653e-05	0.000257998	1
GSE75214	TMEM51-AS1	TMEM51 antisense RNA 1	200197	7898112	-0.54583	-5.59251	4.52864e-05	0.000258074	3
GSE75214	FAM103A1	family with sequence similarity 103 member A1	83640	8130765	-0.292515	-5.30366	4.5346e-05	0.00025837	2
GSE75214	MKNK2	MAP kinase interacting serine/threonine kinase 2	2872	8032392	-0.420754	-5.8737	4.53813e-05	0.000258526	1
GSE75214	MAFB	MAF bZIP transcription factor B	9935	8066266	0.477435	5.58472	4.54097e-05	0.000258644	1
GSE75214	ETF1	eukaryotic translation termination factor 1	2107	8114443	0.234578	5.54311	4.54648e-05	0.000258913	1
GSE75214	TBX19	T-box 19	9095	7907146	-0.232348	-5.7986	4.55e-05	0.00025907	1
GSE75214	TOP1MT	topoisomerase (DNA) I, mitochondrial	116447	8153390	-0.332939	-5.95582	4.55106e-05	0.000259086	1
GSE75214	STEAP3	STEAP3 metalloreductase	55240	8044793	-0.500198	-5.91875	4.55905e-05	0.000259496	1
GSE75214	TAB2	TGF-beta activated kinase 1/MAP3K7 binding protein 2	23118	8122672	-0.335646	-6.03729	4.57462e-05	0.00026032	1
GSE75214	MAMLD1	mastermind like domain containing 1	10046	8170420	0.173428	4.36996	4.57509e-05	0.00026032	1
GSE75214	CNGA1	cyclic nucleotide gated channel alpha 1	1259	8100202	-1.25385	-6.55301	4.58515e-05	0.000260848	1
GSE75214	TCF4	transcription factor 4	6925	8023415	1.60992	6.10567	4.61492e-05	0.000262451	1
GSE75214	KIT	KIT proto-oncogene receptor tyrosine kinase	3815	8095110	0.8917	5.31422	4.62372e-05	0.000262862	1
GSE75214	ALDH1B1	aldehyde dehydrogenase 1 family member B1	219	8155327	-0.61424	-5.45746	4.62534e-05	0.000262909	1
GSE75214	SLC5A1	solute carrier family 5 member 1	6523	8072587	1.10929	5.24602	4.641e-05	0.000263754	1
GSE75214	RUSC2	RUN and SH3 domain containing 2	9853	8155048	0.240563	4.84432	4.65356e-05	0.000264423	1
GSE75214	APPBP2	amyloid beta precursor protein binding protein 2	10513	8017235	-0.256296	-5.2945	4.65891e-05	0.000264681	1
GSE75214	VPS37B	VPS37B, ESCRT-I subunit	79720	7967331	-0.343827	-5.64458	4.66917e-05	0.000265219	1
GSE75214	AXIN1	axin 1	8312	7998211	-0.411686	-6.11329	4.67212e-05	0.000265341	1
GSE75214	ACAA1	acetyl-CoA acyltransferase 1	30	8086201	-0.692051	-6.22079	4.67464e-05	0.000265439	1
GSE75214	PRRT2	proline rich transmembrane protein 2	112476	7994647	-0.182968	-4.66557	4.6783e-05	0.000265602	1
GSE75214	SERPINB6	serpin family B member 6	5269	8123621	0.521219	5.4265	4.69696e-05	0.000266524	1
GSE75214	RPL22L1	ribosomal protein L22 like 1	200916	8092067	0.597892	5.65909	4.70051e-05	0.00026668	1
GSE75214	SAMD8	sterile alpha motif domain containing 8	142891	7928516	0.407894	5.63235	4.70257e-05	0.000266741	1
GSE75214	HSP90AB1	heat shock protein 90 alpha family class B member 1	3326	8119993	0.322897	5.47488	4.72668e-05	0.000268028	1
GSE75214	ZBTB37	zinc finger and BTB domain containing 37	84614	7907486	-0.314228	-5.85991	4.73701e-05	0.000268476	1
GSE75214	C5AR2	complement component 5a receptor 2	27202	8029914	0.392119	4.4352	4.73853e-05	0.000268517	1
GSE75214	GCA	grancalcin	25801	8046003	0.663344	4.73297	4.75639e-05	0.000269443	1
GSE75214	TADA2B	transcriptional adaptor 2B	93624	8093993	-0.288802	-5.53638	4.7565e-05	0.000269443	1
GSE75214	FASTKD3	FAST kinase domains 3	79072	8110920	-0.352838	-5.54453	4.75869e-05	0.000269521	1
GSE75214	TC2N	tandem C2 domains, nuclear	123036	7980891	0.439627	4.47655	4.76173e-05	0.000269648	1
GSE75214	SMAD7	SMAD family member 7	4092	8023220	-0.515995	-5.89943	4.76527e-05	0.000269802	1
GSE75214	DGCR6L	DiGeorge syndrome critical region gene 6-like	85359	8074565	-0.200087	-5.36199	4.76766e-05	0.000269891	1
GSE75214	LIG3	DNA ligase 3	3980	8006479	-0.184075	-4.9029	4.78184e-05	0.000270648	1
GSE75214	SLC7A7	solute carrier family 7 member 7	9056	7977786	0.883588	5.5721	4.78466e-05	0.000270762	1
