gene_symbol	gene_title	datasets	evidence_groups	evidence_group_count	direction	direction_consistency	mean_log2fc	min_log2fc	max_log2fc	best_fdr	consensus_score
FAM71F2	family with sequence similarity 71 member F2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.142984	0.0688498	0.217119	0.00143743	0.285969
P2RX2	purinergic receptor P2X 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.142982	-0.200249	-0.0857142	0.00585352	0.285963
MOS	v-mos Moloney murine sarcoma viral oncogene homolog	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.142968	-0.163486	-0.12245	0.132071	0.285936
PRDM11	PR/SET domain 11	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.142904	-0.146243	-0.139565	0.00642331	0.285808
TP53AIP1	tumor protein p53 regulated apoptosis inducing protein 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.142904	-0.199296	-0.0865112	0.0280836	0.285807
HSD17B1	hydroxysteroid 17-beta dehydrogenase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.142849	-0.20698	-0.0787186	0.0218558	0.285699
UBXN11	UBX domain protein 11	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.142794	0.115003	0.170586	0.00184621	0.285589
GUCA1B	guanylate cyclase activator 1B	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.142766	-0.168454	-0.117078	0.0392192	0.285532
DRC3	dynein regulatory complex subunit 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.142752	0.0884398	0.197064	0.0124887	0.285504
FAM27B	family with sequence similarity 27 member B	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.142752	0.114924	0.170579	0.103538	0.285503
TSSC1	tumor suppressing subtransferable candidate 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.142717	0.00165944	0.283774	0.00064448	0.285433
HACD1	3-hydroxyacyl-CoA dehydratase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.142713	-0.26248	-0.0229455	0.0337566	0.285425
KCNN1	potassium calcium-activated channel subfamily N member 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.142701	-0.205101	-0.0803019	0.00546184	0.285403
ZNF330	zinc finger protein 330	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.142613	-0.152979	-0.132247	0.0649849	0.285226
YIPF2	Yip1 domain family member 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.14261	0.069999	0.21522	0.0469828	0.285219
C5orf17	chromosome 5 open reading frame 17	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.142606	-0.210079	-0.0751338	0.167422	0.285213
PSPN	persephin	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.142586	-0.228364	-0.0568086	0.00541461	0.285173
GCHFR	GTP cyclohydrolase I feedback regulator	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.142582	-0.240275	-0.0448892	0.197091	0.285164
BHMT2	betaine--homocysteine S-methyltransferase 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.142577	0.11957	0.165584	0.0124403	0.285154
DMRTC1B	DMRT like family C1B	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.142537	-0.225156	-0.0599184	0.0202787	0.285074
SRPK2	SRSF protein kinase 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.142519	0.0862741	0.198764	0.00884173	0.285038
MDH1B	malate dehydrogenase 1B	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.142518	-0.169852	-0.115184	0.0634659	0.285036
ADRA2B	adrenoceptor alpha 2B	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.142492	-0.196703	-0.0882812	0.00148841	0.284984
FBXO17	F-box protein 17	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.142463	0.0635126	0.221413	0.042977	0.284926
RFX4	regulatory factor X4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.142454	-0.15349	-0.131418	0.016844	0.284908
SPACA6	sperm acrosome associated 6	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.142354	0.079684	0.205024	0.0385947	0.284708
MAT1A	methionine adenosyltransferase 1A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.142294	-0.150014	-0.134575	0.0773476	0.284589
LINGO3	leucine rich repeat and Ig domain containing 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.142153	-0.17116	-0.113145	0.00681757	0.284305
AADAT	aminoadipate aminotransferase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.142132	-0.247008	-0.037257	0.0627714	0.284265
GARNL3	GTPase activating Rap/RanGAP domain like 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.142112	-0.142638	-0.141586	0.0205229	0.284224
BLCAP	bladder cancer associated protein	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.142104	-0.189272	-0.0949358	0.0915092	0.284208
SLC7A4	solute carrier family 7 member 4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.142072	-0.160204	-0.12394	0.0362616	0.284144
ST8SIA5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.142047	-0.171672	-0.112423	0.0156785	0.284095
NALCN	sodium leak channel, non-selective	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.142035	-0.157438	-0.126633	0.0165233	0.284071
MAGEC2	MAGE family member C2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.142032	-0.159319	-0.124745	0.0580536	0.284064
FIP1L1	factor interacting with PAPOLA and CPSF1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.142018	-0.16045	-0.123585	0.02458	0.284035
RAMP1	receptor activity modifying protein 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.141997	0.141776	0.142217	0.118185	0.283993
MBLAC1	metallo-beta-lactamase domain containing 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.141969	-0.144752	-0.139186	0.0587885	0.283938
LACC1	laccase domain containing 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.141954	-0.166492	-0.117415	0.335932	0.283907
TUBE1	tubulin epsilon 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.141908	-0.190227	-0.0935892	0.0260308	0.283816
KRBA2	KRAB-A domain containing 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.141904	-0.153068	-0.130739	0.0220762	0.283807
SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.141898	-0.222514	-0.0612828	0.00642574	0.283797
SLC48A1	solute carrier family 48 member 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.141877	0.126672	0.157081	0.000497457	0.283753
AP1S1	adaptor related protein complex 1 sigma 1 subunit	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.141846	-0.227201	-0.0564918	0.146275	0.283693
SP2	Sp2 transcription factor	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.141836	-0.204273	-0.0793995	0.0381476	0.283672
SFXN2	sideroflexin 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.141832	0.0838013	0.199863	0.121204	0.283664
ACPT	acid phosphatase, testicular	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.141804	-0.157465	-0.126143	0.0255645	0.283608
KCNK16	potassium two pore domain channel subfamily K member 16	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.141787	-0.180053	-0.103521	0.00333904	0.283574
LRFN2	leucine rich repeat and fibronectin type III domain containing 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.14178	-0.207181	-0.076378	0.0247432	0.283559
DISP3	dispatched RND transporter family member 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.14178	-0.147086	-0.136473	0.0298695	0.283559
S1PR5	sphingosine-1-phosphate receptor 5	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.141772	-0.277796	-0.00574782	0.00494088	0.283544
CCT6A	chaperonin containing TCP1 subunit 6A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.141731	0.137944	0.145518	0.0297385	0.283462
CDK9	cyclin dependent kinase 9	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.141671	0.0234526	0.25989	0.0132353	0.283343
ESRRB	estrogen related receptor beta	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.141625	-0.169652	-0.113598	0.0075929	0.28325
FLYWCH2	FLYWCH family member 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.141603	-0.181545	-0.10166	0.00381228	0.283205
DPCR1	diffuse panbronchiolitis critical region 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.14159	-0.181439	-0.101741	0.0793199	0.28318
TSSK3	testis specific serine kinase 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.141586	-0.163605	-0.119566	0.04203	0.283171
NELFE	negative elongation factor complex member E	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.141568	-0.163796	-0.11934	0.000933419	0.283136
RSPO2	R-spondin 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.141563	-0.195052	-0.0880739	0.0268871	0.283126
ZNF100	zinc finger protein 100	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.14155	-0.193728	-0.0893729	0.100186	0.283101
FLJ37035	uncharacterized LOC399821	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.141548	-0.164773	-0.118324	0.0136586	0.283097
APAF1	apoptotic peptidase activating factor 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.141519	0.100158	0.18288	0.0345049	0.283038
ZNF628	zinc finger protein 628	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.141454	-0.164383	-0.118524	0.0202765	0.282907
PRSS30P	protease, serine, 30 pseudogene	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.141428	-0.227864	-0.0549928	0.084746	0.282857
FZD9	frizzled class receptor 9	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.141406	-0.191501	-0.0913107	0.0200312	0.282812
PUS1	pseudouridylate synthase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.141373	0.0714308	0.211316	0.0579085	0.282747
LINC00313	long intergenic non-protein coding RNA 313	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.141356	-0.149361	-0.133352	0.0345202	0.282713
IL7	interleukin 7	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.141337	0.126189	0.156484	0.167623	0.282673
FAM181B	family with sequence similarity 181 member B	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.14127	-0.256089	-0.0264511	0.00792112	0.28254
TMEM257	transmembrane protein 257	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.141267	-0.203271	-0.0792637	0.0798941	0.282535
R3HDML	R3H domain containing like	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.141254	-0.151337	-0.13117	0.0218344	0.282507
GBX1	gastrulation brain homeobox 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.141083	-0.265393	-0.0167722	0.000100884	0.282165
TRIO	trio Rho guanine nucleotide exchange factor	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.141068	-0.150939	-0.131197	0.0212381	0.282136
ZNF264	zinc finger protein 264	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.140959	-0.264638	-0.0172802	0.000808947	0.281918
LAS1L	LAS1 like, ribosome biogenesis factor	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.140958	0.118111	0.163805	0.0986751	0.281916
BAG4	BCL2 associated athanogene 4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.140896	-0.189317	-0.0924756	0.129932	0.281793
LIPF	lipase F, gastric type	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.14086	-0.169682	-0.112038	0.000906238	0.28172
PHKG2	phosphorylase kinase catalytic subunit gamma 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.140817	-0.172156	-0.109478	0.0041089	0.281634
JPH4	junctophilin 4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.140794	-0.231491	-0.0500965	0.133934	0.281587
RSL1D1	ribosomal L1 domain containing 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.140777	0.0767073	0.204847	0.267302	0.281554
ADO	2-aminoethanethiol dioxygenase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.140774	0.103009	0.17854	0.101575	0.281549
LCN1	lipocalin 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.140773	-0.143245	-0.138302	0.023966	0.281547
PNMT	phenylethanolamine N-methyltransferase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.140705	-0.186006	-0.0954034	0.0194403	0.281409
C5orf64	chromosome 5 open reading frame 64	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.140696	-0.23343	-0.0479617	6.87835e-06	0.281392
ANGPTL7	angiopoietin like 7	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.140644	-0.18552	-0.095767	0.00692304	0.281287
CILP2	cartilage intermediate layer protein 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.140639	-0.245289	-0.0359886	0.00276994	0.281278
C17orf64	chromosome 17 open reading frame 64	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.14062	-0.163144	-0.118096	0.0110733	0.28124
DNTT	DNA nucleotidylexotransferase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.140607	-0.203955	-0.0772584	0.0282058	0.281213
ELP4	elongator acetyltransferase complex subunit 4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.140595	-0.155445	-0.125744	0.252152	0.281189
CACNA1S	calcium voltage-gated channel subunit alpha1 S	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.140593	-0.196788	-0.084399	0.00741833	0.281187
SNRPD1	small nuclear ribonucleoprotein D1 polypeptide	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.140567	0.0203406	0.260793	0.063158	0.281134
RAB10	RAB10, member RAS oncogene family	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.140531	-0.179887	-0.101174	0.0487619	0.281061
KCTD17	potassium channel tetramerization domain containing 17	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.140509	-0.146638	-0.13438	0.0253206	0.281018
ALOX12B	arachidonate 12-lipoxygenase, 12R type	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.140485	-0.160281	-0.120688	0.00982078	0.280969
JAGN1	jagunal homolog 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.140456	-0.181552	-0.0993605	0.0757845	0.280913
MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.140435	-0.145863	-0.135008	0.0104639	0.280871
HEATR6	HEAT repeat containing 6	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.140387	0.0366271	0.244147	0.00605181	0.280774
HNRNPF	heterogeneous nuclear ribonucleoprotein F	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.140333	0.0860594	0.194607	0.00024745	0.280666
VHL	von Hippel-Lindau tumor suppressor	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.140331	-0.150665	-0.129998	0.0276772	0.280663
FAIM	Fas apoptotic inhibitory molecule	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.14027	0.128595	0.151946	0.0821217	0.280541
KCNQ4	potassium voltage-gated channel subfamily Q member 4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.140264	-0.167509	-0.113019	0.0724528	0.280528
C22orf39	chromosome 22 open reading frame 39	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.14026	-0.250211	-0.0303091	0.0783292	0.28052
BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.140251	-0.247637	-0.0328657	0.00235873	0.280503
UPP1	uridine phosphorylase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.140234	0.12013	0.160338	0.345834	0.280468
CCT4	chaperonin containing TCP1 subunit 4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.140226	0.114642	0.165809	0.0405878	0.280451
STARD13	StAR related lipid transfer domain containing 13	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.140207	-0.143876	-0.136537	0.0162691	0.280413
CCR9	C-C motif chemokine receptor 9	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.140178	-0.254469	-0.0258865	0.0398385	0.280355
QRFPR	pyroglutamylated RFamide peptide receptor	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.140171	-0.201177	-0.0791659	0.0330733	0.280343
ZBTB2	zinc finger and BTB domain containing 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.140145	0.0248222	0.255468	0.00360429	0.28029
TEKT3	tektin 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.140117	-0.22961	-0.0506238	0.00490863	0.280234
EDDM3A	epididymal protein 3A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.14011	-0.167272	-0.112948	0.000877542	0.28022
SLC17A1	solute carrier family 17 member 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.140062	-0.171301	-0.108822	0.0154624	0.280123
SERPINA7	serpin family A member 7	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.140006	-0.14263	-0.137382	0.0433888	0.280012
CIB3	calcium and integrin binding family member 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.139992	-0.162314	-0.11767	0.00886261	0.279984
FBXL19	F-box and leucine rich repeat protein 19	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.139985	0.129966	0.150005	0.0239911	0.279971
GTF3C1	general transcription factor IIIC subunit 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.139965	0.134374	0.145557	0.0335138	0.279931
HCAR1	hydroxycarboxylic acid receptor 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.139964	-0.14951	-0.130418	0.0120644	0.279928
BBS12	Bardet-Biedl syndrome 12	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.139921	-0.168168	-0.111673	0.266489	0.279841
UBE3A	ubiquitin protein ligase E3A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.139917	-0.169689	-0.110145	0.0155952	0.279834
COIL	coilin	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.13991	-0.200085	-0.079736	0.197987	0.279821
VEZT	vezatin, adherens junctions transmembrane protein	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.139908	0.0942508	0.185565	0.0919082	0.279816
IFNA2	interferon alpha 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.139884	-0.149562	-0.130207	0.00497715	0.279769
MEIOB	meiosis specific with OB domains	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.139872	-0.192246	-0.0874989	7.61294e-05	0.279745
DAOA	D-amino acid oxidase activator	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.139832	-0.213575	-0.0660899	0.00542655	0.279665
PSMD10	proteasome 26S subunit, non-ATPase 10	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.139817	-0.163664	-0.115969	0.0479702	0.279633
DGKZ	diacylglycerol kinase zeta	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.139795	0.0913624	0.188228	0.000852213	0.27959
IFT27	intraflagellar transport 27	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.139771	0.116727	0.162815	0.0487631	0.279542
CAPZB	capping actin protein of muscle Z-line beta subunit	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.139769	0.0938927	0.185645	0.124176	0.279538
