patient_assignment	tissue_assignment	disease_assignment	celltype	gene_symbol	n_cells	sum_counts	detected_cells	detection_fraction	total_umi	log1p_cpm
U7	R	diseased	B:B10	PKM	2	0	0	0	12263	0
U7	R	diseased	B:B10	PRKAA1	2	0	0	0	12263	0
U7	R	diseased	B:B10	PTGS2	2	0	0	0	12263	0
U7	R	diseased	B:B10	RELA	2	0	0	0	12263	0
U7	R	diseased	B:B10	SH3KBP1	2	0	0	0	12263	0
U7	R	diseased	B:B10	SMAD3	2	0	0	0	12263	0
U7	R	diseased	B:B10	SOD1	2	1	1	0.5	12263	0.59634
U7	R	diseased	B:B10	STAT3	2	1	1	0.5	12263	0.59634
U7	R	diseased	B:B10	STAT5A	2	0	0	0	12263	0
U7	R	diseased	B:B10	SYK	2	0	0	0	12263	0
U7	R	diseased	B:B10	TLR4	2	0	0	0	12263	0
U7	R	diseased	B:B10	TNF	2	0	0	0	12263	0
U7	R	diseased	B:B11	ACTA2	3	0	0	0	16686	0
U7	R	diseased	B:B11	AHR	3	0	0	0	16686	0
U7	R	diseased	B:B11	AKT1	3	0	0	0	16686	0
U7	R	diseased	B:B11	ARNTL	3	0	0	0	16686	0
U7	R	diseased	B:B11	BCL6	3	0	0	0	16686	0
U7	R	diseased	B:B11	BECN1	3	0	0	0	16686	0
U7	R	diseased	B:B11	BLNK	3	1	1	0.333333	16686	0.469569
U7	R	diseased	B:B11	BRD4	3	1	1	0.333333	16686	0.469569
U7	R	diseased	B:B11	CAT	3	0	0	0	16686	0
U7	R	diseased	B:B11	CD4	3	0	0	0	16686	0
U7	R	diseased	B:B11	CD86	3	0	0	0	16686	0
U7	R	diseased	B:B11	CREB1	3	2	1	0.333333	16686	0.787825
U7	R	diseased	B:B11	CTNNB1	3	0	0	0	16686	0
U7	R	diseased	B:B11	DNMT1	3	2	2	0.666667	16686	0.787825
U7	R	diseased	B:B11	FOXP3	3	0	0	0	16686	0
U7	R	diseased	B:B11	GABPA	3	0	0	0	16686	0
U7	R	diseased	B:B11	HIF1A	3	0	0	0	16686	0
U7	R	diseased	B:B11	HMOX1	3	0	0	0	16686	0
U7	R	diseased	B:B11	ICAM1	3	0	0	0	16686	0
U7	R	diseased	B:B11	IFNG	3	0	0	0	16686	0
U7	R	diseased	B:B11	IL15	3	0	0	0	16686	0
U7	R	diseased	B:B11	IL1B	3	0	0	0	16686	0
U7	R	diseased	B:B11	IL7	3	0	0	0	16686	0
U7	R	diseased	B:B11	ITGAM	3	0	0	0	16686	0
U7	R	diseased	B:B11	ITGAX	3	0	0	0	16686	0
U7	R	diseased	B:B11	JAK1	3	1	1	0.333333	16686	0.469569
U7	R	diseased	B:B11	LYZ	3	0	0	0	16686	0
U7	R	diseased	B:B11	MAFB	3	0	0	0	16686	0
U7	R	diseased	B:B11	MAP1LC3B	3	1	1	0.333333	16686	0.469569
U7	R	diseased	B:B11	MAPK14	3	0	0	0	16686	0
U7	R	diseased	B:B11	NFKB1	3	0	0	0	16686	0
U7	R	diseased	B:B11	NLRP3	3	0	0	0	16686	0
U7	R	diseased	B:B11	OSM	3	0	0	0	16686	0
U7	R	diseased	B:B11	PARP1	3	1	1	0.333333	16686	0.469569
U7	R	diseased	B:B11	PIAS1	3	0	0	0	16686	0
U7	R	diseased	B:B11	PKM	3	2	1	0.333333	16686	0.787825
U7	R	diseased	B:B11	PRKAA1	3	0	0	0	16686	0
U7	R	diseased	B:B11	PTGS2	3	0	0	0	16686	0
U7	R	diseased	B:B11	RELA	3	0	0	0	16686	0
U7	R	diseased	B:B11	SH3KBP1	3	0	0	0	16686	0
U7	R	diseased	B:B11	SMAD3	3	0	0	0	16686	0
U7	R	diseased	B:B11	SOD1	3	1	1	0.333333	16686	0.469569
U7	R	diseased	B:B11	STAT3	3	0	0	0	16686	0
U7	R	diseased	B:B11	STAT5A	3	0	0	0	16686	0
U7	R	diseased	B:B11	SYK	3	0	0	0	16686	0
U7	R	diseased	B:B11	TLR4	3	0	0	0	16686	0
U7	R	diseased	B:B11	TNF	3	0	0	0	16686	0
U7	R	diseased	B:B12	ACTA2	5	0	0	0	17093	0
U7	R	diseased	B:B12	AHR	5	0	0	0	17093	0
U7	R	diseased	B:B12	AKT1	5	0	0	0	17093	0
U7	R	diseased	B:B12	ARNTL	5	0	0	0	17093	0
U7	R	diseased	B:B12	BCL6	5	1	1	0.2	17093	0.460606
U7	R	diseased	B:B12	BECN1	5	0	0	0	17093	0
U7	R	diseased	B:B12	BLNK	5	0	0	0	17093	0
U7	R	diseased	B:B12	BRD4	5	0	0	0	17093	0
U7	R	diseased	B:B12	CAT	5	0	0	0	17093	0
U7	R	diseased	B:B12	CD4	5	0	0	0	17093	0
U7	R	diseased	B:B12	CD86	5	0	0	0	17093	0
U7	R	diseased	B:B12	CREB1	5	0	0	0	17093	0
U7	R	diseased	B:B12	CTNNB1	5	1	1	0.2	17093	0.460606
U7	R	diseased	B:B12	DNMT1	5	0	0	0	17093	0
U7	R	diseased	B:B12	FOXP3	5	0	0	0	17093	0
U7	R	diseased	B:B12	GABPA	5	1	1	0.2	17093	0.460606
U7	R	diseased	B:B12	HIF1A	5	1	1	0.2	17093	0.460606
U7	R	diseased	B:B12	HMOX1	5	0	0	0	17093	0
U7	R	diseased	B:B12	ICAM1	5	2	2	0.4	17093	0.774759
U7	R	diseased	B:B12	IFNG	5	0	0	0	17093	0
U7	R	diseased	B:B12	IL15	5	0	0	0	17093	0
U7	R	diseased	B:B12	IL1B	5	0	0	0	17093	0
U7	R	diseased	B:B12	IL7	5	0	0	0	17093	0
U7	R	diseased	B:B12	ITGAM	5	0	0	0	17093	0
U7	R	diseased	B:B12	ITGAX	5	0	0	0	17093	0
U7	R	diseased	B:B12	JAK1	5	0	0	0	17093	0
U7	R	diseased	B:B12	LYZ	5	0	0	0	17093	0
U7	R	diseased	B:B12	MAFB	5	0	0	0	17093	0
U7	R	diseased	B:B12	MAP1LC3B	5	1	1	0.2	17093	0.460606
U7	R	diseased	B:B12	MAPK14	5	0	0	0	17093	0
U7	R	diseased	B:B12	NFKB1	5	1	1	0.2	17093	0.460606
U7	R	diseased	B:B12	NLRP3	5	0	0	0	17093	0
U7	R	diseased	B:B12	OSM	5	0	0	0	17093	0
U7	R	diseased	B:B12	PARP1	5	0	0	0	17093	0
U7	R	diseased	B:B12	PIAS1	5	1	1	0.2	17093	0.460606
U7	R	diseased	B:B12	PKM	5	0	0	0	17093	0
U7	R	diseased	B:B12	PRKAA1	5	0	0	0	17093	0
U7	R	diseased	B:B12	PTGS2	5	0	0	0	17093	0
U7	R	diseased	B:B12	RELA	5	0	0	0	17093	0
U7	R	diseased	B:B12	SH3KBP1	5	0	0	0	17093	0
U7	R	diseased	B:B12	SMAD3	5	0	0	0	17093	0
U7	R	diseased	B:B12	SOD1	5	1	1	0.2	17093	0.460606
U7	R	diseased	B:B12	STAT3	5	3	1	0.2	17093	1.01346
U7	R	diseased	B:B12	STAT5A	5	0	0	0	17093	0
U7	R	diseased	B:B12	SYK	5	0	0	0	17093	0
U7	R	diseased	B:B12	TLR4	5	0	0	0	17093	0
U7	R	diseased	B:B12	TNF	5	0	0	0	17093	0
U7	R	diseased	B:B13	ACTA2	6	0	0	0	20600	0
U7	R	diseased	B:B13	AHR	6	0	0	0	20600	0
U7	R	diseased	B:B13	AKT1	6	1	1	0.166667	20600	0.395709
U7	R	diseased	B:B13	ARNTL	6	1	1	0.166667	20600	0.395709
U7	R	diseased	B:B13	BCL6	6	0	0	0	20600	0
U7	R	diseased	B:B13	BECN1	6	0	0	0	20600	0
U7	R	diseased	B:B13	BLNK	6	2	1	0.166667	20600	0.678477
U7	R	diseased	B:B13	BRD4	6	0	0	0	20600	0
U7	R	diseased	B:B13	CAT	6	0	0	0	20600	0
U7	R	diseased	B:B13	CD4	6	0	0	0	20600	0
U7	R	diseased	B:B13	CD86	6	0	0	0	20600	0
U7	R	diseased	B:B13	CREB1	6	0	0	0	20600	0
U7	R	diseased	B:B13	CTNNB1	6	1	1	0.166667	20600	0.395709
U7	R	diseased	B:B13	DNMT1	6	1	1	0.166667	20600	0.395709
U7	R	diseased	B:B13	FOXP3	6	0	0	0	20600	0
U7	R	diseased	B:B13	GABPA	6	0	0	0	20600	0
U7	R	diseased	B:B13	HIF1A	6	2	2	0.333333	20600	0.678477
U7	R	diseased	B:B13	HMOX1	6	1	1	0.166667	20600	0.395709
U7	R	diseased	B:B13	ICAM1	6	2	2	0.333333	20600	0.678477
U7	R	diseased	B:B13	IFNG	6	0	0	0	20600	0
U7	R	diseased	B:B13	IL15	6	0	0	0	20600	0
U7	R	diseased	B:B13	IL1B	6	0	0	0	20600	0
U7	R	diseased	B:B13	IL7	6	0	0	0	20600	0
U7	R	diseased	B:B13	ITGAM	6	0	0	0	20600	0
U7	R	diseased	B:B13	ITGAX	6	0	0	0	20600	0
U7	R	diseased	B:B13	JAK1	6	2	2	0.333333	20600	0.678477
U7	R	diseased	B:B13	LYZ	6	0	0	0	20600	0
U7	R	diseased	B:B13	MAFB	6	0	0	0	20600	0
U7	R	diseased	B:B13	MAP1LC3B	6	1	1	0.166667	20600	0.395709
U7	R	diseased	B:B13	MAPK14	6	0	0	0	20600	0
U7	R	diseased	B:B13	NFKB1	6	1	1	0.166667	20600	0.395709
U7	R	diseased	B:B13	NLRP3	6	0	0	0	20600	0
U7	R	diseased	B:B13	OSM	6	0	0	0	20600	0
U7	R	diseased	B:B13	PARP1	6	0	0	0	20600	0
U7	R	diseased	B:B13	PIAS1	6	1	1	0.166667	20600	0.395709
U7	R	diseased	B:B13	PKM	6	1	1	0.166667	20600	0.395709
U7	R	diseased	B:B13	PRKAA1	6	0	0	0	20600	0
U7	R	diseased	B:B13	PTGS2	6	0	0	0	20600	0
U7	R	diseased	B:B13	RELA	6	0	0	0	20600	0
U7	R	diseased	B:B13	SH3KBP1	6	0	0	0	20600	0
U7	R	diseased	B:B13	SMAD3	6	0	0	0	20600	0
U7	R	diseased	B:B13	SOD1	6	3	2	0.333333	20600	0.898661
U7	R	diseased	B:B13	STAT3	6	1	1	0.166667	20600	0.395709
U7	R	diseased	B:B13	STAT5A	6	0	0	0	20600	0
U7	R	diseased	B:B13	SYK	6	2	2	0.333333	20600	0.678477
U7	R	diseased	B:B13	TLR4	6	0	0	0	20600	0
U7	R	diseased	B:B13	TNF	6	0	0	0	20600	0
U7	R	diseased	B:B14	ACTA2	3	0	0	0	12587	0
U7	R	diseased	B:B14	AHR	3	0	0	0	12587	0
U7	R	diseased	B:B14	AKT1	3	0	0	0	12587	0
U7	R	diseased	B:B14	ARNTL	3	0	0	0	12587	0
U7	R	diseased	B:B14	BCL6	3	0	0	0	12587	0
U7	R	diseased	B:B14	BECN1	3	0	0	0	12587	0
U7	R	diseased	B:B14	BLNK	3	2	2	0.666667	12587	0.951249
U7	R	diseased	B:B14	BRD4	3	0	0	0	12587	0
U7	R	diseased	B:B14	CAT	3	0	0	0	12587	0
U7	R	diseased	B:B14	CD4	3	0	0	0	12587	0
U7	R	diseased	B:B14	CD86	3	0	0	0	12587	0
U7	R	diseased	B:B14	CREB1	3	1	1	0.333333	12587	0.58471
U7	R	diseased	B:B14	CTNNB1	3	0	0	0	12587	0
U7	R	diseased	B:B14	DNMT1	3	0	0	0	12587	0
U7	R	diseased	B:B14	FOXP3	3	0	0	0	12587	0
U7	R	diseased	B:B14	GABPA	3	0	0	0	12587	0
U7	R	diseased	B:B14	HIF1A	3	0	0	0	12587	0
U7	R	diseased	B:B14	HMOX1	3	0	0	0	12587	0
U7	R	diseased	B:B14	ICAM1	3	0	0	0	12587	0
U7	R	diseased	B:B14	IFNG	3	1	1	0.333333	12587	0.58471
U7	R	diseased	B:B14	IL15	3	0	0	0	12587	0
U7	R	diseased	B:B14	IL1B	3	0	0	0	12587	0
U7	R	diseased	B:B14	IL7	3	0	0	0	12587	0
U7	R	diseased	B:B14	ITGAM	3	0	0	0	12587	0
U7	R	diseased	B:B14	ITGAX	3	0	0	0	12587	0
U7	R	diseased	B:B14	JAK1	3	0	0	0	12587	0
U7	R	diseased	B:B14	LYZ	3	0	0	0	12587	0
U7	R	diseased	B:B14	MAFB	3	1	1	0.333333	12587	0.58471
U7	R	diseased	B:B14	MAP1LC3B	3	4	2	0.666667	12587	1.4298
U7	R	diseased	B:B14	MAPK14	3	0	0	0	12587	0
U7	R	diseased	B:B14	NFKB1	3	1	1	0.333333	12587	0.58471
U7	R	diseased	B:B14	NLRP3	3	0	0	0	12587	0
U7	R	diseased	B:B14	OSM	3	0	0	0	12587	0
U7	R	diseased	B:B14	PARP1	3	0	0	0	12587	0
U7	R	diseased	B:B14	PIAS1	3	0	0	0	12587	0
U7	R	diseased	B:B14	PKM	3	0	0	0	12587	0
U7	R	diseased	B:B14	PRKAA1	3	0	0	0	12587	0
U7	R	diseased	B:B14	PTGS2	3	0	0	0	12587	0
U7	R	diseased	B:B14	RELA	3	0	0	0	12587	0
U7	R	diseased	B:B14	SH3KBP1	3	0	0	0	12587	0
U7	R	diseased	B:B14	SMAD3	3	0	0	0	12587	0
U7	R	diseased	B:B14	SOD1	3	1	1	0.333333	12587	0.58471
U7	R	diseased	B:B14	STAT3	3	1	1	0.333333	12587	0.58471
U7	R	diseased	B:B14	STAT5A	3	0	0	0	12587	0
U7	R	diseased	B:B14	SYK	3	0	0	0	12587	0
U7	R	diseased	B:B14	TLR4	3	0	0	0	12587	0
U7	R	diseased	B:B14	TNF	3	0	0	0	12587	0
U7	R	diseased	B:B15	ACTA2	4	0	0	0	19737	0
U7	R	diseased	B:B15	AHR	4	0	0	0	19737	0
U7	R	diseased	B:B15	AKT1	4	0	0	0	19737	0
U7	R	diseased	B:B15	ARNTL	4	0	0	0	19737	0
U7	R	diseased	B:B15	BCL6	4	0	0	0	19737	0
U7	R	diseased	B:B15	BECN1	4	0	0	0	19737	0
U7	R	diseased	B:B15	BLNK	4	1	1	0.25	19737	0.409897
U7	R	diseased	B:B15	BRD4	4	0	0	0	19737	0
U7	R	diseased	B:B15	CAT	4	0	0	0	19737	0
U7	R	diseased	B:B15	CD4	4	0	0	0	19737	0
U7	R	diseased	B:B15	CD86	4	0	0	0	19737	0
U7	R	diseased	B:B15	CREB1	4	0	0	0	19737	0
U7	R	diseased	B:B15	CTNNB1	4	0	0	0	19737	0
U7	R	diseased	B:B15	DNMT1	4	0	0	0	19737	0
U7	R	diseased	B:B15	FOXP3	4	0	0	0	19737	0
U7	R	diseased	B:B15	GABPA	4	0	0	0	19737	0
U7	R	diseased	B:B15	HIF1A	4	1	1	0.25	19737	0.409897
U7	R	diseased	B:B15	HMOX1	4	0	0	0	19737	0
U7	R	diseased	B:B15	ICAM1	4	0	0	0	19737	0
U7	R	diseased	B:B15	IFNG	4	0	0	0	19737	0
U7	R	diseased	B:B15	IL15	4	0	0	0	19737	0
U7	R	diseased	B:B15	IL1B	4	0	0	0	19737	0
U7	R	diseased	B:B15	IL7	4	0	0	0	19737	0
U7	R	diseased	B:B15	ITGAM	4	0	0	0	19737	0
U7	R	diseased	B:B15	ITGAX	4	0	0	0	19737	0
U7	R	diseased	B:B15	JAK1	4	0	0	0	19737	0
U7	R	diseased	B:B15	LYZ	4	0	0	0	19737	0
U7	R	diseased	B:B15	MAFB	4	0	0	0	19737	0
U7	R	diseased	B:B15	MAP1LC3B	4	2	1	0.25	19737	0.699788
U7	R	diseased	B:B15	MAPK14	4	0	0	0	19737	0
U7	R	diseased	B:B15	NFKB1	4	0	0	0	19737	0
U7	R	diseased	B:B15	NLRP3	4	0	0	0	19737	0
U7	R	diseased	B:B15	OSM	4	0	0	0	19737	0
U7	R	diseased	B:B15	PARP1	4	1	1	0.25	19737	0.409897
U7	R	diseased	B:B15	PIAS1	4	0	0	0	19737	0
U7	R	diseased	B:B15	PKM	4	0	0	0	19737	0
U7	R	diseased	B:B15	PRKAA1	4	0	0	0	19737	0
U7	R	diseased	B:B15	PTGS2	4	0	0	0	19737	0
U7	R	diseased	B:B15	RELA	4	0	0	0	19737	0
U7	R	diseased	B:B15	SH3KBP1	4	0	0	0	19737	0
U7	R	diseased	B:B15	SMAD3	4	0	0	0	19737	0
U7	R	diseased	B:B15	SOD1	4	2	2	0.5	19737	0.699788
U7	R	diseased	B:B15	STAT3	4	1	1	0.25	19737	0.409897
U7	R	diseased	B:B15	STAT5A	4	0	0	0	19737	0
U7	R	diseased	B:B15	SYK	4	0	0	0	19737	0
U7	R	diseased	B:B15	TLR4	4	0	0	0	19737	0
U7	R	diseased	B:B15	TNF	4	0	0	0	19737	0
U7	R	diseased	B:B16	ACTA2	4	0	0	0	21620	0
U7	R	diseased	B:B16	AHR	4	0	0	0	21620	0
U7	R	diseased	B:B16	AKT1	4	1	1	0.25	21620	0.380171
U7	R	diseased	B:B16	ARNTL	4	0	0	0	21620	0
U7	R	diseased	B:B16	BCL6	4	0	0	0	21620	0
U7	R	diseased	B:B16	BECN1	4	0	0	0	21620	0
U7	R	diseased	B:B16	BLNK	4	1	1	0.25	21620	0.380171
U7	R	diseased	B:B16	BRD4	4	0	0	0	21620	0
U7	R	diseased	B:B16	CAT	4	0	0	0	21620	0
U7	R	diseased	B:B16	CD4	4	0	0	0	21620	0
U7	R	diseased	B:B16	CD86	4	0	0	0	21620	0
U7	R	diseased	B:B16	CREB1	4	0	0	0	21620	0
U7	R	diseased	B:B16	CTNNB1	4	0	0	0	21620	0
U7	R	diseased	B:B16	DNMT1	4	1	1	0.25	21620	0.380171
U7	R	diseased	B:B16	FOXP3	4	0	0	0	21620	0
U7	R	diseased	B:B16	GABPA	4	0	0	0	21620	0
U7	R	diseased	B:B16	HIF1A	4	0	0	0	21620	0
U7	R	diseased	B:B16	HMOX1	4	0	0	0	21620	0
U7	R	diseased	B:B16	ICAM1	4	0	0	0	21620	0
U7	R	diseased	B:B16	IFNG	4	0	0	0	21620	0
U7	R	diseased	B:B16	IL15	4	1	1	0.25	21620	0.380171
U7	R	diseased	B:B16	IL1B	4	0	0	0	21620	0
U7	R	diseased	B:B16	IL7	4	0	0	0	21620	0
U7	R	diseased	B:B16	ITGAM	4	0	0	0	21620	0
U7	R	diseased	B:B16	ITGAX	4	0	0	0	21620	0
U7	R	diseased	B:B16	JAK1	4	0	0	0	21620	0
U7	R	diseased	B:B16	LYZ	4	0	0	0	21620	0
U7	R	diseased	B:B16	MAFB	4	0	0	0	21620	0
U7	R	diseased	B:B16	MAP1LC3B	4	2	2	0.5	21620	0.654962
U7	R	diseased	B:B16	MAPK14	4	0	0	0	21620	0
U7	R	diseased	B:B16	NFKB1	4	0	0	0	21620	0
U7	R	diseased	B:B16	NLRP3	4	0	0	0	21620	0
U7	R	diseased	B:B16	OSM	4	0	0	0	21620	0
U7	R	diseased	B:B16	PARP1	4	1	1	0.25	21620	0.380171
U7	R	diseased	B:B16	PIAS1	4	1	1	0.25	21620	0.380171
U7	R	diseased	B:B16	PKM	4	1	1	0.25	21620	0.380171
U7	R	diseased	B:B16	PRKAA1	4	0	0	0	21620	0
U7	R	diseased	B:B16	PTGS2	4	0	0	0	21620	0
U7	R	diseased	B:B16	RELA	4	0	0	0	21620	0
U7	R	diseased	B:B16	SH3KBP1	4	0	0	0	21620	0
U7	R	diseased	B:B16	SMAD3	4	0	0	0	21620	0
U7	R	diseased	B:B16	SOD1	4	1	1	0.25	21620	0.380171
U7	R	diseased	B:B16	STAT3	4	0	0	0	21620	0
U7	R	diseased	B:B16	STAT5A	4	0	0	0	21620	0
U7	R	diseased	B:B16	SYK	4	0	0	0	21620	0
U7	R	diseased	B:B16	TLR4	4	0	0	0	21620	0
U7	R	diseased	B:B16	TNF	4	0	0	0	21620	0
U7	R	diseased	B:B2	ACTA2	42	0	0	0	85097	0
U7	R	diseased	B:B2	AHR	42	3	2	0.047619	85097	0.301983
U7	R	diseased	B:B2	AKT1	42	0	0	0	85097	0
U7	R	diseased	B:B2	ARNTL	42	1	1	0.0238095	85097	0.111106
U7	R	diseased	B:B2	BCL6	42	1	1	0.0238095	85097	0.111106
U7	R	diseased	B:B2	BECN1	42	2	2	0.047619	85097	0.211092
U7	R	diseased	B:B2	BLNK	42	10	10	0.238095	85097	0.777088
U7	R	diseased	B:B2	BRD4	42	4	4	0.0952381	85097	0.385298
U7	R	diseased	B:B2	CAT	42	3	3	0.0714286	85097	0.301983
U7	R	diseased	B:B2	CD4	42	0	0	0	85097	0
U7	R	diseased	B:B2	CD86	42	4	4	0.0952381	85097	0.385298
U7	R	diseased	B:B2	CREB1	42	5	4	0.0952381	85097	0.462201
U7	R	diseased	B:B2	CTNNB1	42	3	3	0.0714286	85097	0.301983
U7	R	diseased	B:B2	DNMT1	42	1	1	0.0238095	85097	0.111106
U7	R	diseased	B:B2	FOXP3	42	0	0	0	85097	0
U7	R	diseased	B:B2	GABPA	42	0	0	0	85097	0
U7	R	diseased	B:B2	HIF1A	42	9	6	0.142857	85097	0.721548
U7	R	diseased	B:B2	HMOX1	42	0	0	0	85097	0
U7	R	diseased	B:B2	ICAM1	42	18	12	0.285714	85097	1.1363
U7	R	diseased	B:B2	IFNG	42	1	1	0.0238095	85097	0.111106
U7	R	diseased	B:B2	IL15	42	0	0	0	85097	0
U7	R	diseased	B:B2	IL1B	42	0	0	0	85097	0
U7	R	diseased	B:B2	IL7	42	1	1	0.0238095	85097	0.111106
U7	R	diseased	B:B2	ITGAM	42	0	0	0	85097	0
U7	R	diseased	B:B2	ITGAX	42	3	2	0.047619	85097	0.301983
U7	R	diseased	B:B2	JAK1	42	20	15	0.357143	85097	1.20904
U7	R	diseased	B:B2	LYZ	42	0	0	0	85097	0
U7	R	diseased	B:B2	MAFB	42	0	0	0	85097	0
U7	R	diseased	B:B2	MAP1LC3B	42	20	17	0.404762	85097	1.20904
U7	R	diseased	B:B2	MAPK14	42	0	0	0	85097	0
U7	R	diseased	B:B2	NFKB1	42	8	7	0.166667	85097	0.662741
U7	R	diseased	B:B2	NLRP3	42	0	0	0	85097	0
U7	R	diseased	B:B2	OSM	42	0	0	0	85097	0
U7	R	diseased	B:B2	PARP1	42	7	5	0.119048	85097	0.600259
U7	R	diseased	B:B2	PIAS1	42	15	12	0.285714	85097	1.01621
U7	R	diseased	B:B2	PKM	42	15	12	0.285714	85097	1.01621
U7	R	diseased	B:B2	PRKAA1	42	0	0	0	85097	0
U7	R	diseased	B:B2	PTGS2	42	0	0	0	85097	0
U7	R	diseased	B:B2	RELA	42	2	2	0.047619	85097	0.211092
U7	R	diseased	B:B2	SH3KBP1	42	10	7	0.166667	85097	0.777088
U7	R	diseased	B:B2	SMAD3	42	1	1	0.0238095	85097	0.111106
U7	R	diseased	B:B2	SOD1	42	14	14	0.333333	85097	0.97274
U7	R	diseased	B:B2	STAT3	42	11	10	0.238095	85097	0.829705
U7	R	diseased	B:B2	STAT5A	42	3	3	0.0714286	85097	0.301983
U7	R	diseased	B:B2	SYK	42	7	6	0.142857	85097	0.600259
U7	R	diseased	B:B2	TLR4	42	0	0	0	85097	0
U7	R	diseased	B:B2	TNF	42	22	12	0.285714	85097	1.27684
U7	R	diseased	B:B3	ACTA2	16	0	0	0	25388	0
U7	R	diseased	B:B3	AHR	16	3	2	0.125	25388	0.780086
U7	R	diseased	B:B3	AKT1	16	0	0	0	25388	0
U7	R	diseased	B:B3	ARNTL	16	0	0	0	25388	0
U7	R	diseased	B:B3	BCL6	16	0	0	0	25388	0
U7	R	diseased	B:B3	BECN1	16	4	3	0.1875	25388	0.946062
U7	R	diseased	B:B3	BLNK	16	2	2	0.125	25388	0.580971
U7	R	diseased	B:B3	BRD4	16	3	3	0.1875	25388	0.780086
U7	R	diseased	B:B3	CAT	16	1	1	0.0625	25388	0.332096
U7	R	diseased	B:B3	CD4	16	0	0	0	25388	0
U7	R	diseased	B:B3	CD86	16	0	0	0	25388	0
U7	R	diseased	B:B3	CREB1	16	2	2	0.125	25388	0.580971
U7	R	diseased	B:B3	CTNNB1	16	0	0	0	25388	0
U7	R	diseased	B:B3	DNMT1	16	1	1	0.0625	25388	0.332096
U7	R	diseased	B:B3	FOXP3	16	0	0	0	25388	0
U7	R	diseased	B:B3	GABPA	16	0	0	0	25388	0
U7	R	diseased	B:B3	HIF1A	16	8	6	0.375	25388	1.42337
U7	R	diseased	B:B3	HMOX1	16	0	0	0	25388	0
U7	R	diseased	B:B3	ICAM1	16	0	0	0	25388	0
U7	R	diseased	B:B3	IFNG	16	0	0	0	25388	0
U7	R	diseased	B:B3	IL15	16	0	0	0	25388	0
U7	R	diseased	B:B3	IL1B	16	0	0	0	25388	0
U7	R	diseased	B:B3	IL7	16	0	0	0	25388	0
U7	R	diseased	B:B3	ITGAM	16	0	0	0	25388	0
U7	R	diseased	B:B3	ITGAX	16	0	0	0	25388	0
U7	R	diseased	B:B3	JAK1	16	2	2	0.125	25388	0.580971
U7	R	diseased	B:B3	LYZ	16	0	0	0	25388	0
U7	R	diseased	B:B3	MAFB	16	0	0	0	25388	0
U7	R	diseased	B:B3	MAP1LC3B	16	1	1	0.0625	25388	0.332096
U7	R	diseased	B:B3	MAPK14	16	0	0	0	25388	0
U7	R	diseased	B:B3	NFKB1	16	0	0	0	25388	0
U7	R	diseased	B:B3	NLRP3	16	0	0	0	25388	0
U7	R	diseased	B:B3	OSM	16	0	0	0	25388	0
U7	R	diseased	B:B3	PARP1	16	5	4	0.25	25388	1.08837
U7	R	diseased	B:B3	PIAS1	16	4	3	0.1875	25388	0.946062
U7	R	diseased	B:B3	PKM	16	2	2	0.125	25388	0.580971
U7	R	diseased	B:B3	PRKAA1	16	1	1	0.0625	25388	0.332096
U7	R	diseased	B:B3	PTGS2	16	0	0	0	25388	0
U7	R	diseased	B:B3	RELA	16	0	0	0	25388	0
U7	R	diseased	B:B3	SH3KBP1	16	1	1	0.0625	25388	0.332096
U7	R	diseased	B:B3	SMAD3	16	0	0	0	25388	0
U7	R	diseased	B:B3	SOD1	16	4	4	0.25	25388	0.946062
U7	R	diseased	B:B3	STAT3	16	3	3	0.1875	25388	0.780086
U7	R	diseased	B:B3	STAT5A	16	0	0	0	25388	0
U7	R	diseased	B:B3	SYK	16	1	1	0.0625	25388	0.332096
U7	R	diseased	B:B3	TLR4	16	0	0	0	25388	0
U7	R	diseased	B:B3	TNF	16	4	4	0.25	25388	0.946062
U7	R	diseased	B:B4	ACTA2	21	0	0	0	33055	0
U7	R	diseased	B:B4	AHR	21	0	0	0	33055	0
U7	R	diseased	B:B4	AKT1	21	2	2	0.0952381	33055	0.473156
U7	R	diseased	B:B4	ARNTL	21	0	0	0	33055	0
U7	R	diseased	B:B4	BCL6	21	0	0	0	33055	0
U7	R	diseased	B:B4	BECN1	21	0	0	0	33055	0
U7	R	diseased	B:B4	BLNK	21	9	6	0.285714	33055	1.31446
U7	R	diseased	B:B4	BRD4	21	2	2	0.0952381	33055	0.473156
U7	R	diseased	B:B4	CAT	21	2	2	0.0952381	33055	0.473156
U7	R	diseased	B:B4	CD4	21	0	0	0	33055	0
U7	R	diseased	B:B4	CD86	21	2	2	0.0952381	33055	0.473156
U7	R	diseased	B:B4	CREB1	21	1	1	0.047619	33055	0.264306
U7	R	diseased	B:B4	CTNNB1	21	0	0	0	33055	0
U7	R	diseased	B:B4	DNMT1	21	0	0	0	33055	0
U7	R	diseased	B:B4	FOXP3	21	0	0	0	33055	0
U7	R	diseased	B:B4	GABPA	21	0	0	0	33055	0
U7	R	diseased	B:B4	HIF1A	21	7	6	0.285714	33055	1.13709
U7	R	diseased	B:B4	HMOX1	21	1	1	0.047619	33055	0.264306
U7	R	diseased	B:B4	ICAM1	21	0	0	0	33055	0
U7	R	diseased	B:B4	IFNG	21	0	0	0	33055	0
U7	R	diseased	B:B4	IL15	21	0	0	0	33055	0
