accession	probe_id	gene_symbol	gene_title	gene_id	n_case	n_control	mean_case	mean_control	log2fc	t_stat	p_value	fdr
GSE59071	8106354	IQGAP2	IQ motif containing GTPase activating protein 2	10788	74	11	9.34002	10.5196	-1.17954	-12.3421	2.24759e-11	7.85051e-10
GSE59071	8026468	CYP4F12	cytochrome P450 family 4 subfamily F member 12	66002	74	11	7.07718	8.46825	-1.39108	-11.1656	2.25016e-11	7.85124e-10
GSE59071	8099685	LGI2	leucine rich repeat LGI family member 2	55203	74	11	6.6411	5.79777	0.843327	9.85812	2.28498e-11	7.96438e-10
GSE59071	8098041	TMEM144	transmembrane protein 144	55314	74	11	7.39835	8.46546	-1.06711	-9.61173	2.29067e-11	7.97585e-10
GSE59071	7968789	RGCC	regulator of cell cycle	28984	74	11	8.57955	7.28872	1.29082	12.309	2.31042e-11	8.0362e-10
GSE59071	7926084	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	509	74	11	10.1251	10.6242	-0.499105	-10.7054	2.31668e-11	8.04956e-10
GSE59071	8115261	CCDC69	coiled-coil domain containing 69	26112	74	11	7.96192	6.55379	1.40813	11.9629	2.34073e-11	8.12463e-10
GSE59071	8065359	CD93	CD93 molecule	22918	74	11	8.71355	6.9753	1.73826	11.4651	2.35718e-11	8.1732e-10
GSE59071	8138718	HOXA2	homeobox A2	3199	74	11	6.21072	7.50814	-1.29742	-13.3478	2.36478e-11	8.19101e-10
GSE59071	8035297	PLVAP	plasmalemma vesicle associated protein	83483	74	11	9.28083	8.0611	1.21973	11.8731	2.36892e-11	8.19681e-10
GSE59071	7974109	LRFN5	leucine rich repeat and fibronectin type III domain containing 5	145581	74	11	6.06171	5.68062	0.381098	8.80284	2.43087e-11	8.40242e-10
GSE59071	8090091	HACD2	3-hydroxyacyl-CoA dehydratase 2	201562	74	11	10.0296	10.5783	-0.548648	-8.93783	2.44201e-11	8.43216e-10
GSE59071	7931168	ACADSB	acyl-CoA dehydrogenase, short/branched chain	36	74	11	7.06631	8.10787	-1.04156	-11.1949	2.45953e-11	8.48385e-10
GSE59071	8025601	ICAM1	intercellular adhesion molecule 1	3383	74	11	9.33157	7.132	2.19957	12.2089	2.4796e-11	8.54421e-10
GSE59071	8043657	CNNM4	cyclin and CBS domain divalent metal cation transport mediator 4	26504	74	11	9.50431	10.5397	-1.03537	-9.79631	2.50998e-11	8.63994e-10
GSE59071	8012953	TRIM16	tripartite motif containing 16	10626	74	11	8.93082	8.17039	0.760433	10.5073	2.5572e-11	8.79338e-10
GSE59071	8088664	SUCLG2	succinate-CoA ligase GDP-forming beta subunit	8801	74	11	9.20783	10.232	-1.02415	-10.9866	2.6274e-11	9.02544e-10
GSE59071	8048595	GMPPA	GDP-mannose pyrophosphorylase A	29926	74	11	8.98742	8.56252	0.424891	11.4123	2.66127e-11	9.13236e-10
GSE59071	7970763	FLT1	fms related tyrosine kinase 1	2321	74	11	7.67894	6.09539	1.58355	11.9332	2.67537e-11	9.17128e-10
GSE59071	8076241	MKL1	megakaryoblastic leukemia (translocation) 1	57591	74	11	8.24284	7.90549	0.337349	10.8887	2.68382e-11	9.19077e-10
GSE59071	8128956	FYN	FYN proto-oncogene, Src family tyrosine kinase	2534	74	11	7.99802	6.57213	1.42588	11.8013	2.72303e-11	9.31545e-10
GSE59071	8112342	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	11174	74	11	5.35129	4.92725	0.424036	8.2419	2.72834e-11	9.32402e-10
GSE59071	7904106	MAGI3	membrane associated guanylate kinase, WW and PDZ domain containing 3	260425	74	11	8.02045	8.78591	-0.765457	-9.32509	2.73755e-11	9.34589e-10
GSE59071	8128034	AKIRIN2	akirin 2	55122	74	11	9.28262	8.55935	0.72327	11.7579	2.75692e-11	9.40237e-10
GSE59071	7958800	MAPKAPK5	mitogen-activated protein kinase-activated protein kinase 5	8550	74	11	8.92928	9.43537	-0.506087	-10.4157	2.76395e-11	9.41669e-10
GSE59071	8166455	PRDX4	peroxiredoxin 4	10549	74	11	7.70914	6.93232	0.776824	12.1211	2.76991e-11	9.42733e-10
GSE59071	8125512	TAP1	transporter 1, ATP binding cassette subfamily B member	6890	74	11	10.915	9.72609	1.18895	15.0576	2.78925e-11	9.45445e-10
GSE59071	8178867	TAP1	transporter 1, ATP binding cassette subfamily B member	6890	74	11	10.915	9.72609	1.18895	15.0576	2.78925e-11	9.45445e-10
GSE59071	8180061	TAP1	transporter 1, ATP binding cassette subfamily B member	6890	74	11	10.915	9.72609	1.18895	15.0576	2.78925e-11	9.45445e-10
GSE59071	7963406	KRT6B	keratin 6B	3854	74	11	7.70175	6.65074	1.05101	8.39124	2.7864e-11	9.45445e-10
GSE59071	8142407	TMEM168	transmembrane protein 168	64418	74	11	8.32383	8.87576	-0.551933	-9.37867	2.88181e-11	9.75824e-10
GSE59071	7914648	PHC2	polyhomeotic homolog 2	1912	74	11	7.81504	7.50976	0.305277	9.03354	2.88778e-11	9.76851e-10
GSE59071	7977046	TNFAIP2	TNF alpha induced protein 2	7127	74	11	8.59449	7.44761	1.14689	10.0302	2.90217e-11	9.80721e-10
GSE59071	8158183	DNM1	dynamin 1	1759	74	11	7.48564	7.02573	0.459903	8.5083	2.93993e-11	9.92473e-10
GSE59071	8153021	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	6482	74	11	8.58784	6.71083	1.87702	13.1012	2.96559e-11	1.00012e-09
GSE59071	8096176	PTPN13	protein tyrosine phosphatase, non-receptor type 13	5783	74	11	7.05848	5.59648	1.462	13.8589	3.07654e-11	1.03649e-09
GSE59071	7944023	NXPE2	neurexophilin and PC-esterase domain family member 2	120406	74	11	6.82449	8.58353	-1.75905	-10.9898	3.10159e-11	1.04387e-09
GSE59071	8058857	IGFBP5	insulin like growth factor binding protein 5	3488	74	11	9.89012	7.42437	2.46575	12.0646	3.13494e-11	1.05402e-09
GSE59071	8078014	SLC6A6	solute carrier family 6 member 6	6533	74	11	8.62812	6.95089	1.67723	13.2479	3.19836e-11	1.07318e-09
GSE59071	8046861	ITGAV	integrin subunit alpha V	3685	74	11	9.84088	9.21009	0.630794	10.7449	3.19634e-11	1.07318e-09
GSE59071	8065185	OVOL2	ovo like zinc finger 2	58495	74	11	7.13892	7.88395	-0.745025	-12.2307	3.22806e-11	1.08205e-09
GSE59071	8047161	NABP1	nucleic acid binding protein 1	64859	74	11	8.99723	8.07985	0.917379	9.13829	3.26274e-11	1.09257e-09
GSE59071	8077958	HDAC11	histone deacetylase 11	79885	74	11	7.20387	7.79843	-0.594555	-10.2927	3.27826e-11	1.09667e-09
GSE59071	8021866	NFATC1	nuclear factor of activated T-cells 1	4772	74	11	7.54008	6.95424	0.585843	9.51203	3.35346e-11	1.1207e-09
GSE59071	8161114	GBA2	glucosylceramidase beta 2	57704	74	11	9.08604	9.79771	-0.711667	-11.7021	3.39682e-11	1.13405e-09
GSE59071	8093906	WFS1	wolframin ER transmembrane glycoprotein	7466	74	11	7.49287	6.90776	0.585106	10.1379	3.40197e-11	1.13463e-09
GSE59071	8026272	IL27RA	interleukin 27 receptor subunit alpha	9466	74	11	6.96738	6.32365	0.643731	10.4212	3.4923e-11	1.16359e-09
GSE59071	8122265	TNFAIP3	TNF alpha induced protein 3	7128	74	11	9.07445	8.30151	0.772947	7.75685	3.57704e-11	1.19063e-09
GSE59071	8016552	PHB	prohibitin	5245	74	11	10.3288	10.7954	-0.466605	-8.47211	3.5854e-11	1.19222e-09
GSE59071	8157153	PALM2-AKAP2	PALM2-AKAP2 readthrough	445815	74	11	7.44591	6.39928	1.04663	10.9286	3.60299e-11	1.19687e-09
GSE59071	8009705	OTOP2	otopetrin 2	92736	74	11	7.54784	10.9211	-3.37325	-14.6494	3.61144e-11	1.19848e-09
GSE59071	7915056	EPHA10	EPH receptor A10	284656	74	11	6.7982	7.60665	-0.808449	-9.20675	3.62863e-11	1.20298e-09
GSE59071	7951485	SLC35F2	solute carrier family 35 member F2	54733	74	11	8.35436	9.00107	-0.646706	-10.2393	3.72148e-11	1.23254e-09
GSE59071	7934215	SPOCK2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2	9806	74	11	8.22225	7.34021	0.882033	10.4305	3.77878e-11	1.2494e-09
GSE59071	8082965	MRAS	muscle RAS oncogene homolog	22808	74	11	6.62265	6.06486	0.557789	10.4837	3.77992e-11	1.2494e-09
GSE59071	8099612	ADGRA3	adhesion G protein-coupled receptor A3	166647	74	11	7.27488	8.38115	-1.10627	-13.7556	3.81513e-11	1.25979e-09
GSE59071	7946180	TRIM3	tripartite motif containing 3	10612	74	11	7.09332	7.68117	-0.587849	-13.2101	3.86431e-11	1.27476e-09
GSE59071	8180034	TAP2	transporter 2, ATP binding cassette subfamily B member	6891	74	11	9.2485	8.15981	1.08868	15.993	3.87897e-11	1.27833e-09
GSE59071	8105899	MARVELD2	MARVEL domain containing 2	153562	74	11	8.43067	9.39622	-0.965553	-8.04221	4.02157e-11	1.3214e-09
GSE59071	8177498	MARVELD2	MARVEL domain containing 2	153562	74	11	8.43067	9.39622	-0.965553	-8.04221	4.02157e-11	1.3214e-09
GSE59071	8025877	PLPPR2	phospholipid phosphatase related 2	64748	74	11	7.48547	7.08463	0.400839	8.30796	4.01916e-11	1.3214e-09
GSE59071	7983630	FGF7	fibroblast growth factor 7	2252	74	11	6.70834	5.14039	1.56795	9.55804	4.06308e-11	1.33372e-09
GSE59071	8095148	TMEM165	transmembrane protein 165	55858	74	11	10.3186	9.51204	0.806511	14.296	4.07378e-11	1.33591e-09
GSE59071	8172425	SLC38A5	solute carrier family 38 member 5	92745	74	11	7.78585	6.75443	1.03141	12.7385	4.08728e-11	1.33902e-09
GSE59071	8105040	OSMR	oncostatin M receptor	9180	74	11	9.13062	6.21812	2.91249	14.235	4.12121e-11	1.3488e-09
GSE59071	8086607	LTF	lactotransferrin	4057	74	11	6.88152	5.89796	0.98356	7.9254	4.15204e-11	1.35756e-09
GSE59071	8039413	PPP6R1	protein phosphatase 6 regulatory subunit 1	22870	74	11	9.28267	8.64724	0.635428	13.5274	4.1874e-11	1.36777e-09
GSE59071	8164653	UCK1	uridine-cytidine kinase 1	83549	74	11	8.95703	9.44877	-0.491742	-14.4697	4.20543e-11	1.37232e-09
GSE59071	7933982	PBLD	phenazine biosynthesis like protein domain containing	64081	74	11	7.03713	9.28562	-2.24849	-13.2847	4.22292e-11	1.37667e-09
GSE59071	8026035	BEST2	bestrophin 2	54831	74	11	6.88946	9.00063	-2.11117	-11.1643	4.4008e-11	1.43326e-09
GSE59071	8126860	MUT	methylmalonyl-CoA mutase	4594	74	11	8.71794	9.46788	-0.749936	-9.81964	4.4299e-11	1.44132e-09
GSE59071	8003263	ZCCHC14	zinc finger CCHC-type containing 14	23174	74	11	7.39882	8.29964	-0.900814	-14.6188	4.4948e-11	1.45958e-09
GSE59071	7903239	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	178	74	11	7.61572	8.20471	-0.588983	-9.07516	4.49473e-11	1.45958e-09
GSE59071	8159220	OLFM1	olfactomedin 1	10439	74	11	7.37934	6.5218	0.857544	11.6096	4.6617e-11	1.5123e-09
GSE59071	8132515	BLVRA	biliverdin reductase A	644	74	11	6.62758	5.9249	0.70268	12.4792	4.6852e-11	1.51844e-09
GSE59071	8150592	CEBPD	CCAAT/enhancer binding protein delta	1052	74	11	9.63744	8.80739	0.830044	14.0632	4.70772e-11	1.52426e-09
GSE59071	8089771	CD80	CD80 molecule	941	74	11	6.75178	5.35725	1.39453	11.1274	4.80422e-11	1.55399e-09
GSE59071	8109120	AFAP1L1	actin filament associated protein 1 like 1	134265	74	11	6.36477	6.00917	0.355601	8.85653	4.90806e-11	1.58603e-09
GSE59071	8103630	SH3RF1	SH3 domain containing ring finger 1	57630	74	11	8.65752	9.19921	-0.541687	-7.78619	4.91705e-11	1.5874e-09
GSE59071	8059650	SP110	SP110 nuclear body protein	3431	74	11	8.18591	6.92227	1.26365	12.7558	5.0698e-11	1.63512e-09
GSE59071	8134098	CDK14	cyclin dependent kinase 14	5218	74	11	7.58817	6.33443	1.25375	9.96216	5.09478e-11	1.64159e-09
GSE59071	8151281	TRAM1	translocation associated membrane protein 1	23471	74	11	10.1469	9.59232	0.554543	11.4486	5.13782e-11	1.65385e-09
GSE59071	7961339	LRP6	LDL receptor related protein 6	4040	74	11	7.96998	8.76346	-0.793486	-13.6896	5.30494e-11	1.70599e-09
GSE59071	8098958	POLN	DNA polymerase nu	353497	74	11	5.63396	5.33438	0.299583	10.023	5.35335e-11	1.7199e-09
GSE59071	7915590	RNU5F-1	RNA, U5F small nuclear 1	26828	74	11	4.85505	3.89808	0.956974	8.75054	5.55477e-11	1.78289e-09
GSE59071	8044049	IL18RAP	interleukin 18 receptor accessory protein	8807	74	11	6.16891	5.03387	1.13503	8.10431	5.58193e-11	1.78988e-09
GSE59071	7923824	SLC41A1	solute carrier family 41 member 1	254428	74	11	7.79474	6.70331	1.09143	12.7894	5.64231e-11	1.8075e-09
GSE59071	7906264	PEAR1	platelet endothelial aggregation receptor 1	375033	74	11	6.80937	6.27401	0.53536	10.0015	5.70321e-11	1.82525e-09
GSE59071	8099524	LDB2	LIM domain binding 2	9079	74	11	7.65508	6.57328	1.0818	11.0317	5.76667e-11	1.84378e-09
GSE59071	8040103	ID2	inhibitor of DNA binding 2, HLH protein	3398	74	11	9.6988	10.3914	-0.69261	-9.95636	5.77444e-11	1.84449e-09
GSE59071	8042391	PLEK	pleckstrin	5341	74	11	8.41832	5.79467	2.62364	10.6765	5.79112e-11	1.84805e-09
GSE59071	8164165	HSPA5	heat shock protein family A (Hsp70) member 5	3309	74	11	11.4514	10.7598	0.691584	12.8212	5.83842e-11	1.86135e-09
GSE59071	8147206	RIPK2	receptor interacting serine/threonine kinase 2	8767	74	11	8.09865	6.83492	1.26373	11.854	5.97311e-11	1.90121e-09
GSE59071	7898574	MINOS1	mitochondrial inner membrane organizing system 1	440574	74	11	8.47518	8.82264	-0.347463	-9.59686	5.97488e-11	1.90121e-09
GSE59071	7953590	MIR200C	microRNA 200c	406985	74	11	6.42072	7.4298	-1.00907	-11.137	6.02272e-11	1.9146e-09
GSE59071	7956120	ERBB3	erb-b2 receptor tyrosine kinase 3	2065	74	11	8.92536	9.99856	-1.0732	-8.84102	6.07005e-11	1.92781e-09
GSE59071	8038695	KLK7	kallikrein related peptidase 7	5650	74	11	6.8	5.91968	0.880317	7.51225	6.08428e-11	1.93048e-09
GSE59071	8075182	XBP1	X-box binding protein 1	7494	74	11	11.6959	10.2946	1.40132	14.7742	6.17059e-11	1.956e-09
GSE59071	8136248	MEST	mesoderm specific transcript	4232	74	11	8.10096	8.80799	-0.707025	-10.3118	6.19578e-11	1.96212e-09
GSE59071	7974047	SSTR1	somatostatin receptor 1	6751	74	11	7.22392	8.09245	-0.868537	-14.0835	6.23856e-11	1.97378e-09
GSE59071	8174253	MORF4L2	mortality factor 4 like 2	9643	74	11	9.15792	8.65698	0.500946	10.5942	6.25011e-11	1.97556e-09
GSE59071	8063382	SNAI1	snail family transcriptional repressor 1	6615	74	11	6.50834	5.86724	0.641096	8.86802	6.32025e-11	1.99583e-09
GSE59071	8154692	TEK	TEK receptor tyrosine kinase	7010	74	11	7.30154	6.02206	1.27948	11.0025	6.44177e-11	2.03227e-09
GSE59071	8154531	DENND4C	DENN domain containing 4C	55667	74	11	8.90901	9.6533	-0.744288	-12.61	6.49575e-11	2.04736e-09
GSE59071	7949383	SYVN1	synoviolin 1	84447	74	11	9.55222	8.86172	0.690503	12.7226	6.54615e-11	2.06129e-09
GSE59071	8169709	GLRX5	glutaredoxin 5	51218	74	11	8.86989	9.36732	-0.497431	-10.7426	6.58751e-11	2.07235e-09
GSE59071	8105302	FST	follistatin	10468	74	11	6.28831	5.53306	0.755251	7.70577	6.64065e-11	2.0871e-09
GSE59071	7982187	APBA2	amyloid beta precursor protein binding family A member 2	321	74	11	6.29264	5.73145	0.561183	8.90028	6.76938e-11	2.12555e-09
GSE59071	8104601	BASP1	brain abundant membrane attached signal protein 1	10409	74	11	9.5719	8.56988	1.00202	9.64111	6.78067e-11	2.12708e-09
GSE59071	8107920	SLC22A5	solute carrier family 22 member 5	6584	74	11	7.83063	10.0642	-2.23358	-15.6878	6.90516e-11	2.16409e-09
GSE59071	7896007				74	11	11.0597	10.4826	0.577018	10.4105	6.94181e-11	2.17353e-09
GSE59071	8046461	ZAK	sterile alpha motif and leucine zipper containing kinase AZK	51776	74	11	6.79143	5.85364	0.937793	10.996	6.95539e-11	2.17573e-09
GSE59071	8074939	CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10	400916	74	11	9.51642	10.0682	-0.551767	-10.234	7.12515e-11	2.22674e-09
GSE59071	7982829	SPINT1	serine peptidase inhibitor, Kunitz type 1	6692	74	11	9.91048	10.6198	-0.709317	-7.78382	7.13547e-11	2.22787e-09
GSE59071	7982927	ITPKA	inositol-trisphosphate 3-kinase A	3706	74	11	7.12404	7.89234	-0.768304	-12.5852	7.24611e-11	2.2603e-09
GSE59071	7996290	CKLF-CMTM1	CKLF-CMTM1 readthrough	100529251	74	11	7.57189	7.14038	0.431508	11.5796	7.2654e-11	2.26419e-09
GSE59071	7981377	ANKRD9	ankyrin repeat domain 9	122416	74	11	7.98884	8.64389	-0.655052	-10.2644	7.28181e-11	2.26718e-09
GSE59071	7975416	PCNX1	pecanex homolog 1 (Drosophila)	22990	74	11	8.74313	8.03959	0.703543	8.66691	7.29607e-11	2.26949e-09
GSE59071	7975772	ZC2HC1C	zinc finger C2HC-type containing 1C	79696	74	11	5.64581	6.2521	-0.606281	-13.4992	7.32212e-11	2.27547e-09
GSE59071	8144516	ERI1	exoribonuclease 1	90459	74	11	7.40118	6.7756	0.625579	11.7654	7.44157e-11	2.31043e-09
GSE59071	7972890	GRTP1	growth hormone regulated TBC protein 1	79774	74	11	8.12398	8.79703	-0.673045	-10.2802	7.50918e-11	2.32925e-09
GSE59071	8038487	IL4I1	interleukin 4 induced 1	259307	74	11	7.5616	7.05582	0.505782	9.85991	7.55662e-11	2.34178e-09
GSE59071	8043478				74	11	7.50282	5.86548	1.63734	10.2112	7.6375e-11	2.36056e-09
GSE59071	7906061	SYT11	synaptotagmin 11	23208	74	11	6.99102	5.78878	1.20224	10.8234	7.63852e-11	2.36056e-09
GSE59071	7973384	BCL2L2-PABPN1	BCL2L2-PABPN1 readthrough	100529063	74	11	9.78153	10.0113	-0.229762	-9.61248	7.62843e-11	2.36056e-09
GSE59071	8135544	FOXP2	forkhead box P2	93986	74	11	5.26728	6.43162	-1.16434	-11.842	7.89682e-11	2.43585e-09
GSE59071	7966122	TMEM119	transmembrane protein 119	338773	74	11	7.7392	7.03862	0.700587	8.33991	7.89482e-11	2.43585e-09
GSE59071	8100362	LNX1	ligand of numb-protein X 1	84708	74	11	6.80726	7.32192	-0.514659	-7.5783	7.91617e-11	2.43956e-09
GSE59071	8053646				74	11	4.60928	4.05207	0.557212	7.9044	7.94633e-11	2.44659e-09
GSE59071	8173941	TSPAN6	tetraspanin 6	7105	74	11	9.20848	10.3558	-1.14731	-9.91846	7.9815e-11	2.45514e-09
GSE59071	7930074	NFKB2	nuclear factor kappa B subunit 2	4791	74	11	8.36554	7.50065	0.86489	10.6986	8.02051e-11	2.46259e-09
GSE59071	7962537	SLC38A2	solute carrier family 38 member 2	54407	74	11	10.7771	10.1437	0.633422	10.0966	8.0134e-11	2.46259e-09
GSE59071	8121768	PKIB	protein kinase (cAMP-dependent, catalytic) inhibitor beta	5570	74	11	7.0571	8.79333	-1.73622	-12.9762	8.07457e-11	2.4769e-09
GSE59071	8106170	TMEM171	transmembrane protein 171	134285	74	11	8.28052	9.85231	-1.57178	-11.0031	8.12608e-11	2.4904e-09
GSE59071	8164269	ENG	endoglin	2022	74	11	9.68917	8.03751	1.65165	11.8527	8.18947e-11	2.50565e-09
GSE59071	8078898	SLC25A38	solute carrier family 25 member 38	54977	74	11	8.41511	8.84527	-0.430166	-9.68755	8.19092e-11	2.50565e-09
GSE59071	8125713	TAPBP	TAP binding protein (tapasin)	6892	74	11	10.0778	9.51745	0.560303	13.168	8.34647e-11	2.55089e-09
GSE59071	7920531	ADAR	adenosine deaminase, RNA specific	103	74	11	9.78634	9.32804	0.458295	11.7389	8.39321e-11	2.56282e-09
GSE59071	7894501				74	11	11.5458	11.0626	0.483171	10.745	8.42885e-11	2.57134e-09
GSE59071	8072328	SEC14L2	SEC14 like lipid binding 2	23541	74	11	6.36189	5.86843	0.493456	10.8066	8.45641e-11	2.57738e-09
GSE59071	8090018	PARP9	poly(ADP-ribose) polymerase family member 9	83666	74	11	8.62734	7.30851	1.31883	15.2827	8.47512e-11	2.57836e-09
GSE59071	8102321	PLA2G12AP1	phospholipase A2 group XIIA pseudogene 1	100420258	74	11	8.12734	8.74387	-0.616529	-11.5005	8.47065e-11	2.57836e-09
GSE59071	8004255	BCL6B	B-cell CLL/lymphoma 6B	255877	74	11	7.33724	6.64828	0.688964	9.17477	8.48767e-11	2.57982e-09
GSE59071	8130732	MPC1	mitochondrial pyruvate carrier 1	51660	74	11	9.60938	10.3836	-0.774219	-9.5032	8.59595e-11	2.60796e-09
GSE59071	7988859	GNB5	G protein subunit beta 5	10681	74	11	6.89906	6.44765	0.451402	12.229	8.59385e-11	2.60796e-09
GSE59071	8180318	TGIF1	TGFB induced factor homeobox 1	7050	74	11	9.19906	8.79719	0.401869	9.02457	8.74833e-11	2.65177e-09
GSE59071	8030251	TRPM4	transient receptor potential cation channel subfamily M member 4	54795	74	11	8.56411	9.45988	-0.895775	-10.6595	8.79058e-11	2.66215e-09
GSE59071	8121181	FHL5	four and a half LIM domains 5	9457	74	11	5.35397	4.84692	0.507051	7.69363	8.87605e-11	2.68559e-09
GSE59071	8139640	DDC	dopa decarboxylase	1644	74	11	7.59768	8.74934	-1.15166	-10.4408	8.89129e-11	2.68776e-09
GSE59071	8097903	TLR2	toll like receptor 2	7097	74	11	6.58846	5.6592	0.929263	7.96996	8.94532e-11	2.70163e-09
GSE59071	8180364	RALGAPA1	Ral GTPase activating protein catalytic alpha subunit 1	253959	74	11	8.91158	9.35349	-0.441913	-9.7484	9.0808e-11	2.73758e-09
GSE59071	8180365	RALGAPA1	Ral GTPase activating protein catalytic alpha subunit 1	253959	74	11	8.91158	9.35349	-0.441913	-9.7484	9.0808e-11	2.73758e-09
GSE59071	8117447	BTN2A2	butyrophilin subfamily 2 member A2	10385	74	11	7.25923	6.72451	0.534719	10.5649	9.28174e-11	2.79562e-09
GSE59071	8015016	TNS4	tensin 4	84951	74	11	8.96821	7.86332	1.10489	8.36163	9.38911e-11	2.8254e-09
GSE59071	7917182	ADGRL4	adhesion G protein-coupled receptor L4	64123	74	11	7.92168	5.57732	2.34437	11.6432	9.45439e-11	2.84247e-09
GSE59071	7950555	LRRC32	leucine rich repeat containing 32	2615	74	11	7.95531	7.09105	0.864265	10.3747	9.52894e-11	2.86035e-09
GSE59071	8163505	HDHD3	haloacid dehalogenase like hydrolase domain containing 3	81932	74	11	8.58099	9.29633	-0.715336	-8.44902	9.53474e-11	2.86035e-09
GSE59071	8135464	DLD	dihydrolipoamide dehydrogenase	1738	74	11	9.07863	9.68656	-0.607929	-9.68217	9.53967e-11	2.86035e-09
GSE59071	8075635	TIMP3	TIMP metallopeptidase inhibitor 3	7078	74	11	6.53629	5.69278	0.843513	8.88889	9.78554e-11	2.93143e-09
GSE59071	8054517	LINC01123	long intergenic non-protein coding RNA 1123	440894	74	11	9.3813	10.5412	-1.15985	-10.4091	9.91857e-11	2.96861e-09
GSE59071	8101925	LAMTOR3	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3	8649	74	11	8.62892	9.24206	-0.61314	-9.53399	1.01105e-10	3.02333e-09
GSE59071	7898910	PNRC2	proline rich nuclear receptor coactivator 2	55629	74	11	11.0014	11.4245	-0.423141	-10.1436	1.01377e-10	3.02602e-09
GSE59071	8039933	PNRC2	proline rich nuclear receptor coactivator 2	55629	74	11	11.0014	11.4245	-0.423141	-10.1436	1.01377e-10	3.02602e-09
GSE59071	8152648	ZHX1-C8orf76	ZHX1-C8orf76 readthrough	100533106	74	11	7.54369	7.2537	0.289995	8.83269	1.03044e-10	3.07302e-09
GSE59071	8136918	ZYX	zyxin	7791	74	11	9.43831	8.5294	0.908914	11.9523	1.05053e-10	3.12733e-09
GSE59071	8040792	EMILIN1	elastin microfibril interfacer 1	11117	74	11	7.92917	7.50305	0.426116	8.66653	1.0505e-10	3.12733e-09
GSE59071	8101701	PPM1K	protein phosphatase, Mg2+/Mn2+ dependent 1K	152926	74	11	6.1682	5.4308	0.737397	9.53671	1.06679e-10	3.17289e-09
GSE59071	7941401	OVOL1	ovo like transcriptional repressor 1	5017	74	11	7.91075	8.78782	-0.877068	-9.93466	1.08351e-10	3.21974e-09
GSE59071	7934916	CH25H	cholesterol 25-hydroxylase	9023	74	11	7.03154	6.07431	0.957227	9.64473	1.08482e-10	3.22075e-09
GSE59071	7949916	CHKA	choline kinase alpha	1119	74	11	8.05316	9.00561	-0.952447	-13.1234	1.08796e-10	3.22719e-09
GSE59071	7917516	GBP1P1	guanylate binding protein 1 pseudogene 1	400759	74	11	10.7265	9.65621	1.0703	10.6188	1.09713e-10	3.24571e-09
