accession	probe_id	gene_symbol	gene_title	gene_id	n_case	n_control	mean_case	mean_control	log2fc	t_stat	p_value	fdr
GSE87466	241819_PM_at	TNFSF8	tumor necrosis factor superfamily member 8	944	87	21	4.83028	3.8079	1.02237	11.1435	7.76311e-19	2.39977e-16
GSE87466	210119_PM_at	KCNJ15	potassium voltage-gated channel subfamily J member 15	3772	87	21	7.00051	5.29651	1.704	10.8054	8.5361e-19	2.62389e-16
GSE87466	205349_PM_at	GNA15	G protein subunit alpha 15	2769	87	21	7.55904	6.26029	1.29875	13.5349	1.01692e-18	3.10842e-16
GSE87466	223168_PM_at	RHOU	ras homolog family member U	58480	87	21	8.24955	9.89761	-1.64807	-13.9308	1.13141e-18	3.43332e-16
GSE87466	230991_PM_at	LOC100287411	similar to proline-rich nuclear receptor coactivator 2	100287411	87	21	6.75149	8.32036	-1.56887	-12.8815	1.13576e-18	3.43332e-16
GSE87466	215867_PM_x_at	CA12	carbonic anhydrase 12	771	87	21	9.67384	10.8167	-1.14282	-12.5121	1.26383e-18	3.79948e-16
GSE87466	227780_PM_s_at	ECSCR	endothelial cell surface expressed chemotaxis and apoptosis regulator	641700	87	21	9.02848	7.2974	1.73108	13.8234	1.34865e-18	4.0104e-16
GSE87466	215671_PM_at	PDE4B	phosphodiesterase 4B	5142	87	21	4.24254	3.15188	1.09066	10.8656	1.34786e-18	4.0104e-16
GSE87466	202238_PM_s_at	NNMT	nicotinamide N-methyltransferase	4837	87	21	9.57097	7.56523	2.00574	13.6264	1.36317e-18	4.03167e-16
GSE87466	218935_PM_at	EHD3	EH domain containing 3	30845	87	21	5.3196	4.15355	1.16605	11.7306	1.54581e-18	4.54726e-16
GSE87466	211778_PM_s_at	OVOL2	ovo like zinc finger 2	58495	87	21	7.56318	8.45287	-0.889689	-10.7971	1.70902e-18	5.00048e-16
GSE87466	213155_PM_at	WSCD1	WSC domain containing 1	23302	87	21	6.05031	8.2808	-2.23049	-15.4428	1.95057e-18	5.67688e-16
GSE87466	39402_PM_at	IL1B	interleukin 1 beta	3553	87	21	9.61057	6.55788	3.0527	13.0562	1.99757e-18	5.78291e-16
GSE87466	232584_PM_at				87	21	5.95123	4.87231	1.07892	10.6429	2.0096e-18	5.78712e-16
GSE87466	201811_PM_x_at	SH3BP5	SH3 domain binding protein 5	9467	87	21	8.9616	7.95082	1.01077	11.9809	2.04498e-18	5.85817e-16
GSE87466	229218_PM_at	COL1A2	collagen type I alpha 2 chain	1278	87	21	5.70004	4.3156	1.38444	10.9884	2.07262e-18	5.90643e-16
GSE87466	205828_PM_at	MMP3	matrix metallopeptidase 3	4314	87	21	10.3056	5.2	5.10558	15.2344	2.15418e-18	6.10704e-16
GSE87466	219543_PM_at	PBLD	phenazine biosynthesis like protein domain containing	64081	87	21	8.05796	9.78493	-1.72697	-12.5342	2.57792e-18	7.27066e-16
GSE87466	219584_PM_at	PLA1A	phospholipase A1 member A	51365	87	21	7.50465	5.64884	1.85581	12.8602	2.60771e-18	7.31697e-16
GSE87466	209822_PM_s_at	VLDLR	very low density lipoprotein receptor	7436	87	21	4.12468	5.87402	-1.74935	-15.4337	2.74823e-18	7.67191e-16
GSE87466	205160_PM_at	PEX11A	peroxisomal biogenesis factor 11 alpha	8800	87	21	7.51015	8.8715	-1.36135	-13.107	2.78842e-18	7.73394e-16
GSE87466	205237_PM_at	FCN1	ficolin 1	2219	87	21	6.63199	5.51538	1.11661	11.0828	2.79872e-18	7.73394e-16
GSE87466	213905_PM_x_at	BGN	biglycan	633	87	21	8.68375	6.76223	1.92152	12.4387	2.86264e-18	7.87082e-16
GSE87466	203936_PM_s_at	MMP9	matrix metallopeptidase 9	4318	87	21	9.13268	6.56717	2.56551	13.4957	2.9503e-18	8.06227e-16
GSE87466	231776_PM_at	EOMES	eomesodermin	8320	87	21	7.9322	6.30504	1.62715	12.8166	2.96174e-18	8.06227e-16
GSE87466	234980_PM_at	TMEM56	transmembrane protein 56	148534	87	21	7.71352	9.39844	-1.68491	-13.0145	3.28193e-18	8.88964e-16
GSE87466	207857_PM_at	LILRA2	leukocyte immunoglobulin like receptor A2	11027	87	21	6.66736	5.13126	1.5361	11.0055	3.78382e-18	1.0194e-15
GSE87466	215014_PM_at	KCND3	potassium voltage-gated channel subfamily D member 3	3752	87	21	3.8006	2.86511	0.935488	11.4644	3.80073e-18	1.0194e-15
GSE87466	204879_PM_at	PDPN	podoplanin	10630	87	21	7.81421	6.32171	1.4925	12.1637	4.14831e-18	1.10719e-15
GSE87466	219454_PM_at	EGFL6	EGF like domain multiple 6	25975	87	21	6.25921	4.10364	2.15557	10.9841	4.25629e-18	1.1305e-15
GSE87466	211981_PM_at	COL4A1	collagen type IV alpha 1 chain	1282	87	21	7.98569	6.39041	1.59528	12.3186	4.64859e-18	1.22873e-15
GSE87466	237411_PM_at	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	11174	87	21	4.58503	3.52182	1.06321	11.3166	4.7582e-18	1.25166e-15
GSE87466	201235_PM_s_at	BTG2	BTG anti-proliferation factor 2	7832	87	21	6.27183	5.45516	0.816676	10.4733	4.81094e-18	1.25948e-15
GSE87466	210029_PM_at	IDO1	indoleamine 2,3-dioxygenase 1	3620	87	21	8.63961	5.57887	3.06074	12.8808	4.89832e-18	1.27625e-15
GSE87466	202917_PM_s_at	S100A8	S100 calcium binding protein A8	6279	87	21	10.8343	6.5231	4.31117	14.7926	4.97195e-18	1.27718e-15
GSE87466	204015_PM_s_at	DUSP4	dual specificity phosphatase 4	1846	87	21	6.8501	5.01917	1.83093	13.9161	4.9291e-18	1.27718e-15
GSE87466	202464_PM_s_at	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	5209	87	21	11.3531	10.1476	1.20552	13.3181	4.95101e-18	1.27718e-15
GSE87466	208962_PM_s_at	FADS1	fatty acid desaturase 1	3992	87	21	6.95826	5.43093	1.52732	12.1967	5.03421e-18	1.28713e-15
GSE87466	213337_PM_s_at				87	21	8.51191	7.13327	1.37864	13.0289	5.12588e-18	1.30448e-15
GSE87466	201261_PM_x_at	BGN	biglycan	633	87	21	8.81367	6.94015	1.87351	12.5008	5.21941e-18	1.32213e-15
GSE87466	213113_PM_s_at	SLC43A3	solute carrier family 43 member 3	29015	87	21	8.30917	7.16472	1.14445	12.1722	5.9481e-18	1.49977e-15
GSE87466	209396_PM_s_at	CHI3L1	chitinase 3 like 1	1116	87	21	10.6483	6.08169	4.5666	14.7152	6.11102e-18	1.53378e-15
GSE87466	205572_PM_at	ANGPT2	angiopoietin 2	285	87	21	6.46986	5.1642	1.30566	12.2646	6.24947e-18	1.56137e-15
GSE87466	213869_PM_x_at	THY1	Thy-1 cell surface antigen	7070	87	21	9.72741	8.0718	1.65562	13.2084	6.32794e-18	1.56674e-15
GSE87466	244345_PM_at	CADM1	cell adhesion molecule 1	23705	87	21	6.36809	4.86517	1.50292	11.3876	6.32825e-18	1.56674e-15
GSE87466	219134_PM_at	ADGRL4	adhesion G protein-coupled receptor L4	64123	87	21	8.64893	7.13693	1.512	12.3922	6.42096e-18	1.58254e-15
GSE87466	211122_PM_s_at	CXCL11	C-X-C motif chemokine ligand 11	6373	87	21	5.00809	3.20615	1.80194	10.6645	7.23923e-18	1.76828e-15
GSE87466	220404_PM_at	ADGRG3	adhesion G protein-coupled receptor G3	222487	87	21	6.91622	5.8548	1.06142	10.5424	7.2089e-18	1.76828e-15
GSE87466	211615_PM_s_at	LRPPRC	leucine rich pentatricopeptide repeat containing	10128	87	21	9.85232	10.6444	-0.792128	-13.2194	7.43123e-18	1.80711e-15
GSE87466	221658_PM_s_at	IL21R	interleukin 21 receptor	50615	87	21	6.90374	5.80525	1.09849	10.4223	7.64205e-18	1.85015e-15
GSE87466	209605_PM_at	TST	thiosulfate sulfurtransferase	7263	87	21	10.9328	12.0511	-1.11831	-11.5707	8.16091e-18	1.96707e-15
GSE87466	1557548_PM_at	PRR26	proline rich 26	414235	87	21	6.1801	7.7189	-1.5388	-12.5771	8.3442e-18	2.00243e-15
GSE87466	213169_PM_at	SEMA5A	semaphorin 5A	9037	87	21	8.4445	9.80129	-1.35679	-13.2028	8.99823e-18	2.14995e-15
GSE87466	1560706_PM_at				87	21	6.35462	5.09224	1.26238	10.6692	9.4249e-18	2.2421e-15
GSE87466	236313_PM_at	CDKN2B	cyclin dependent kinase inhibitor 2B	1030	87	21	8.78274	10.5013	-1.71858	-11.2989	1.07012e-17	2.5347e-15
GSE87466	242354_PM_at				87	21	8.70284	10.0266	-1.32379	-11.6408	1.11388e-17	2.62698e-15
GSE87466	224412_PM_s_at	TRPM6	transient receptor potential cation channel subfamily M member 6	140803	87	21	8.60172	11.1351	-2.53338	-11.6521	1.23181e-17	2.84382e-15
GSE87466	201666_PM_at	TIMP1	TIMP metallopeptidase inhibitor 1	7076	87	21	11.8103	9.69491	2.11541	17.3104	1.22595e-17	2.84382e-15
GSE87466	224204_PM_x_at	ARNTL2	aryl hydrocarbon receptor nuclear translocator like 2	56938	87	21	7.22291	5.50611	1.7168	15.0551	1.22245e-17	2.84382e-15
GSE87466	206354_PM_at	SLCO1B3	solute carrier organic anion transporter family member 1B3	28234	87	21	7.40493	5.87572	1.5292	10.3	1.2286e-17	2.84382e-15
GSE87466	211668_PM_s_at	PLAU	plasminogen activator, urokinase	5328	87	21	5.65675	4.41191	1.24484	10.3182	1.21307e-17	2.84382e-15
GSE87466	229163_PM_at	CAMK2N1	calcium/calmodulin dependent protein kinase II inhibitor 1	55450	87	21	8.95049	10.272	-1.32152	-11.1789	1.26946e-17	2.91842e-15
GSE87466	200986_PM_at	SERPING1	serpin family G member 1	710	87	21	9.99244	8.5606	1.43184	12.9418	1.38893e-17	3.17972e-15
GSE87466	226725_PM_at				87	21	7.8044	6.18024	1.62416	13.3019	1.44806e-17	3.27399e-15
GSE87466	223767_PM_at	GPR84	G protein-coupled receptor 84	53831	87	21	5.95447	4.51995	1.43451	10.3111	1.43882e-17	3.27399e-15
GSE87466	232653_PM_at				87	21	6.77626	5.52522	1.25104	11.3448	1.44481e-17	3.27399e-15
GSE87466	231766_PM_s_at	COL12A1	collagen type XII alpha 1 chain	1303	87	21	6.62351	5.295	1.32851	10.3037	1.56117e-17	3.5152e-15
GSE87466	205404_PM_at	HSD11B1	hydroxysteroid 11-beta dehydrogenase 1	3290	87	21	7.12083	5.42257	1.69827	10.5765	1.58882e-17	3.5628e-15
GSE87466	226034_PM_at	DUSP4	dual specificity phosphatase 4	1846	87	21	7.61191	5.56032	2.05158	13.1548	1.6244e-17	3.62772e-15
GSE87466	203424_PM_s_at	IGFBP5	insulin like growth factor binding protein 5	3488	87	21	8.44605	6.65164	1.79441	11.6141	1.83246e-17	4.07573e-15
GSE87466	203633_PM_at	CPT1A	carnitine palmitoyltransferase 1A	1374	87	21	8.85186	10.0748	-1.22299	-14.3071	1.88638e-17	4.17868e-15
GSE87466	226676_PM_at	ZNF521	zinc finger protein 521	25925	87	21	6.85991	5.79323	1.06668	11.0523	1.90918e-17	4.21213e-15
GSE87466	236003_PM_x_at				87	21	4.69246	3.4417	1.25076	10.2438	1.91938e-17	4.21763e-15
GSE87466	205304_PM_s_at	KCNJ8	potassium voltage-gated channel subfamily J member 8	3764	87	21	6.34123	5.10398	1.23725	11.4973	1.97622e-17	4.32516e-15
GSE87466	209546_PM_s_at	APOL1	apolipoprotein L1	8542	87	21	9.8581	8.15301	1.70509	13.8027	2.03589e-17	4.438e-15
GSE87466	209993_PM_at	ABCB1	ATP binding cassette subfamily B member 1	5243	87	21	7.12653	9.19361	-2.06709	-13.1456	2.0547e-17	4.46123e-15
GSE87466	206219_PM_s_at	VAV1	vav guanine nucleotide exchange factor 1	7409	87	21	8.22192	7.09305	1.12887	11.5064	2.14592e-17	4.64087e-15
GSE87466	220041_PM_at	PIGZ	phosphatidylinositol glycan anchor biosynthesis class Z	80235	87	21	9.04871	10.6692	-1.62048	-10.8097	2.22378e-17	4.79032e-15
GSE87466	212067_PM_s_at	C1R	complement C1r subcomponent	715	87	21	10.2342	8.8962	1.33799	12.3768	2.31134e-17	4.95941e-15
GSE87466	205534_PM_at	PCDH7	protocadherin 7	5099	87	21	4.86698	3.79074	1.07624	10.1942	2.3205e-17	4.95962e-15
GSE87466	206341_PM_at	IL2RA	interleukin 2 receptor subunit alpha	3559	87	21	6.00304	4.88142	1.12161	10.4936	2.35572e-17	5.0153e-15
GSE87466	202504_PM_at	TRIM29	tripartite motif containing 29	23650	87	21	8.09241	5.2068	2.88562	15.1512	2.41418e-17	5.11984e-15
GSE87466	214456_PM_x_at	SAA2	serum amyloid A2	6289	87	21	10.7968	7.15157	3.64518	13.8025	2.48623e-17	5.25228e-15
GSE87466	823_PM_at	CX3CL1	C-X3-C motif chemokine ligand 1	6376	87	21	7.07698	5.96126	1.11572	12.7305	2.54941e-17	5.36504e-15
GSE87466	203335_PM_at	PHYH	phytanoyl-CoA 2-hydroxylase	5264	87	21	8.83304	10.0882	-1.25519	-13.5029	2.60826e-17	5.46785e-15
GSE87466	210663_PM_s_at	KYNU	kynureninase	8942	87	21	6.84997	4.57758	2.27239	11.8965	2.67394e-17	5.58415e-15
GSE87466	202878_PM_s_at	CD93	CD93 molecule	22918	87	21	9.90081	8.60925	1.29156	11.9197	2.79489e-17	5.81454e-15
GSE87466	235044_PM_at	CYYR1	cysteine and tyrosine rich 1	116159	87	21	6.07962	4.99932	1.0803	11.145	2.93298e-17	6.07871e-15
GSE87466	205073_PM_at	CYP2J2	cytochrome P450 family 2 subfamily J member 2	1573	87	21	8.26253	9.24236	-0.979835	-10.177	3.03694e-17	6.27042e-15
GSE87466	204268_PM_at	S100A2	S100 calcium binding protein A2	6273	87	21	7.18249	6.03877	1.14372	10.7691	3.10102e-17	6.37866e-15
GSE87466	225987_PM_at	STEAP4	STEAP4 metalloreductase	79689	87	21	8.07099	6.29248	1.77851	11.6362	3.13106e-17	6.41633e-15
GSE87466	218736_PM_s_at	PALMD	palmdelphin	54873	87	21	5.97376	4.71343	1.26032	11.2425	3.22709e-17	6.57383e-15
GSE87466	228440_PM_at				87	21	8.50371	9.56707	-1.06336	-10.4108	3.23195e-17	6.57383e-15
GSE87466	222326_PM_at				87	21	5.74456	4.1772	1.56736	10.1109	3.2794e-17	6.64564e-15
GSE87466	205311_PM_at	DDC	dopa decarboxylase	1644	87	21	8.26898	9.63052	-1.36154	-10.9511	3.57617e-17	7.2203e-15
GSE87466	1553420_PM_at	SATB2-AS1	SATB2 antisense RNA 1	150538	87	21	4.78991	7.58878	-2.79887	-12.9726	3.67897e-17	7.40055e-15
GSE87466	219911_PM_s_at	SLCO4A1	solute carrier organic anion transporter family member 4A1	28231	87	21	7.32931	6.14989	1.17942	13.4896	4.17784e-17	8.37328e-15
GSE87466	209324_PM_s_at	RGS16	regulator of G-protein signaling 16	6004	87	21	7.17007	5.95671	1.21336	10.5396	4.22946e-17	8.4458e-15
GSE87466	224927_PM_at	PPP1R18	protein phosphatase 1 regulatory subunit 18	170954	87	21	7.71067	6.42715	1.28352	12.6113	4.27926e-17	8.51417e-15
GSE87466	204714_PM_s_at	F5	coagulation factor V	2153	87	21	6.51441	5.30367	1.21074	10.4251	4.30055e-17	8.52553e-15
GSE87466	220066_PM_at	NOD2	nucleotide binding oligomerization domain containing 2	64127	87	21	7.11622	5.77122	1.345	11.9026	4.3556e-17	8.57254e-15
GSE87466	218699_PM_at	RAB29	RAB29, member RAS oncogene family	8934	87	21	8.70373	7.70799	0.995739	12.3159	4.34273e-17	8.57254e-15
GSE87466	243395_PM_at				87	21	7.62099	6.18311	1.43787	10.191	4.41065e-17	8.64977e-15
GSE87466	222943_PM_at	GBA3	glucosylceramidase beta 3 (gene/pseudogene)	57733	87	21	6.2757	9.35453	-3.07883	-14.3717	4.6534e-17	9.08639e-15
GSE87466	204575_PM_s_at	MMP19	matrix metallopeptidase 19	4327	87	21	7.6958	5.91936	1.77644	12.0468	4.6665e-17	9.08639e-15
GSE87466	215768_PM_at				87	21	7.69807	6.36494	1.33313	10.4314	4.78579e-17	9.28562e-15
GSE87466	239118_PM_at	KCNA2	potassium voltage-gated channel subfamily A member 2	3737	87	21	4.53672	3.47836	1.05836	10.0825	4.8322e-17	9.34254e-15
GSE87466	206049_PM_at	SELP	selectin P	6403	87	21	8.23214	5.90021	2.33193	12.2995	4.936e-17	9.50962e-15
GSE87466	203921_PM_at	CHST2	carbohydrate sulfotransferase 2	9435	87	21	8.21589	6.26357	1.95232	13.0671	5.10333e-17	9.7975e-15
GSE87466	203934_PM_at	KDR	kinase insert domain receptor	3791	87	21	6.5255	5.47884	1.04666	10.7081	5.49007e-17	1.05031e-14
GSE87466	240389_PM_at	TRPM6	transient receptor potential cation channel subfamily M member 6	140803	87	21	6.12846	9.04207	-2.9136	-12.0384	5.56715e-17	1.05766e-14
GSE87466	219710_PM_at	SH3TC2	SH3 domain and tetratricopeptide repeats 2	79628	87	21	4.75004	4.10791	0.642134	10.9193	5.56389e-17	1.05766e-14
GSE87466	205903_PM_s_at	KCNN3	potassium calcium-activated channel subfamily N member 3	3782	87	21	7.43803	5.60188	1.83615	11.779	5.6094e-17	1.062e-14
GSE87466	205866_PM_at	FCN3	ficolin 3	8547	87	21	6.04942	5.19033	0.859089	10.0331	5.74612e-17	1.08413e-14
GSE87466	206172_PM_at	IL13RA2	interleukin 13 receptor subunit alpha 2	3598	87	21	7.58591	4.79108	2.79484	10.9232	5.99203e-17	1.12665e-14
GSE87466	218574_PM_s_at	LMCD1	LIM and cysteine rich domains 1	29995	87	21	8.29552	7.32146	0.974065	11.3204	6.0928e-17	1.14167e-14
GSE87466	238674_PM_at				87	21	6.69098	4.61038	2.08061	9.99243	6.3249e-17	1.18112e-14
GSE87466	229625_PM_at	GBP5	guanylate binding protein 5	115362	87	21	9.44109	7.78551	1.65557	11.5856	6.62681e-17	1.23286e-14
GSE87466	213172_PM_at	TTC9	tetratricopeptide repeat domain 9	23508	87	21	4.42583	3.27482	1.15101	11.3521	6.64705e-17	1.23286e-14
GSE87466	208607_PM_s_at	SAA2	serum amyloid A2	6289	87	21	9.9378	5.88615	4.05164	13.2657	6.85345e-17	1.26422e-14
GSE87466	205922_PM_at	VNN2	vanin 2	8875	87	21	8.14419	6.56316	1.58103	10.2953	6.86233e-17	1.26422e-14
GSE87466	222449_PM_at	PMEPA1	prostate transmembrane protein, androgen induced 1	56937	87	21	9.62146	8.3997	1.22175	13.3871	6.88552e-17	1.26423e-14
GSE87466	211980_PM_at	COL4A1	collagen type IV alpha 1 chain	1282	87	21	10.5276	8.95699	1.5706	13.4299	7.06378e-17	1.29262e-14
GSE87466	203083_PM_at	THBS2	thrombospondin 2	7058	87	21	9.1701	6.90785	2.26225	11.0779	7.09114e-17	1.29331e-14
GSE87466	209395_PM_at	CHI3L1	chitinase 3 like 1	1116	87	21	10.6325	5.4154	5.21713	14.3113	7.20594e-17	1.30572e-14
GSE87466	210524_PM_x_at				87	21	10.3058	11.7094	-1.40358	-11.271	7.2308e-17	1.30572e-14
GSE87466	203868_PM_s_at	VCAM1	vascular cell adhesion molecule 1	7412	87	21	10.5647	9.22456	1.34013	14.3597	7.22527e-17	1.30572e-14
GSE87466	220834_PM_at	MS4A12	membrane spanning 4-domains A12	54860	87	21	10.4032	12.1378	-1.73464	-9.94642	7.56935e-17	1.36236e-14
GSE87466	244876_PM_at				87	21	7.14792	5.98162	1.1663	10.2124	7.64909e-17	1.3722e-14
GSE87466	209070_PM_s_at	RGS5	regulator of G-protein signaling 5	8490	87	21	6.89614	5.03762	1.85852	11.0453	7.80043e-17	1.39477e-14
GSE87466	202450_PM_s_at	CTSK	cathepsin K	1513	87	21	9.80637	8.05684	1.74954	13.5909	8.41962e-17	1.49571e-14
GSE87466	243481_PM_at	RHOJ	ras homolog family member J	57381	87	21	7.71961	6.39733	1.32228	11.8516	8.39432e-17	1.49571e-14
GSE87466	240422_PM_at				87	21	6.63431	8.28825	-1.65393	-11.2665	8.45457e-17	1.49706e-14
GSE87466	234951_PM_s_at	COL12A1	collagen type XII alpha 1 chain	1303	87	21	6.56644	5.21221	1.35423	10.068	8.60269e-17	1.51837e-14
GSE87466	236513_PM_at				87	21	8.99899	10.0299	-1.03088	-10.0861	8.96833e-17	1.57782e-14
GSE87466	205799_PM_s_at	SLC3A1	solute carrier family 3 member 1	6519	87	21	7.26605	9.6757	-2.40964	-12.0724	9.13528e-17	1.60204e-14
GSE87466	200665_PM_s_at	SPARC	secreted protein acidic and cysteine rich	6678	87	21	11.7012	10.6881	1.01303	13.0266	9.25774e-17	1.61833e-14
GSE87466	230499_PM_at	BIRC3	baculoviral IAP repeat containing 3	330	87	21	7.78324	6.3131	1.47014	12.8686	1.00453e-16	1.75041e-14
GSE87466	209875_PM_s_at	SPP1	secreted phosphoprotein 1	6696	87	21	7.843	5.57363	2.26937	10.2638	1.0096e-16	1.75366e-14
GSE87466	1552365_PM_at	SCIN	scinderin	85477	87	21	7.43996	9.19467	-1.7547	-10.8398	1.04521e-16	1.80977e-14
GSE87466	211661_PM_x_at	PTAFR	platelet activating factor receptor	5724	87	21	6.51554	5.53049	0.985051	10.2483	1.05336e-16	1.81813e-14
GSE87466	207610_PM_s_at	ADGRE2	adhesion G protein-coupled receptor E2	30817	87	21	6.16406	4.08016	2.08391	12.1545	1.07174e-16	1.84403e-14
GSE87466	203435_PM_s_at	MME	membrane metallo-endopeptidase	4311	87	21	6.86029	5.31866	1.54163	10.5261	1.08306e-16	1.85767e-14
GSE87466	208782_PM_at	FSTL1	follistatin like 1	11167	87	21	10.1191	8.84907	1.27002	12.8574	1.13737e-16	1.94472e-14
GSE87466	206955_PM_at	AQP7	aquaporin 7	364	87	21	5.97028	8.42265	-2.45237	-15.8936	1.16523e-16	1.98457e-14
GSE87466	1556989_PM_at				87	21	6.33073	4.85144	1.47929	11.7389	1.16793e-16	1.98457e-14
GSE87466	225623_PM_at	CIPC	CLOCK interacting pacemaker	85457	87	21	8.45447	9.60332	-1.14885	-12.8668	1.19702e-16	2.02771e-14
GSE87466	209683_PM_at	FAM49A	family with sequence similarity 49 member A	81553	87	21	7.92427	6.7488	1.17546	11.5016	1.20089e-16	2.02798e-14
GSE87466	1553055_PM_a_at	SLFN5	schlafen family member 5	162394	87	21	5.6314	4.65711	0.974286	10.9725	1.20535e-16	2.02925e-14
GSE87466	205013_PM_s_at	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1 like	23384	87	21	8.63512	7.60081	1.03431	10.9112	1.24541e-16	2.09026e-14
GSE87466	236341_PM_at	CTLA4	cytotoxic T-lymphocyte associated protein 4	1493	87	21	8.26258	5.45066	2.81191	13.2409	1.24924e-16	2.09028e-14
GSE87466	226364_PM_at	HIP1	huntingtin interacting protein 1	3092	87	21	6.87956	5.82522	1.05433	12.2229	1.3021e-16	2.17209e-14
GSE87466	237515_PM_at	TMEM56	transmembrane protein 56	148534	87	21	6.71507	8.55943	-1.84436	-12.7349	1.324e-16	2.2019e-14
GSE87466	226961_PM_at	PRR15	proline rich 15	222171	87	21	10.4086	11.5608	-1.15218	-10.3193	1.35589e-16	2.24811e-14
GSE87466	1555938_PM_x_at	VIM	vimentin	7431	87	21	5.79751	4.81156	0.985945	10.3684	1.4628e-16	2.41076e-14
GSE87466	217192_PM_s_at	PRDM1	PR/SET domain 1	639	87	21	6.25205	5.60123	0.650815	9.8159	1.45999e-16	2.41076e-14
GSE87466	229523_PM_at	TMEM200C	transmembrane protein 200C	645369	87	21	6.81081	5.60476	1.20604	10.2258	1.46785e-16	2.41181e-14
GSE87466	231559_PM_at	NNMT	nicotinamide N-methyltransferase	4837	87	21	8.19977	5.94443	2.25534	12.7568	1.5278e-16	2.49809e-14
GSE87466	238143_PM_at	LYPD8	LY6/PLAUR domain containing 8	646627	87	21	10.3173	12.0418	-1.72445	-9.99595	1.52949e-16	2.49809e-14
GSE87466	207096_PM_at	SAA4	serum amyloid A4, constitutive	6291	87	21	8.01152	6.27997	1.73155	10.1752	1.57362e-16	2.56252e-14
GSE87466	227317_PM_at	LMCD1	LIM and cysteine rich domains 1	29995	87	21	8.18167	7.2519	0.929774	11.3903	1.6132e-16	2.61918e-14
GSE87466	202499_PM_s_at	SLC2A3	solute carrier family 2 member 3	6515	87	21	8.97588	6.84653	2.12935	12.2462	1.65712e-16	2.68252e-14
GSE87466	1558397_PM_at	PECAM1	platelet and endothelial cell adhesion molecule 1	5175	87	21	7.6276	6.13981	1.48779	11.5578	1.71563e-16	2.76905e-14
GSE87466	207502_PM_at	GUCA2B	guanylate cyclase activator 2B	2981	87	21	7.7139	10.5346	-2.82073	-11.1941	1.73791e-16	2.78856e-14
GSE87466	213060_PM_s_at	CHI3L2	chitinase 3 like 2	1117	87	21	7.22973	5.08642	2.14331	10.8688	1.73731e-16	2.78856e-14
GSE87466	227289_PM_at	PCDH17	protocadherin 17	27253	87	21	6.17048	4.49483	1.67565	11.9618	1.77696e-16	2.84288e-14
GSE87466	226729_PM_at	USP37	ubiquitin specific peptidase 37	57695	87	21	8.79564	9.62479	-0.829148	-12.4086	1.83885e-16	2.93331e-14
GSE87466	226694_PM_at	PALM2-AKAP2	PALM2-AKAP2 readthrough	445815	87	21	9.07894	8.0751	1.00384	11.8143	1.85425e-16	2.94928e-14
GSE87466	213385_PM_at	CHN2	chimerin 2	1124	87	21	7.83122	9.04707	-1.21585	-11.1713	1.88552e-16	2.99033e-14
GSE87466	216236_PM_s_at	SLC2A14	solute carrier family 2 member 14	144195	87	21	7.12553	5.78553	1.34	10.0938	1.89523e-16	2.99704e-14
GSE87466	204007_PM_at	FCGR3B	Fc fragment of IgG receptor IIIb	2215	87	21	8.60871	5.21329	3.39542	12.1279	1.90311e-16	3.00083e-14
GSE87466	243296_PM_at	NAMPT	nicotinamide phosphoribosyltransferase	10135	87	21	8.91947	6.70885	2.21061	11.468	1.91574e-16	3.01206e-14
GSE87466	206210_PM_s_at	CETP	cholesteryl ester transfer protein	1071	87	21	5.77795	4.5455	1.23245	9.7593	2.04101e-16	3.19982e-14
GSE87466	208433_PM_s_at	LRP8	LDL receptor related protein 8	7804	87	21	6.60589	4.89692	1.70897	13.5268	2.05924e-16	3.21918e-14
GSE87466	201506_PM_at	TGFBI	transforming growth factor beta induced	7045	87	21	11.6051	10.604	1.00109	12.074	2.07129e-16	3.22879e-14
GSE87466	234312_PM_s_at	ACSS2	acyl-CoA synthetase short-chain family member 2	55902	87	21	9.88504	10.9329	-1.04784	-11.0529	2.11943e-16	3.29445e-14
GSE87466	210825_PM_s_at	PEBP1	phosphatidylethanolamine binding protein 1	5037	87	21	11.4739	11.9686	-0.494726	-12.5218	2.3283e-16	3.60886e-14
