accession	probe_id	gene_symbol	gene_title	gene_id	n_case	n_control	mean_case	mean_control	log2fc	t_stat	p_value	fdr
GSE87466	212290_PM_at	SLC7A1	solute carrier family 7 member 1	6541	87	21	9.06966	8.29076	0.778898	4.51698	0.000137014	0.000861791
GSE87466	1558931_PM_at	CARMIL1	capping protein regulator and myosin 1 linker 1	55604	87	21	4.33218	4.58997	-0.257784	-4.41598	0.000137212	0.000862937
GSE87466	218826_PM_at	SLC35F2	solute carrier family 35 member F2	54733	87	21	9.57593	10.113	-0.537022	-4.27881	0.000137372	0.000863745
GSE87466	202837_PM_at	TRAFD1	TRAF-type zinc finger domain containing 1	10906	87	21	8.65617	8.21049	0.445682	4.41612	0.000137364	0.000863745
GSE87466	238763_PM_at	RBM20	RNA binding motif protein 20	282996	87	21	3.99631	4.50161	-0.505307	-4.59201	0.000137731	0.000865903
GSE87466	211872_PM_s_at	RGS11	regulator of G-protein signaling 11	8786	87	21	4.79851	5.05677	-0.258255	-4.38618	0.000137792	0.000866187
GSE87466	204086_PM_at	PRAME	preferentially expressed antigen in melanoma	23532	87	21	3.96267	4.20057	-0.237905	-4.34671	0.00013799	0.000867332
GSE87466	1561305_PM_at	LOC101927849	uncharacterized LOC101927849	101927849	87	21	5.4693	5.80157	-0.332264	-4.347	0.000138019	0.000867414
GSE87466	201041_PM_s_at	DUSP1	dual specificity phosphatase 1	1843	87	21	8.87514	8.36469	0.510452	4.12345	0.000138061	0.000867579
GSE87466	1562743_PM_at	ZNF33B	zinc finger protein 33B	7582	87	21	5.17981	5.47366	-0.293848	-4.46162	0.0001381	0.000867624
GSE87466	210318_PM_at	RBP3	retinol binding protein 3	5949	87	21	6.08966	6.30973	-0.220068	-4.30557	0.000138093	0.000867624
GSE87466	212836_PM_at	POLD3	DNA polymerase delta 3, accessory subunit	10714	87	21	9.22264	8.88163	0.341016	4.38782	0.000138125	0.000867682
GSE87466	209818_PM_s_at	HABP4	hyaluronan binding protein 4	22927	87	21	7.22703	6.82604	0.400982	4.23937	0.000138356	0.000869033
GSE87466	206584_PM_at	LY96	lymphocyte antigen 96	23643	87	21	10.2857	9.13994	1.14581	4.5479	0.000138508	0.000869888
GSE87466	223824_PM_at	RNLS	renalase, FAD dependent amine oxidase	55328	87	21	7.27147	7.86129	-0.589813	-4.41258	0.000138632	0.000870567
GSE87466	203793_PM_x_at	PCGF2	polycomb group ring finger 2	7703	87	21	8.93486	9.3807	-0.445847	-4.49495	0.000139018	0.000872891
GSE87466	203692_PM_s_at	E2F3	E2F transcription factor 3	1871	87	21	8.51484	7.96668	0.548162	4.45547	0.000139189	0.000873864
GSE87466	221977_PM_at	TBX2	T-box 2	6909	87	21	4.63289	4.83733	-0.204446	-4.2833	0.0001393	0.000874461
GSE87466	208998_PM_at	UCP2	uncoupling protein 2	7351	87	21	11.1766	10.5101	0.666486	4.44629	0.000139529	0.000875798
GSE87466	241694_PM_at	PKHD1	polycystic kidney and hepatic disease 1 (autosomal recessive)	5314	87	21	3.58403	3.98326	-0.399231	-4.56463	0.000139608	0.000876193
GSE87466	219849_PM_at	ZNF671	zinc finger protein 671	79891	87	21	6.44059	6.04718	0.393416	4.33112	0.000139638	0.000876281
GSE87466	229273_PM_at	SALL1	spalt like transcription factor 1	6299	87	21	8.51206	7.97105	0.541007	4.34245	0.000139779	0.000877065
GSE87466	219775_PM_s_at	CPLX3	complexin 3	594855	87	21	4.72128	4.96202	-0.240741	-4.31304	0.000139843	0.000877366
GSE87466	208143_PM_s_at	EDDM3A	epididymal protein 3A	10876	87	21	3.32307	3.49034	-0.167272	-4.37417	0.000139887	0.000877542
GSE87466	234356_PM_at	DKFZP434K028	uncharacterized LOC26070	26070	87	21	5.79827	6.1091	-0.310831	-4.39293	0.000140032	0.00087835
GSE87466	213141_PM_at	PSKH1	protein serine kinase H1	5681	87	21	5.59298	5.94832	-0.355344	-4.46003	0.000140237	0.000879535
GSE87466	232973_PM_at	DOCK1	dedicator of cytokinesis 1	1793	87	21	4.85653	5.13667	-0.280137	-4.33668	0.000140316	0.00087993
GSE87466	48117_PM_at	SGF29	SAGA complex associated factor 29	112869	87	21	8.27731	8.60298	-0.325672	-4.39342	0.000140467	0.000880776
GSE87466	234732_PM_s_at	EFCAB6	EF-hand calcium binding domain 6	64800	87	21	4.41942	4.61236	-0.192942	-4.29838	0.000140676	0.000881985
GSE87466	204487_PM_s_at	KCNQ1	potassium voltage-gated channel subfamily Q member 1	3784	87	21	8.46827	8.95419	-0.485919	-4.26929	0.000140956	0.00088364
GSE87466	220118_PM_at	ZBTB32	zinc finger and BTB domain containing 32	27033	87	21	5.77277	5.41226	0.360511	4.24663	0.000141023	0.000883958
GSE87466	216708_PM_x_at	IGLJ3	immunoglobulin lambda joining 3	28831	87	21	12.3474	11.5345	0.812869	4.61773	0.0001411	0.00088434
GSE87466	206171_PM_at	ADORA3	adenosine A3 receptor	140	87	21	6.63386	7.42524	-0.79138	-4.39707	0.000141265	0.000885234
GSE87466	201786_PM_s_at	ADAR	adenosine deaminase, RNA specific	103	87	21	11.7711	11.5329	0.23826	4.40631	0.000141275	0.000885234
GSE87466	1566740_PM_at	PLCE1	phospholipase C epsilon 1	51196	87	21	3.50115	3.69727	-0.196122	-4.29704	0.000141308	0.000885339
GSE87466	221572_PM_s_at	SLC26A6	solute carrier family 26 member 6	65010	87	21	8.5339	9.1104	-0.576491	-4.4229	0.000141339	0.000885432
GSE87466	1554978_PM_at	ERICH1-AS1	ERICH1 antisense RNA 1	619343	87	21	3.27929	3.42878	-0.149485	-4.34324	0.000141506	0.000886377
GSE87466	202856_PM_s_at	SLC16A3	solute carrier family 16 member 3	9123	87	21	9.43835	8.78741	0.65094	4.46405	0.00014168	0.000887365
GSE87466	233220_PM_at	GRIN3A	glutamate ionotropic receptor NMDA type subunit 3A	116443	87	21	5.78424	5.24501	0.539225	4.11803	0.00014176	0.000887663
GSE87466	216035_PM_x_at	TCF7L2	transcription factor 7 like 2	6934	87	21	10.2592	10.7474	-0.48823	-4.26895	0.000141749	0.000887663
GSE87466	1559760_PM_at	LOC401220	uncharacterized LOC401220	401220	87	21	3.87349	4.12702	-0.253531	-4.47675	0.000141913	0.000888519
GSE87466	205365_PM_at	HOXB6	homeobox B6	3216	87	21	4.45012	4.7822	-0.332084	-4.29634	0.000142262	0.000890602
GSE87466	1568955_PM_at	SRGAP2C	SLIT-ROBO Rho GTPase activating protein 2C	653464	87	21	7.56026	6.67045	0.889812	4.44467	0.000142393	0.000891256
GSE87466	210582_PM_s_at	LIMK2	LIM domain kinase 2	3985	87	21	8.906	9.19721	-0.291208	-4.09435	0.000142399	0.000891256
GSE87466	202572_PM_s_at	DLGAP4	DLG associated protein 4	22839	87	21	7.66921	7.23692	0.43229	4.49312	0.000142434	0.000891373
GSE87466	232045_PM_at	PHACTR1	phosphatase and actin regulator 1	221692	87	21	4.9221	4.6548	0.267308	4.00411	0.000142542	0.000891947
GSE87466	233279_PM_at				87	21	5.05375	5.35117	-0.297417	-4.42161	0.000142597	0.000892189
GSE87466	1570537_PM_a_at	LOC101928902	uncharacterized LOC101928902	101928902	87	21	5.28787	5.60268	-0.314803	-4.43322	0.000142796	0.000893332
GSE87466	204411_PM_at	KIF21B	kinesin family member 21B	23046	87	21	8.08649	7.23707	0.849417	4.44634	0.00014284	0.000893505
GSE87466	226117_PM_at	TIFA	TRAF interacting protein with forkhead associated domain	92610	87	21	9.94864	9.054	0.894634	4.48871	0.000142865	0.000893559
GSE87466	207871_PM_s_at	ST7	suppression of tumorigenicity 7	7982	87	21	8.69469	8.1341	0.560589	4.44731	0.000142929	0.000893858
GSE87466	235680_PM_at				87	21	7.0685	5.9829	1.0856	4.39776	0.000142967	0.000893993
GSE87466	1569659_PM_at	LOC100506895	uncharacterized LOC100506895	100506895	87	21	4.45339	4.6296	-0.176213	-4.27572	0.000143003	0.000894116
GSE87466	212712_PM_at	CAMSAP1	calmodulin regulated spectrin associated protein 1	157922	87	21	7.40083	7.06358	0.337251	4.35017	0.000143133	0.000894827
GSE87466	227838_PM_at	UNC5C	unc-5 netrin receptor C	8633	87	21	8.19994	7.85338	0.346559	4.12635	0.000143435	0.000896612
GSE87466	225796_PM_at	PXK	PX domain containing serine/threonine kinase like	54899	87	21	5.86307	5.3732	0.489879	4.19711	0.000143503	0.000896832
GSE87466	217846_PM_at	QARS	glutaminyl-tRNA synthetase	5859	87	21	11.3038	11.524	-0.220275	-4.23054	0.000143502	0.000896832
GSE87466	208892_PM_s_at	DUSP6	dual specificity phosphatase 6	1848	87	21	10.0597	9.59119	0.468563	4.48002	0.000143522	0.000896849
GSE87466	212601_PM_at	ZZEF1	zinc finger ZZ-type and EF-hand domain containing 1	23140	87	21	9.17367	9.79315	-0.619482	-4.50153	0.000143597	0.000897215
GSE87466	205722_PM_s_at	GFRA2	GDNF family receptor alpha 2	2675	87	21	4.64298	4.91932	-0.27634	-4.29779	0.000144044	0.000899905
GSE87466	201663_PM_s_at	SMC4	structural maintenance of chromosomes 4	10051	87	21	7.78212	7.23937	0.542755	4.46468	0.000144069	0.000899958
GSE87466	215232_PM_at	ARHGAP44	Rho GTPase activating protein 44	9912	87	21	5.55845	6.62135	-1.06291	-4.52948	0.000144133	0.00090005
GSE87466	215661_PM_at	MAST2	microtubule associated serine/threonine kinase 2	23139	87	21	5.80682	6.14213	-0.335311	-4.38079	0.000144126	0.00090005
GSE87466	238088_PM_at	LOC100129194	hypothetical LOC100129194	100129194	87	21	4.93681	5.16624	-0.229434	-4.24631	0.000144115	0.00090005
GSE87466	228757_PM_at	HSD11B1L	hydroxysteroid 11-beta dehydrogenase 1 like	374875	87	21	6.06591	6.32045	-0.254539	-4.36111	0.000144447	0.000901908
GSE87466	203954_PM_x_at	CLDN3	claudin 3	1365	87	21	9.24488	9.73814	-0.49326	-4.11823	0.000144533	0.000902342
GSE87466	229772_PM_at	DEFB123	defensin beta 123	245936	87	21	4.78014	5.05585	-0.275713	-4.40613	0.000144638	0.000902894
GSE87466	213154_PM_s_at	BICD2	BICD cargo adaptor 2	23299	87	21	8.0422	7.73546	0.306747	4.14378	0.000144664	0.000902954
GSE87466	224946_PM_s_at	CCDC115	coiled-coil domain containing 115	84317	87	21	7.85241	8.43595	-0.583543	-4.49144	0.000144773	0.000903531
GSE87466	206090_PM_s_at	TSNAX-DISC1	TSNAX-DISC1 readthrough (NMD candidate)	100303453	87	21	5.54573	5.0965	0.449236	4.24912	0.000144826	0.000903759
GSE87466	1564763_PM_at				87	21	4.15056	4.42032	-0.269758	-4.42277	0.000144857	0.000903849
GSE87466	228450_PM_at	PLEKHA7	pleckstrin homology domain containing A7	144100	87	21	7.22552	7.7117	-0.486173	-4.26825	0.000144947	0.000904223
GSE87466	225587_PM_at	TMEM129	transmembrane protein 129	92305	87	21	7.27126	7.60349	-0.332221	-4.41758	0.00014495	0.000904223
GSE87466	217931_PM_at	CNPY3	canopy FGF signaling regulator 3	10695	87	21	8.231	7.798	0.432993	4.30313	0.000145047	0.000904725
GSE87466	220325_PM_at	TAF7L	TATA-box binding protein associated factor 7 like	54457	87	21	3.96266	4.191	-0.228336	-4.31826	0.000145418	0.000906936
GSE87466	230906_PM_at	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10	55568	87	21	5.73908	5.4276	0.311472	4.36973	0.000145471	0.000907163
GSE87466	202951_PM_at	STK38	serine/threonine kinase 38	11329	87	21	10.3563	10.8614	-0.505084	-4.51502	0.000145561	0.000907621
GSE87466	1556841_PM_a_at	ALDH1L2	aldehyde dehydrogenase 1 family member L2	160428	87	21	3.95342	3.73272	0.220693	4.07318	0.000145903	0.000909649
GSE87466	1568908_PM_at	LOC101927348	uncharacterized LOC101927348	101927348	87	21	3.63056	3.85449	-0.223929	-4.41632	0.000146269	0.000911827
GSE87466	211141_PM_s_at	CNOT3	CCR4-NOT transcription complex subunit 3	4849	87	21	4.94452	5.1482	-0.203677	-4.20697	0.000146368	0.000912341
GSE87466	242367_PM_at				87	21	4.95248	5.15231	-0.199835	-4.19281	0.000146408	0.000912486
GSE87466	214090_PM_at	PAWR	pro-apoptotic WT1 regulator	5074	87	21	5.38193	5.69321	-0.31128	-4.2622	0.00014661	0.000913641
GSE87466	205433_PM_at	BCHE	butyrylcholinesterase	590	87	21	4.83988	5.52573	-0.685848	-4.31904	0.000146657	0.00091383
GSE87466	1559821_PM_at				87	21	5.53201	5.75947	-0.227462	-4.24651	0.000146716	0.000914093
GSE87466	208534_PM_s_at	RASA4CP	RAS p21 protein activator 4C, pseudogene	401331	87	21	6.60347	6.05387	0.549602	4.38397	0.00014724	0.000917253
GSE87466	201335_PM_s_at	ARHGEF12	Rho guanine nucleotide exchange factor 12	23365	87	21	5.64386	6.05273	-0.408875	-4.34296	0.000147308	0.000917573
GSE87466	207664_PM_at	ADAM2	ADAM metallopeptidase domain 2	2515	87	21	3.49232	3.61483	-0.12251	-4.2793	0.000147397	0.000918022
GSE87466	207679_PM_at	PAX3	paired box 3	5077	87	21	4.33416	4.53616	-0.201999	-4.30448	0.000147709	0.000919861
GSE87466	226825_PM_s_at	TMEM165	transmembrane protein 165	55858	87	21	8.94219	8.00727	0.934922	4.36599	0.000147788	0.000920248
GSE87466	233195_PM_at	DNAI1	dynein axonemal intermediate chain 1	27019	87	21	5.06647	5.28784	-0.221367	-4.32239	0.000147881	0.000920722
GSE87466	201127_PM_s_at	ACLY	ATP citrate lyase	47	87	21	8.5456	8.2836	0.261999	4.49623	0.000147929	0.000920917
GSE87466	209978_PM_s_at	PLG	plasminogen	5340	87	21	4.33649	4.53311	-0.196628	-4.35345	0.000147949	0.000920936
GSE87466	227334_PM_at	USP54	ubiquitin specific peptidase 54	159195	87	21	9.14613	9.63296	-0.486826	-4.23316	0.000147971	0.000920968
GSE87466	220100_PM_at	SLC22A11	solute carrier family 22 member 11	55867	87	21	4.33823	4.5683	-0.230068	-4.26594	0.000148454	0.000923869
GSE87466	242307_PM_at	ZNF789	zinc finger protein 789	285989	87	21	4.26077	4.62519	-0.364413	-4.36041	0.00014857	0.000924486
GSE87466	217719_PM_at	EIF3L	eukaryotic translation initiation factor 3 subunit L	51386	87	21	12.4155	12.5473	-0.131762	-4.32171	0.000148665	0.000924972
GSE87466	212181_PM_s_at	NUDT4P1	nudix hydrolase 4 pseudogene 1	440672	87	21	10.2817	10.6242	-0.342529	-4.2165	0.000148721	0.000925215
GSE87466	230672_PM_at				87	21	5.84708	6.29636	-0.449285	-4.44413	0.000148819	0.00092572
GSE87466	201858_PM_s_at	SRGN	serglycin	5552	87	21	9.37374	7.76441	1.60933	4.42213	0.000148906	0.000926156
GSE87466	224403_PM_at	FCRL4	Fc receptor like 4	83417	87	21	4.83186	4.26778	0.564074	4.19833	0.000148959	0.00092638
GSE87466	228490_PM_at	ABHD2	abhydrolase domain containing 2	11057	87	21	7.51497	6.84166	0.673311	4.41776	0.000149018	0.000926605
GSE87466	230774_PM_at	PTGR2	prostaglandin reductase 2	145482	87	21	4.61137	5.12078	-0.509413	-4.34512	0.000149029	0.000926605
GSE87466	214476_PM_at	TFF2	trefoil factor 2	7032	87	21	7.16741	6.07538	1.09204	4.18653	0.000149066	0.000926729
GSE87466	244221_PM_at				87	21	4.05597	4.3154	-0.259426	-4.39632	0.000149217	0.000927563
GSE87466	228791_PM_at				87	21	8.80672	9.44484	-0.638121	-4.34646	0.00014926	0.000927725
GSE87466	209525_PM_at	HDGFRP3	hepatoma-derived growth factor, related protein 3	50810	87	21	7.03763	6.29611	0.741517	4.43061	0.000149683	0.000930236
GSE87466	1563179_PM_at				87	21	3.22097	3.42248	-0.201507	-4.43493	0.000149698	0.000930236
GSE87466	213238_PM_at	ATP10D	ATPase phospholipid transporting 10D (putative)	57205	87	21	8.36672	7.69089	0.675826	4.4548	0.000150137	0.000932752
GSE87466	210138_PM_at	RGS20	regulator of G-protein signaling 20	8601	87	21	4.01282	4.20482	-0.192001	-4.37698	0.00015012	0.000932752
GSE87466	203567_PM_s_at	TRIM38	tripartite motif containing 38	10475	87	21	10.1023	9.69094	0.411399	4.45844	0.000150195	0.000933006
GSE87466	228705_PM_at	CAPN12	calpain 12	147968	87	21	7.94841	7.61769	0.330719	4.22939	0.000150215	0.000933025
GSE87466	224244_PM_s_at	APOA5	apolipoprotein A5	116519	87	21	3.35763	3.51706	-0.159424	-4.2992	0.000150439	0.00093431
GSE87466	1553607_PM_at	LINC00189	long intergenic non-protein coding RNA 189	193629	87	21	3.49742	3.29149	0.205935	4.08821	0.000150472	0.000934409
GSE87466	202158_PM_s_at	CELF2	CUGBP, Elav-like family member 2	10659	87	21	8.95695	8.4426	0.514355	4.44355	0.000150938	0.000936877
GSE87466	219820_PM_at	SLC6A16	solute carrier family 6 member 16	28968	87	21	4.74013	4.29354	0.446584	4.10651	0.000150935	0.000936877
GSE87466	207302_PM_at	SGCG	sarcoglycan gamma	6445	87	21	3.47672	3.74521	-0.268492	-4.4797	0.000150923	0.000936877
GSE87466	1562876_PM_s_at	MIR4435-2HG	MIR4435-2 host gene	541471	87	21	3.66167	3.50247	0.159202	4.12317	0.000150919	0.000936877
GSE87466	220373_PM_at	DCHS2	dachsous cadherin-related 2	54798	87	21	3.43911	3.5851	-0.145993	-4.22799	0.000151176	0.000938248
GSE87466	209405_PM_s_at	FAM3A	family with sequence similarity 3 member A	60343	87	21	7.73532	8.15947	-0.424149	-4.35111	0.000151235	0.000938508
GSE87466	242438_PM_at	ASXL1	additional sex combs like 1, transcriptional regulator	171023	87	21	6.86334	6.33442	0.528925	4.29925	0.00015143	0.000939611
GSE87466	228008_PM_at	ARID3A	AT-rich interaction domain 3A	1820	87	21	6.95039	6.53817	0.412215	4.31813	0.000151507	0.000939969
GSE87466	228076_PM_s_at	NOL6	nucleolar protein 6	65083	87	21	3.85599	4.03543	-0.179441	-4.26941	0.000151522	0.000939969
GSE87466	208239_PM_at	FOXE1	forkhead box E1	2304	87	21	5.14747	5.39179	-0.24432	-4.25672	0.000151624	0.000940495
GSE87466	1553856_PM_s_at	P2RY10	purinergic receptor P2Y10	27334	87	21	5.49577	5.22614	0.269626	4.16533	0.000151708	0.000940909
GSE87466	208426_PM_x_at	KIR2DL5A	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A	57292	87	21	4.55133	5.08557	-0.534244	-4.49845	0.000151795	0.000941342
GSE87466	228171_PM_s_at	PLEKHG4	pleckstrin homology and RhoGEF domain containing G4	25894	87	21	6.04147	6.54073	-0.499263	-4.4089	0.00015204	0.000942755
GSE87466	223636_PM_at	ZMYND12	zinc finger MYND-type containing 12	84217	87	21	5.58275	6.09039	-0.507644	-4.33258	0.000152157	0.00094336
GSE87466	223607_PM_x_at	ZSWIM1	zinc finger SWIM-type containing 1	90204	87	21	6.24618	6.53878	-0.292599	-4.43089	0.000152172	0.00094336
GSE87466	237115_PM_at				87	21	5.37601	5.71054	-0.334528	-4.31356	0.000152254	0.000943761
GSE87466	234574_PM_at				87	21	5.2663	4.93175	0.334545	4.31733	0.000152307	0.000943982
GSE87466	234653_PM_at	NLRP2B	NLR family pyrin domain containing 2B	286430	87	21	4.34531	4.53917	-0.193861	-4.37884	0.000152424	0.000944601
GSE87466	226560_PM_at	SGPP2	sphingosine-1-phosphate phosphatase 2	130367	87	21	10.0799	10.3895	-0.309572	-4.07697	0.000152549	0.000945268
GSE87466	210743_PM_s_at	CDC14A	cell division cycle 14A	8556	87	21	4.77285	5.37663	-0.603779	-4.4126	0.00015262	0.000945601
GSE87466	230710_PM_at	MIR210HG	MIR210 host gene	100506211	87	21	7.00587	7.56875	-0.562876	-4.14467	0.000152841	0.000946863
GSE87466	231498_PM_at				87	21	4.29193	5.2279	-0.935963	-4.59289	0.000153004	0.000947766
GSE87466	223657_PM_at	FAM167B	family with sequence similarity 167 member B	84734	87	21	6.40194	6.08578	0.316161	4.15804	0.000153035	0.00094785
GSE87466	204054_PM_at	PTEN	phosphatase and tensin homolog	5728	87	21	8.9733	9.40937	-0.436066	-4.41633	0.00015327	0.000949198
GSE87466	206567_PM_s_at	PHF20	PHD finger protein 20	51230	87	21	8.23856	7.51918	0.719382	4.44804	0.000153295	0.000949246
GSE87466	216787_PM_at				87	21	4.73776	4.97178	-0.234018	-4.35463	0.000153359	0.000949427
GSE87466	221300_PM_at	NPAP1	nuclear pore associated protein 1	23742	87	21	5.42216	5.65052	-0.228366	-4.22452	0.000153347	0.000949427
GSE87466	239966_PM_at				87	21	6.66339	6.15686	0.506537	4.13662	0.000153494	0.000950155
GSE87466	1561759_PM_at	LOC645513	septin 7 pseudogene	645513	87	21	5.31908	4.70653	0.612553	4.18286	0.000153805	0.000951973
GSE87466	1558561_PM_at	HM13	histocompatibility minor 13	81502	87	21	5.9549	5.1967	0.758193	4.26824	0.00015411	0.000953753
GSE87466	1557222_PM_at				87	21	8.11567	8.6406	-0.524935	-4.31169	0.000154139	0.000953824
GSE87466	1565778_PM_at	ABCA8	ATP binding cassette subfamily A member 8	10351	87	21	4.75695	5.08939	-0.33244	-4.35607	0.000154232	0.000954292
GSE87466	235174_PM_s_at	LINC01003	long intergenic non-protein coding RNA 1003	100128822	87	21	6.08618	6.87779	-0.791609	-4.35799	0.000154305	0.000954636
GSE87466	225011_PM_at	PRKAR2A	protein kinase cAMP-dependent type II regulatory subunit alpha	5576	87	21	9.9833	10.3008	-0.317519	-4.24132	0.000154403	0.000955134
GSE87466	233058_PM_at	GPSM2	G-protein signaling modulator 2	29899	87	21	6.11421	6.49613	-0.381919	-4.23656	0.000154503	0.000955645
GSE87466	208612_PM_at	PDIA3	protein disulfide isomerase family A member 3	2923	87	21	11.5593	11.0426	0.516642	4.49731	0.000154526	0.000955679
GSE87466	1556283_PM_s_at	FGFR1OP2	FGFR1 oncogene partner 2	26127	87	21	8.12024	7.41512	0.705126	4.45108	0.000154645	0.000956307
GSE87466	206901_PM_at	C19orf57	chromosome 19 open reading frame 57	79173	87	21	5.93012	6.15698	-0.226865	-4.25167	0.00015476	0.00095691
GSE87466	206002_PM_at	ADGRG2	adhesion G protein-coupled receptor G2	10149	87	21	3.57394	3.29283	0.281111	3.97448	0.000155034	0.000958496
GSE87466	41512_PM_at	BRAP	BRCA1 associated protein	8315	87	21	8.15263	8.56834	-0.415716	-4.42799	0.000155079	0.000958665
GSE87466	243546_PM_at				87	21	6.50416	6.0864	0.417763	4.12343	0.000155547	0.00096145
GSE87466	1552311_PM_a_at	RAX2	retina and anterior neural fold homeobox 2	84839	87	21	6.94427	7.16672	-0.222444	-4.25521	0.000155598	0.000961656
GSE87466	223192_PM_at	SLC25A28	solute carrier family 25 member 28	81894	87	21	10.1659	9.78069	0.385212	4.38304	0.000155686	0.000962092
GSE87466	205509_PM_at	CPB1	carboxypeptidase B1	1360	87	21	5.56438	4.80035	0.764029	4.07875	0.000155726	0.00096223
GSE87466	218799_PM_at	GPN2	GPN-loop GTPase 2	54707	87	21	8.12012	8.4103	-0.290182	-4.23215	0.000155748	0.000962257
GSE87466	229645_PM_at	FAM69C	family with sequence similarity 69 member C	125704	87	21	3.67363	3.80834	-0.134708	-4.11389	0.000155777	0.000962328
GSE87466	218132_PM_s_at	TSEN34	tRNA splicing endonuclease subunit 34	79042	87	21	8.18501	8.55907	-0.374062	-4.44434	0.00015583	0.000962547
GSE87466	1565358_PM_at	RARA	retinoic acid receptor alpha	5914	87	21	3.93579	4.2312	-0.295407	-4.31573	0.000155876	0.000962722
GSE87466	222092_PM_at	PTPN21	protein tyrosine phosphatase, non-receptor type 21	11099	87	21	4.94168	5.27329	-0.331607	-4.40571	0.00015607	0.000963812
GSE87466	207747_PM_s_at	DOK4	docking protein 4	55715	87	21	7.00851	7.40227	-0.393753	-4.38106	0.000156116	0.000963987
GSE87466	204072_PM_s_at	FRY	FRY microtubule binding protein	10129	87	21	6.92813	6.447	0.481122	4.31807	0.000156258	0.000964755
GSE87466	564_PM_at	GNA11	G protein subunit alpha 11	2767	87	21	6.71079	7.45113	-0.740339	-4.27093	0.000156724	0.000967523
GSE87466	207698_PM_at	LINC01558	long intergenic non-protein coding RNA 1558	26238	87	21	4.94785	5.39485	-0.447002	-4.40873	0.000156742	0.000967525
GSE87466	1554899_PM_s_at	FCER1G	Fc fragment of IgE receptor Ig	2207	87	21	9.83844	8.87439	0.96405	4.47554	0.000156971	0.000968829
GSE87466	236020_PM_s_at	TRUB1	TruB pseudouridine synthase family member 1	142940	87	21	5.3765	5.72449	-0.347987	-4.39185	0.00015712	0.000969639
GSE87466	211858_PM_x_at	GNAS	GNAS complex locus	2778	87	21	11.9907	11.8404	0.150302	4.21042	0.000157417	0.000971362
GSE87466	223986_PM_x_at	DMRT2	doublesex and mab-3 related transcription factor 2	10655	87	21	4.50971	4.75639	-0.246679	-4.27537	0.000157626	0.000972542
GSE87466	218295_PM_s_at	NUP50	nucleoporin 50	10762	87	21	7.39597	6.86252	0.533452	4.44108	0.000157938	0.000974358
GSE87466	1560370_PM_x_at	ANKH	ANKH inorganic pyrophosphate transport regulator	56172	87	21	3.72238	4.10694	-0.384562	-4.33302	0.000157982	0.000974519
GSE87466	207283_PM_at	RPL23AP32	ribosomal protein L23a pseudogene 32	56969	87	21	7.05438	6.47764	0.576742	4.3206	0.000158222	0.00097589
GSE87466	202153_PM_s_at	NUP62	nucleoporin 62	23636	87	21	9.00925	8.67401	0.33524	4.42769	0.00015832	0.000976384
GSE87466	241801_PM_at	PGAP1	post-GPI attachment to proteins 1	80055	87	21	4.76959	5.27004	-0.500447	-4.46452	0.000158378	0.000976632
GSE87466	206209_PM_s_at	CA4	carbonic anhydrase 4	762	87	21	10.4058	11.2451	-0.839265	-4.04585	0.000158415	0.00097664
GSE87466	202239_PM_at	PARP4	poly(ADP-ribose) polymerase family member 4	143	87	21	10.3659	10.6444	-0.278568	-4.18475	0.00015841	0.00097664
GSE87466	211651_PM_s_at	LAMB1	laminin subunit beta 1	3912	87	21	9.92652	9.31921	0.607309	4.38431	0.000158523	0.000977195
GSE87466	223385_PM_at	CYP2S1	cytochrome P450 family 2 subfamily S member 1	29785	87	21	6.61227	7.09136	-0.47909	-4.24616	0.000158548	0.000977239
GSE87466	209135_PM_at	ASPH	aspartate beta-hydroxylase	444	87	21	11.5818	11.2545	0.327264	4.43242	0.000158608	0.000977499
GSE87466	214973_PM_x_at	LOC100292999	hypothetical protein LOC100292999	100292999	87	21	10.4644	9.25943	1.205	4.40061	0.000158648	0.000977635
GSE87466	205593_PM_s_at	PDE9A	phosphodiesterase 9A	5152	87	21	9.32871	10.1725	-0.84378	-4.1567	0.000158675	0.000977692
GSE87466	226065_PM_at	PRICKLE1	prickle planar cell polarity protein 1	144165	87	21	5.76612	5.47178	0.294341	4.0917	0.000158865	0.000978752
GSE87466	213474_PM_at	KCTD7	potassium channel tetramerization domain containing 7	154881	87	21	9.02657	8.57261	0.45396	4.31341	0.000158963	0.000979246
GSE87466	201065_PM_s_at	GTF2IP4	general transcription factor IIi pseudogene 4	100093631	87	21	9.88912	9.5834	0.305716	4.27378	0.0001591	0.000979979
GSE87466	240231_PM_at				87	21	6.17707	5.60746	0.569615	4.38382	0.000159203	0.000980503
GSE87466	244417_PM_at				87	21	4.03027	4.60487	-0.574605	-4.42816	0.00015981	0.000984131
GSE87466	1570594_PM_at				87	21	5.37089	6.00713	-0.636247	-4.45833	0.000159846	0.000984242
GSE87466	242231_PM_at				87	21	3.07435	3.21025	-0.135902	-4.34716	0.000159913	0.000984544
GSE87466	232844_PM_at	IFT140	intraflagellar transport 140	9742	87	21	5.20874	4.91707	0.291672	4.18842	0.000159947	0.000984642
GSE87466	206272_PM_at	SPHAR	S-phase response (cyclin related)	10638	87	21	8.21855	8.83559	-0.61704	-4.40267	0.000160081	0.000985356
