display_group	accession	gene_symbol	log2fc	fdr	p_value	t_stat	neglog10_fdr	plot_class
GSE87466 validation	GSE87466	ADAM28	0.504202	0.00874241	0.00224604	3.3534	2.0583688299028537	not_significant
GSE87466 validation	GSE87466	LOC642852	-0.167669	0.00874241	0.00224597	-3.34888	2.0583688299028537	not_significant
GSE87466 validation	GSE87466	CPNE8	-0.443314	0.00874475	0.00224684	-3.31425	2.0582526018711187	not_significant
GSE87466 validation	GSE87466	F8A3	-0.340089	0.00874475	0.00224696	-3.40686	2.0582526018711187	not_significant
GSE87466 validation	GSE87466	PCBD2	-0.432028	0.00875471	0.00224968	-3.3996	2.0577582353584565	not_significant
GSE87466 validation	GSE87466	LRP5	-0.445034	0.008763	0.00225197	-3.36671	2.057347188306788	not_significant
GSE87466 validation	GSE87466	FECH	-0.420729	0.00877152	0.00225432	-3.36305	2.056925142048662	not_significant
GSE87466 validation	GSE87466	CD8B	0.475738	0.00877408	0.00225529	3.31954	2.0567984101179713	not_significant
GSE87466 validation	GSE87466	SLC6A2	-0.139446	0.00877408	0.00225546	-3.28504	2.0567984101179713	not_significant
GSE87466 validation	GSE87466	SOX5P1	-0.137253	0.00877408	0.00225544	-3.3126	2.0567984101179713	not_significant
GSE87466 validation	GSE87466	PSG11	-0.225454	0.00877436	0.00225569	-3.38432	2.0567845510564315	not_significant
GSE87466 validation	GSE87466	NRSN2	0.248668	0.00877712	0.00225656	3.30317	2.056647963967487	not_significant
GSE87466 validation	GSE87466	LOC101929657	-0.162873	0.00878536	0.00225884	-3.38998	2.0562404376052115	not_significant
GSE87466 validation	GSE87466	CHST1	-0.218921	0.00878843	0.00225995	-3.39654	2.056088702086236	not_significant
GSE87466 validation	GSE87466	AKR1A1	0.218484	0.0087976	0.00226263	3.433	2.0556357879538263	not_significant
GSE87466 validation	GSE87466	MCMBP	-0.131268	0.00880024	0.00226347	-3.35293	2.0555054836163817	not_significant
GSE87466 validation	GSE87466	IL6R	-0.437279	0.00880431	0.00226484	-3.41822	2.055304674328688	not_significant
GSE87466 validation	GSE87466	ATP6V1F	0.426605	0.00882765	0.00227159	3.42744	2.0541548941422296	not_significant
GSE87466 validation	GSE87466	OSBPL2	-0.213751	0.00882765	0.00227165	-3.30346	2.0541548941422296	not_significant
GSE87466 validation	GSE87466	BDKRB1	-0.374046	0.00882888	0.00227229	-3.3386	2.0540943859660925	not_significant
GSE87466 validation	GSE87466	CCDC88C	0.358985	0.00883294	0.00227368	3.34204	2.0538947196092185	not_significant
GSE87466 validation	GSE87466	TSGA10	-0.299327	0.00883294	0.00227405	-3.3725	2.0538947196092185	not_significant
GSE87466 validation	GSE87466	LOC100507283	-0.152176	0.00883294	0.00227414	-3.37937	2.0538947196092185	not_significant
GSE87466 validation	GSE87466	NCOA4	-0.260139	0.00884096	0.00227653	-3.34989	2.0535005743459847	not_significant
GSE87466 validation	GSE87466	SRPK2	0.198764	0.00884173	0.00227689	3.39517	2.05346275128272	not_significant
GSE87466 validation	GSE87466	MTA2	-0.192816	0.00884872	0.00227885	-3.34582	2.053119547058239	not_significant
GSE87466 validation	GSE87466	GRPR	-0.19414	0.00885984	0.0022822	-3.38962	2.052574120973506	not_significant
GSE87466 validation	GSE87466	LINC00299	-0.151011	0.00886006	0.00228242	-3.29552	2.0525633370767546	not_significant
GSE87466 validation	GSE87466	LACE1	-0.26451	0.00886028	0.00228267	-3.36598	2.0525525534477698	not_significant
GSE87466 validation	GSE87466	SH2D3A	-0.391757	0.00886248	0.00228356	-3.3136	2.0524447318821566	not_significant
GSE87466 validation	GSE87466	MVK	-0.238799	0.00886248	0.00228369	-3.35082	2.0524447318821566	not_significant
GSE87466 validation	GSE87466	SIM1	-0.250221	0.00886261	0.00228421	-3.39999	2.0524383614453745	not_significant
GSE87466 validation	GSE87466	CIB3	-0.162314	0.00886261	0.00228394	-3.3095	2.0524383614453745	not_significant
GSE87466 validation	GSE87466	LINC00698	-0.182346	0.00886451	0.00228486	-3.33689	2.052345265723252	not_significant
GSE87466 validation	GSE87466	RGMA	-0.176693	0.00886946	0.0022863	-3.33541	2.0521028205469887	not_significant
GSE87466 validation	GSE87466	MYRIP	-0.433957	0.00887992	0.00228932	-3.3535	2.051590946801923	not_significant
GSE87466 validation	GSE87466	CTNS	-0.255286	0.0088815	0.00228989	-3.41567	2.0515136798623184	not_significant
GSE87466 validation	GSE87466	TBL1X	-0.171145	0.00890606	0.00229671	-3.31234	2.0503143833591704	not_significant
GSE87466 validation	GSE87466	MAGEA10	-0.153759	0.00891556	0.00229965	-3.30419	2.0498513729292696	not_significant
GSE87466 validation	GSE87466	HRAT13	-0.204724	0.00891749	0.00230031	-3.30918	2.049757369003598	not_significant
GSE87466 validation	GSE87466	LOC102723701	-0.329575	0.00892402	0.00230232	-3.4034	2.049439465071312	not_significant
GSE87466 validation	GSE87466	ONECUT1	-0.14614	0.00892463	0.00230264	-3.30314	2.0494097799540554	not_significant
GSE87466 validation	GSE87466	YPEL3	0.472606	0.00892467	0.00230306	3.36683	2.049407833459876	not_significant
GSE87466 validation	GSE87466	CTBS	0.429704	0.00892467	0.00230314	3.39354	2.049407833459876	not_significant
GSE87466 validation	GSE87466	MUC5B	0.720996	0.0089279	0.0023043	3.33455	2.0492506828432586	not_significant
GSE87466 validation	GSE87466	LINC00382	-0.212696	0.00892942	0.00230502	-3.39745	2.0491767492839017	not_significant
GSE87466 validation	GSE87466	ZNF551	-0.418835	0.00893575	0.00230698	-3.42227	2.048868990198991	not_significant
GSE87466 validation	GSE87466	ADRA1D	-0.195915	0.00893725	0.00230753	-3.30752	2.0487960934581655	not_significant
GSE87466 validation	GSE87466	RPARP-AS1	-0.245758	0.00893904	0.00230831	-3.24152	2.0487091193572526	not_significant
GSE87466 validation	GSE87466	SEMA3G	0.442971	0.00894128	0.00230906	3.3247	2.0486003047896664	not_significant
GSE87466 validation	GSE87466	LOC100130741	-0.18917	0.00897741	0.00232036	-3.22227	2.046848940053106	not_significant
GSE87466 validation	GSE87466	RPL41	-0.0535764	0.00898408	0.00232225	-3.33922	2.0465263894932746	not_significant
GSE87466 validation	GSE87466	ZNF683	-0.241566	0.00898612	0.00232294	-3.34367	2.0464277861670026	not_significant
GSE87466 validation	GSE87466	ANKRD13D	0.288226	0.00899038	0.00232437	3.35163	2.046221951379637	not_significant
GSE87466 validation	GSE87466	TYRP1	0.689039	0.00899597	0.00232598	3.27786	2.045952001530779	not_significant
GSE87466 validation	GSE87466	MARCH11	-0.230149	0.00899675	0.00232646	-3.30073	2.0459143474466717	not_significant
GSE87466 validation	GSE87466	EMX2OS	-0.215143	0.00899766	0.00232691	-3.39484	2.045870421807668	not_significant
GSE87466 validation	GSE87466	CPNE6	-0.184933	0.00901097	0.00233134	-3.3039	2.0452284561937746	not_significant
GSE87466 validation	GSE87466	SPRYD3	0.204389	0.00902624	0.00233549	3.35265	2.0444931231435994	not_significant
GSE87466 validation	GSE87466	SPATA16	-0.137073	0.00902624	0.00233562	-3.311	2.0444931231435994	not_significant
GSE87466 validation	GSE87466	TBC1D32	-0.358562	0.00902705	0.00233616	-3.37274	2.044454152016389	not_significant
GSE87466 validation	GSE87466	ZNF225	0.218144	0.00903792	0.00233936	3.35703	2.0439315071863087	not_significant
GSE87466 validation	GSE87466	LYPLA2P1	-0.257198	0.0090465	0.00234202	-3.36934	2.043519412473366	not_significant
GSE87466 validation	GSE87466	CPLX2	-0.169231	0.0090465	0.00234192	-3.3222	2.043519412473366	not_significant
GSE87466 validation	GSE87466	LOC100290070	-0.180295	0.00904819	0.00234279	-3.38984	2.0434382883782254	not_significant
GSE87466 validation	GSE87466	TRIM39-RPP21	-0.307975	0.00906869	0.00234872	-3.36975	2.042455443575059	not_significant
GSE87466 validation	GSE87466	SMC6	0.264556	0.00906975	0.0023492	3.37967	2.0424046837355863	not_significant
GSE87466 validation	GSE87466	CRBN	-0.351063	0.00907678	0.0023517	-3.40667	2.0420681907134477	not_significant
GSE87466 validation	GSE87466	CCDC24	-0.339855	0.00907678	0.00235158	-3.38599	2.0420681907134477	not_significant
GSE87466 validation	GSE87466	ZNF341	-0.185723	0.00907678	0.00235185	-3.27851	2.0420681907134477	not_significant
GSE87466 validation	GSE87466	GBAT2	0.416276	0.00908497	0.00235414	3.31576	2.0416765024622725	not_significant
GSE87466 validation	GSE87466	BPESC1	-0.10871	0.0091043	0.00235998	-3.30564	2.040753440074888	not_significant
GSE87466 validation	GSE87466	CHRNA3	-0.218261	0.00910482	0.00236028	-3.36304	2.0407286356768006	not_significant
GSE87466 validation	GSE87466	C18orf8	0.158957	0.00910862	0.00236152	3.3102	2.040547415758413	not_significant
GSE87466 validation	GSE87466	RIMS2	-0.126099	0.00910862	0.0023616	-3.32281	2.040547415758413	not_significant
GSE87466 validation	GSE87466	PCDHA1	0.247064	0.0091091	0.00236189	3.18029	2.040524530199588	not_significant
GSE87466 validation	GSE87466	TLR8-AS1	-0.121859	0.0091146	0.00236415	-3.30429	2.0402623858795	not_significant
GSE87466 validation	GSE87466	MAMDC4	-0.540127	0.00911633	0.00236493	-3.36135	2.040179962277857	not_significant
GSE87466 validation	GSE87466	ARL15	-0.418602	0.00912017	0.00236676	-3.38781	2.039997066345507	not_significant
GSE87466 validation	GSE87466	FRAS1	-0.162623	0.00912017	0.00236661	-3.37211	2.039997066345507	not_significant
GSE87466 validation	GSE87466	MCHR1	-0.17287	0.00912257	0.00236755	-3.36011	2.0398827954889818	not_significant
GSE87466 validation	GSE87466	GRIK1	-0.111831	0.00912764	0.0023692	-3.29629	2.0396414971061256	not_significant
GSE87466 validation	GSE87466	DSCR3	-0.388968	0.00913321	0.00237148	-3.32099	2.0393765564993935	not_significant
GSE87466 validation	GSE87466	LOC100288310	-0.31771	0.00913321	0.00237142	-3.37365	2.0393765564993935	not_significant
GSE87466 validation	GSE87466	HIST1H2AB	-0.188168	0.00913321	0.00237142	-3.32964	2.0393765564993935	not_significant
GSE87466 validation	GSE87466	TMEM208	0.295423	0.00913565	0.00237228	3.36391	2.039260547230928	not_significant
GSE87466 validation	GSE87466	TBX1	-0.234379	0.00914606	0.00237582	-3.32287	2.0387659538865153	not_significant
GSE87466 validation	GSE87466	QTRT2	-0.14812	0.00914908	0.00237677	-3.29093	2.0386225748965474	not_significant
GSE87466 validation	GSE87466	PRDM2	-0.215897	0.00916228	0.00238087	-3.30134	2.0379964402834863	not_significant
GSE87466 validation	GSE87466	DNAJB8-AS1	-0.131862	0.00916633	0.00238209	-3.32856	2.037804511634196	not_significant
GSE87466 validation	GSE87466	LOC101927587	-0.128552	0.00917055	0.00238369	-3.23838	2.0376046169142668	not_significant
GSE87466 validation	GSE87466	PIK3R2	-0.437591	0.00918051	0.0023869	-3.40723	2.0371331919977234	not_significant
GSE87466 validation	GSE87466	SUPT4H1	-0.270907	0.00918387	0.00238799	-3.39319	2.0369742724507005	not_significant
GSE87466 validation	GSE87466	IL12A-AS1	-0.267418	0.00919192	0.00239042	-3.36544	2.0365937640967235	not_significant
GSE87466 validation	GSE87466	FUK	-0.404251	0.00919258	0.00239076	-3.36412	2.0365625819206317	not_significant
GSE87466 validation	GSE87466	C8orf58	-0.172807	0.0091927	0.00239096	-3.33336	2.0365569126746013	not_significant
GSE87466 validation	GSE87466	FXYD6	0.34282	0.00919856	0.00239268	3.28263	2.036280154502504	not_significant
GSE87466 validation	GSE87466	TCF4-AS1	-0.0962071	0.00919872	0.00239303	-3.28707	2.036272600438305	not_significant
GSE87466 validation	GSE87466	FGD4	-0.188878	0.009204	0.00239474	-3.31473	2.036023390003394	not_significant
GSE87466 validation	GSE87466	KCNK15-AS1	-0.15847	0.00921463	0.00239801	-3.28666	2.0355220985549862	not_significant
GSE87466 validation	GSE87466	APOBEC3D	-0.172239	0.0092161	0.00239856	-3.35561	2.035452821549707	not_significant
GSE87466 validation	GSE87466	CTNNA3	-0.156032	0.00921619	0.0023988	-3.32818	2.0354485804593847	not_significant
GSE87466 validation	GSE87466	LOC401585	-0.162141	0.00922307	0.00240105	-3.28618	2.035124495200632	not_significant
GSE87466 validation	GSE87466	EHMT2	-0.211633	0.0092342	0.00240479	-3.34573	2.0346007234652164	not_significant
GSE87466 validation	GSE87466	RRP7BP	-0.149473	0.00923862	0.00240611	-3.32214	2.0343928957868602	not_significant
GSE87466 validation	GSE87466	KRTAP13-1	-0.177342	0.00924461	0.00240784	-3.27699	2.0341114055886997	not_significant
GSE87466 validation	GSE87466	DNAJB13	-0.208082	0.00924685	0.00240876	-3.32612	2.034006187326408	not_significant
GSE87466 validation	GSE87466	ZSWIM6	-0.319196	0.00924904	0.0024095	-3.25178	2.0339033423246464	not_significant
GSE87466 validation	GSE87466	LINC00452	-0.280792	0.00925761	0.00241209	-3.3391	2.0335011189102574	not_significant
GSE87466 validation	GSE87466	FABP3P2	-0.11191	0.00925761	0.00241229	-3.23596	2.0335011189102574	not_significant
GSE87466 validation	GSE87466	INSL4	0.158122	0.0092628	0.00241427	3.13108	2.0332577130223664	not_significant
GSE87466 validation	GSE87466	TNP1	-0.19423	0.00926411	0.00241478	-3.33793	2.0331962968690798	not_significant
GSE87466 validation	GSE87466	ALPP	-0.179376	0.00926572	0.00241537	-3.33661	2.0331208278423674	not_significant
GSE87466 validation	GSE87466	FKTN	-0.347802	0.00927854	0.00241922	-3.37397	2.0325203556590643	not_significant
GSE87466 validation	GSE87466	PGK1	0.54046	0.00927885	0.00241947	3.27252	2.032505845936587	not_significant
GSE87466 validation	GSE87466	KRTAP4-7	-0.11109	0.00928015	0.00242015	-3.38678	2.0324450039917195	not_significant
GSE87466 validation	GSE87466	ZMYM5	0.227911	0.00928157	0.00242086	3.22551	2.032378555605955	not_significant
GSE87466 validation	GSE87466	PRKD2	0.441983	0.00928407	0.00242168	3.32978	2.03226159371169	not_significant
GSE87466 validation	GSE87466	THAP9	-0.153377	0.00929534	0.00242479	-3.34761	2.0317347202091027	not_significant
GSE87466 validation	GSE87466	SMPX	-0.199206	0.00930393	0.00242754	-3.29351	2.0313335657697302	not_significant
GSE87466 validation	GSE87466	GINS2	-0.217086	0.00930423	0.00242811	-3.34695	2.0313195624137204	not_significant
GSE87466 validation	GSE87466	PSG1	-0.143226	0.00930423	0.00242813	-3.31136	2.0313195624137204	not_significant
GSE87466 validation	GSE87466	CCDC33	-0.229187	0.00930553	0.00242864	-3.32514	2.031258886421403	not_significant
GSE87466 validation	GSE87466	MIR205HG	-0.197192	0.00931044	0.00243026	-3.27342	2.031029794307955	not_significant
GSE87466 validation	GSE87466	ELMOD1	-0.158961	0.00931944	0.00243322	-3.3612	2.030610183377429	not_significant
GSE87466 validation	GSE87466	LINC01619	0.208504	0.00932062	0.00243394	3.20845	2.0305551977723044	not_significant
GSE87466 validation	GSE87466	FAM184B	-0.194953	0.00932062	0.00243382	-3.28663	2.0305551977723044	not_significant
GSE87466 validation	GSE87466	LINC00961	-0.30766	0.00932441	0.00243512	-3.39102	2.0303786385381186	not_significant
GSE87466 validation	GSE87466	TTTY11	-0.230595	0.00932441	0.00243527	-3.37582	2.0303786385381186	not_significant
GSE87466 validation	GSE87466	LOC642980	-0.255328	0.00932567	0.00243577	-3.36209	2.0303199566399144	not_significant
GSE87466 validation	GSE87466	ITGB1BP1	0.468455	0.0093282	0.0024366	3.37726	2.0302021510536257	not_significant
GSE87466 validation	GSE87466	KIR3DS1	-0.136015	0.00932827	0.00243679	-3.25089	2.0301988920647887	not_significant
GSE87466 validation	GSE87466	NPC2	0.241254	0.00932956	0.00243764	3.41496	2.0301388379338903	not_significant
GSE87466 validation	GSE87466	MYT1	-0.147052	0.00932956	0.00243781	-3.22384	2.0301388379338903	not_significant
GSE87466 validation	GSE87466	FAM69B	0.365966	0.0093314	0.00243846	3.30288	2.030053193695942	not_significant
GSE87466 validation	GSE87466	TMEM88B	-0.163757	0.0093637	0.00244844	-3.2452	2.0285525089471856	not_significant
GSE87466 validation	GSE87466	PRDM4	-0.230541	0.00937034	0.00245051	-3.31958	2.028244650580214	not_significant
GSE87466 validation	GSE87466	CLIC6	1.02792	0.00938652	0.00245561	3.43253	2.0274953901538826	up
GSE87466 validation	GSE87466	SND1-IT1	0.416601	0.00938652	0.00245578	3.26923	2.0274953901538826	not_significant
GSE87466 validation	GSE87466	PAK2	-0.200689	0.00940434	0.00246113	-3.2616	2.0266716779887615	not_significant
GSE87466 validation	GSE87466	ZNF593	0.508704	0.00941067	0.00246313	3.33779	2.0263794555372012	not_significant
GSE87466 validation	GSE87466	TMEM174	-0.299479	0.00942788	0.00246798	-3.32759	2.025585953902221	not_significant
GSE87466 validation	GSE87466	HAND2	-0.16338	0.00942898	0.00246844	-3.32057	2.0255352854525817	not_significant
GSE87466 validation	GSE87466	FN3K	-0.193456	0.00943218	0.00246945	-3.28532	2.025387919929419	not_significant
GSE87466 validation	GSE87466	ABCC11	-0.206718	0.00943483	0.00247049	-3.36661	2.025265920695347	not_significant
GSE87466 validation	GSE87466	C19orf25	-0.229995	0.00943994	0.002472	-3.34351	2.0250307660569864	not_significant
GSE87466 validation	GSE87466	NOX3	-0.10295	0.00944127	0.00247252	-3.28246	2.024969582302144	not_significant
GSE87466 validation	GSE87466	CYP2C9	-0.13291	0.00944718	0.00247476	-3.36004	2.0246978098198274	not_significant
GSE87466 validation	GSE87466	OBP2B	-0.166599	0.00944748	0.00247501	-3.27451	2.024684018796905	not_significant
GSE87466 validation	GSE87466	DHX32	-0.306012	0.00945251	0.0024765	-3.23742	2.024452854516337	not_significant
GSE87466 validation	GSE87466	SLMO2-ATP5E	-0.471554	0.00945745	0.00247814	-3.32092	2.0242259460734418	not_significant
GSE87466 validation	GSE87466	UBAP2L	0.226958	0.00947284	0.00248296	3.29837	2.023519798037778	not_significant
GSE87466 validation	GSE87466	LOC727924	-0.184691	0.00947665	0.00248421	-3.324	2.023345158826026	not_significant
GSE87466 validation	GSE87466	CRAMP1	-0.126257	0.00948508	0.00248694	-3.27634	2.0229590017903916	not_significant
GSE87466 validation	GSE87466	PPP4R4	0.115606	0.00949325	0.00248943	3.18247	2.0225850820475757	not_significant
GSE87466 validation	GSE87466	KCNN4	0.474274	0.00949732	0.00249067	3.34684	2.0223989287548196	not_significant
GSE87466 validation	GSE87466	TRPM1	-0.138369	0.0095048	0.00249298	-3.2559	2.022057017126809	not_significant
GSE87466 validation	GSE87466	LOC644135	0.123627	0.00951988	0.00249782	3.21464	2.02136852595022	not_significant
GSE87466 validation	GSE87466	OR10C1	-0.153545	0.0095201	0.00249821	-3.2536	2.0213584897226586	not_significant
GSE87466 validation	GSE87466	APLF	-0.297531	0.00952176	0.00249882	-3.36037	2.021282769300201	not_significant
GSE87466 validation	GSE87466	LRTOMT	-0.262572	0.00953718	0.00250339	-3.28438	2.0205800206297946	not_significant
GSE87466 validation	GSE87466	SYNGAP1	0.324907	0.00954132	0.00250465	3.30375	2.0203915383923756	not_significant
GSE87466 validation	GSE87466	LINC00408	-0.316592	0.00954942	0.0025073	-3.3156	2.0200230052171806	not_significant
GSE87466 validation	GSE87466	LOC100129852	-0.143687	0.00954942	0.00250729	-3.22922	2.0200230052171806	not_significant
GSE87466 validation	GSE87466	LOC100129447	0.236323	0.00956022	0.00251136	3.13198	2.0195321136144155	not_significant
GSE87466 validation	GSE87466	TMEM185B	0.373811	0.00957982	0.00251791	3.2953	2.018642651019697	not_significant
GSE87466 validation	GSE87466	PHPT1	-0.257122	0.00957982	0.00251773	-3.30262	2.018642651019697	not_significant
GSE87466 validation	GSE87466	CLDN9	-0.15587	0.00957982	0.00251783	-3.22078	2.018642651019697	not_significant
GSE87466 validation	GSE87466	C2orf61	-0.242588	0.00958311	0.00251895	-3.35124	2.018493526761611	not_significant
GSE87466 validation	GSE87466	ENTPD3-AS1	-0.450276	0.00959451	0.00252212	-3.37876	2.0179772001604106	not_significant
GSE87466 validation	GSE87466	RNASE11	-0.106546	0.00959829	0.00252329	-3.28754	2.0178061325555983	not_significant
GSE87466 validation	GSE87466	SHANK2-AS3	-0.109283	0.00960004	0.0025241	-3.31013	2.0177269574038603	not_significant
GSE87466 validation	GSE87466	CBFB	0.638744	0.00960313	0.00252509	3.35843	2.0175871919421513	not_significant
GSE87466 validation	GSE87466	ACSM2B	-0.189426	0.00960634	0.00252646	-3.27004	2.017442046313471	not_significant
GSE87466 validation	GSE87466	FTCDNL1	-0.314302	0.00961535	0.00252996	-3.36357	2.0170349027617296	not_significant
GSE87466 validation	GSE87466	STX17-AS1	-0.355949	0.00961768	0.0025312	-3.33353	2.016929676892713	not_significant
GSE87466 validation	GSE87466	OIT3	0.204	0.00961768	0.00253118	3.16504	2.016929676892713	not_significant
GSE87466 validation	GSE87466	FITM1	-0.219314	0.00962077	0.00253219	-3.27722	2.0167901677367652	not_significant
GSE87466 validation	GSE87466	GPR32	-0.184585	0.00963112	0.00253544	-3.3201	2.016323205966181	not_significant
GSE87466 validation	GSE87466	LOC100133461	-0.16297	0.0096405	0.00253844	-3.28675	2.015900441033919	not_significant
GSE87466 validation	GSE87466	ERRFI1	0.514585	0.00964211	0.00253904	3.29722	2.0158279182667735	not_significant
GSE87466 validation	GSE87466	PRR34-AS1	-0.439917	0.00964843	0.00254088	-3.32314	2.015543349641548	not_significant
GSE87466 validation	GSE87466	UPK1A	-0.174488	0.00965043	0.00254176	-3.36568	2.0154533351052577	not_significant
GSE87466 validation	GSE87466	CBR3-AS1	-0.521652	0.00965676	0.00254378	-3.2608	2.0151685620058113	not_significant
GSE87466 validation	GSE87466	LINC01096	-0.196854	0.00966242	0.0025458	-3.32441	2.014914088799609	not_significant
GSE87466 validation	GSE87466	SCGB1D1	-0.135158	0.00967791	0.00255059	-3.31124	2.014218420942534	not_significant
GSE87466 validation	GSE87466	SYNPO2	0.581493	0.00967933	0.00255114	3.30515	2.0141547033706684	not_significant
GSE87466 validation	GSE87466	JUND	-0.250875	0.00968496	0.0025528	-3.30314	2.013902168627385	not_significant
GSE87466 validation	GSE87466	FAM27E3	-0.206789	0.00968671	0.00255344	-3.28044	2.0138237019442955	not_significant
GSE87466 validation	GSE87466	PTCRA	-0.162537	0.0097181	0.00256278	-3.2068	2.012418636326239	not_significant
GSE87466 validation	GSE87466	SYT16	0.187274	0.00972472	0.00256487	3.18942	2.012122894290742	not_significant
GSE87466 validation	GSE87466	UQCRH	-0.155804	0.00972472	0.00256488	-3.31309	2.012122894290742	not_significant
GSE87466 validation	GSE87466	HSFX2	-0.197567	0.0097276	0.0025662	-3.27821	2.011994295941854	not_significant
GSE87466 validation	GSE87466	ASCL3	-0.153882	0.0097276	0.00256635	-3.31631	2.011994295941854	not_significant
GSE87466 validation	GSE87466	CRABP1	-0.352187	0.00973312	0.00256827	-3.27544	2.011747922158726	not_significant
GSE87466 validation	GSE87466	NDUFS4	-0.435194	0.00973366	0.00256884	-3.35499	2.0117238278791083	not_significant
GSE87466 validation	GSE87466	SLC25A6	-0.184575	0.00973366	0.00256877	-3.28436	2.0117238278791083	not_significant
GSE87466 validation	GSE87466	TRIM71	-0.143775	0.00973538	0.00256947	-3.32185	2.0116470920451057	not_significant
GSE87466 validation	GSE87466	EID2B	0.250155	0.00973614	0.00256985	3.2334	2.0116131898323957	not_significant
GSE87466 validation	GSE87466	LOH12CR2	-0.162375	0.00973626	0.00257006	-3.25932	2.011607837093357	not_significant
GSE87466 validation	GSE87466	LOC101929524	-0.168389	0.00974135	0.00257158	-3.28168	2.0113808524722243	not_significant
GSE87466 validation	GSE87466	OLFML1	0.484505	0.00974632	0.00257325	3.3018	2.011159333571108	not_significant
GSE87466 validation	GSE87466	MRPS5	-0.177323	0.00974877	0.00257443	-3.27275	2.011050175676863	not_significant
GSE87466 validation	GSE87466	LOC101927228	-0.1421	0.00976483	0.00257903	-3.34193	2.010335313124165	not_significant
GSE87466 validation	GSE87466	PRCD	-0.189086	0.00977052	0.00258089	-3.29761	2.0100823219392705	not_significant
GSE87466 validation	GSE87466	ELMO3	-0.682747	0.0097731	0.00258175	-3.31884	2.009967657432918	not_significant
GSE87466 validation	GSE87466	PRKDC	0.257754	0.00978796	0.00258657	3.30599	2.0093078141276424	not_significant
GSE87466 validation	GSE87466	SP4	0.359567	0.00979633	0.00258896	3.3154	2.008936593620302	not_significant
GSE87466 validation	GSE87466	WLS	-0.238877	0.00980705	0.00259228	-3.28506	2.0084616104990163	not_significant
GSE87466 validation	GSE87466	TEX264	-0.278393	0.00981602	0.00259488	-3.29124	2.008064565411371	not_significant
GSE87466 validation	GSE87466	ALOX12B	-0.120688	0.00982078	0.00259632	-3.19043	2.0078540176872663	not_significant
GSE87466 validation	GSE87466	ZNF691	0.257771	0.00982847	0.00259871	3.23093	2.0075140836199257	not_significant
GSE87466 validation	GSE87466	CADM3-AS1	0.268962	0.00983119	0.00259961	3.26284	2.007393910534703	not_significant
GSE87466 validation	GSE87466	NTF4	-0.176503	0.00983214	0.00260004	-3.30314	2.0073519461514446	not_significant
GSE87466 validation	GSE87466	IFT22	0.458049	0.00983478	0.00260092	3.36258	2.007235350625647	not_significant
GSE87466 validation	GSE87466	ZC3H18	-0.142727	0.00985895	0.00260785	-3.21985	2.006169335919654	not_significant
GSE87466 validation	GSE87466	FAM132A	-0.409658	0.00986446	0.00260967	-3.26335	2.0059266838977634	not_significant
GSE87466 validation	GSE87466	CHRND	-0.139118	0.00987656	0.00261305	-3.24324	2.0053942935867144	not_significant
GSE87466 validation	GSE87466	AKR1C1	-0.317012	0.00987716	0.00261339	-3.27024	2.005367911043151	not_significant
GSE87466 validation	GSE87466	ARSF	-0.180968	0.00987874	0.00261417	-3.28969	2.0052984446778757	not_significant
GSE87466 validation	GSE87466	CAHM	0.239364	0.00988459	0.00261608	3.20959	2.0050413399497415	not_significant
GSE87466 validation	GSE87466	TCF7L1	0.507409	0.00988871	0.00261735	3.32987	2.0048603592038536	not_significant
GSE87466 validation	GSE87466	RFFL	-0.22229	0.00988897	0.0026176	-3.30856	2.0048489406183267	not_significant
GSE87466 validation	GSE87466	SDK2	-0.164089	0.00989497	0.00261973	-3.27266	2.00458551816847	not_significant
GSE87466 validation	GSE87466	SNHG11	-0.367066	0.00990685	0.0026236	-3.32262	2.0040644126272595	not_significant
GSE87466 validation	GSE87466	BAAT	-0.128478	0.00990738	0.00262392	-3.19157	2.0040411792161743	not_significant
GSE87466 validation	GSE87466	TNPO1	0.376618	0.00991284	0.00262591	3.3645	2.003801903574312	not_significant
GSE87466 validation	GSE87466	INE1	-0.220772	0.00991514	0.0026267	-3.29986	2.003701149255127	not_significant
GSE87466 validation	GSE87466	WDTC1	-0.185368	0.00991969	0.00262845	-3.31264	2.003501899760443	not_significant
GSE87466 validation	GSE87466	BRD9	0.265208	0.00991987	0.00262886	3.34143	2.0034940192422517	not_significant
GSE87466 validation	GSE87466	TRIM48	-0.109923	0.00991987	0.00262875	-3.2384	2.0034940192422517	not_significant
GSE87466 validation	GSE87466	TP53I13	-0.190294	0.00992103	0.00262953	-3.25823	2.0034432371104347	not_significant
GSE87466 validation	GSE87466	ADGB	-0.152381	0.00994094	0.00263517	-3.32374	2.0025725474426004	not_significant
GSE87466 validation	GSE87466	ARHGAP1	-0.145367	0.00994613	0.00263691	-3.16534	2.0023458686596274	not_significant
GSE87466 validation	GSE87466	TIMM50	-0.258725	0.00994816	0.00263763	-3.32496	2.0022572384243866	not_significant
GSE87466 validation	GSE87466	TMED5	0.509525	0.00995693	0.00264032	3.28946	2.001874546072557	not_significant
GSE87466 validation	GSE87466	GYPE	-0.12733	0.00995851	0.00264092	-3.23165	2.0018056361933025	not_significant
GSE87466 validation	GSE87466	CCDC66	0.451565	0.00996333	0.00264238	3.36057	2.001595484977991	not_significant
