gene_symbol	direction	evidence_group_count	direction_consistency	mean_log2fc	best_fdr	consensus_score
C2CD2	up	2	1.0	0.503828	9.77061e-07	1.00766
TLN1	up	2	1.0	0.503639	1.98421e-06	1.00728
CLDN11	up	2	1.0	0.50363	5.3924e-13	1.00726
HIST1H3H	down	2	1.0	-0.503483	0.000660375	1.00697
HHIP	down	2	1.0	-0.503447	0.000159335	1.00689
BOC	up	2	1.0	0.503301	1.40776e-06	1.0066
MOB3A	up	2	1.0	0.502945	2.76519e-06	1.00589
TRIM24	down	2	1.0	-0.502683	3.25419e-05	1.00537
DCLK1	up	2	1.0	0.502637	0.000165456	1.00527
MLXIP	down	2	1.0	-0.50259	1.96694e-07	1.00518
ZNF281	up	2	1.0	0.50249	3.68402e-08	1.00498
SLC12A4	up	2	1.0	0.502428	6.79229e-10	1.00486
LIPA	up	2	1.0	0.502329	0.000257734	1.00466
SLC36A4	up	2	1.0	0.502251	0.0019591	1.0045
REC8	up	2	1.0	0.501897	2.01555e-07	1.00379
AGPAT2	down	2	1.0	-0.501891	0.00128786	1.00378
ALKBH7	down	2	1.0	-0.501777	0.000296118	1.00355
SORCS2	up	2	1.0	0.501671	8.55074e-12	1.00334
MT3	down	2	1.0	-0.501641	1.92685e-06	1.00328
KDM4A	down	2	1.0	-0.501518	4.06949e-05	1.00304
NECTIN2	up	2	1.0	0.501308	6.46571e-05	1.00262
ZC3H12B	down	2	1.0	-0.501251	3.03369e-13	1.0025
RAB32	down	2	1.0	-0.501167	1.13291e-05	1.00233
THNSL1	down	2	1.0	-0.501119	3.15801e-08	1.00224
PPP4R1	up	2	1.0	0.500929	0.000138203	1.00186
B4GALT4	down	2	1.0	-0.500759	1.54694e-07	1.00152
ALDH1A3	up	2	1.0	0.50068	0.00158864	1.00136
TMEM38A	down	2	1.0	-0.500546	0.000132471	1.00109
GCA	up	2	1.0	0.500507	0.000269443	1.00101
RNF122	up	2	1.0	0.500483	7.58398e-08	1.00097
ETFB	down	2	1.0	-0.500204	0.000138203	1.00041
COX6C	down	2	1.0	-0.499842	7.98006e-10	0.999684
NDUFB10	down	2	1.0	-0.499664	5.90151e-11	0.999328
RUBCN	up	2	1.0	0.49941	3.1189e-10	0.998819
FAM101B	up	2	1.0	0.499324	0.0021503	0.998648
LAD1	down	2	1.0	-0.499296	6.11043e-06	0.998592
PLSCR4	down	2	1.0	-0.49926	8.95844e-07	0.998521
KLF3	down	2	1.0	-0.499166	1.31446e-06	0.998332
ZNF593	up	2	1.0	0.49911	3.41406e-06	0.99822
AMOTL2	up	2	1.0	0.499067	1.45758e-05	0.998134
RILP	down	2	1.0	-0.499007	0.000204593	0.998013
ICA1	down	2	1.0	-0.49897	3.92766e-05	0.99794
OCEL1	down	2	1.0	-0.498812	6.0631e-05	0.997624
PLLP	up	2	1.0	0.498518	0.0011703	0.997035
WWC2	up	2	1.0	0.498461	2.09803e-05	0.996922
TOMM40L	down	2	1.0	-0.498377	1.13741e-08	0.996755
SMIM5	down	2	1.0	-0.498143	0.00523947	0.996286
KIAA1211L	down	2	1.0	-0.498134	4.92288e-06	0.996267
NET1	down	2	1.0	-0.498131	6.02083e-10	0.996262
SEMA3A	up	2	1.0	0.498101	0.000518837	0.996201
NAA60	down	2	1.0	-0.498089	1.81597e-06	0.996179
ARRB2	up	2	1.0	0.49784	4.62945e-05	0.99568
THSD4	down	2	1.0	-0.497715	0.000176316	0.995431
BCL2L11	down	2	1.0	-0.497629	1.37313e-05	0.995258
ANK1	up	2	1.0	0.497387	5.66962e-08	0.994773
ERN1	up	2	1.0	0.497266	1.70268e-11	0.994531
CCNG1	down	2	1.0	-0.497222	2.38079e-05	0.994444
TLDC2	down	2	1.0	-0.497167	1.46602e-11	0.994334
HOXA-AS2	down	2	1.0	-0.497029	1.45174e-09	0.994058
PSMB8	up	2	1.0	0.497028	1.46609e-07	0.994055
CPTP	down	2	1.0	-0.496944	8.60639e-06	0.993888
TMEM87B	down	2	1.0	-0.496932	1.9562e-07	0.993865
PPIB	up	2	1.0	0.496545	0.000191559	0.99309
ZNF711	down	2	1.0	-0.496518	0.0011955	0.993035
TNS2	up	2	1.0	0.496458	7.05911e-09	0.992916
PFKL	down	2	1.0	-0.496253	7.4919e-08	0.992506
MICU2	down	2	1.0	-0.496171	2.44073e-07	0.992342
CDX1	down	2	1.0	-0.496086	6.77579e-08	0.992173
CRBN	down	2	1.0	-0.496067	5.99433e-08	0.992134
DLG3	down	2	1.0	-0.495894	3.92782e-06	0.991788
GPR68	up	2	1.0	0.495858	9.85592e-08	0.991716
ZNF814	down	2	1.0	-0.495765	0.000207843	0.991531
SLC39A10	up	2	1.0	0.495719	0.00398694	0.991438
VPS13C	up	2	1.0	0.495718	7.17112e-05	0.991437
CLN5	down	2	1.0	-0.495662	8.29663e-07	0.991324
FAM149A	down	2	1.0	-0.495642	4.55369e-05	0.991283
ATF1	down	2	1.0	-0.49552	1.05538e-07	0.99104
KIAA1324	down	2	1.0	-0.495508	3.79616e-05	0.991016
FAM72A	up	2	1.0	0.495348	5.07166e-06	0.990696
CBR4	down	2	1.0	-0.495301	1.63755e-05	0.990601
CNRIP1	up	2	1.0	0.495283	4.9257e-06	0.990567
LNPK	down	2	1.0	-0.495121	3.46528e-06	0.990242
ELMSAN1	down	2	1.0	-0.494863	4.27795e-09	0.989726
SND1	up	2	1.0	0.494831	4.58725e-09	0.989663
IFFO1	up	2	1.0	0.494816	5.7489e-09	0.989633
MGAT3	up	2	1.0	0.494795	1.03182e-06	0.989591
MPI	down	2	1.0	-0.4946	3.04143e-05	0.9892
MLYCD	down	2	1.0	-0.494314	1.22797e-07	0.988628
TRPM7	down	2	1.0	-0.494113	2.93969e-06	0.988227
KIF14	up	2	1.0	0.493783	0.000887948	0.987567
CHST13	down	2	1.0	-0.493781	7.00409e-05	0.987561
ZNF382	up	2	1.0	0.493604	0.000276468	0.987207
NUBPL	down	2	1.0	-0.493497	1.0878e-05	0.986994
FAM118B	down	2	1.0	-0.493457	1.53126e-10	0.986914
LGI4	down	2	1.0	-0.493422	5.4674e-05	0.986845
PHLPP1	down	2	1.0	-0.493278	2.51207e-06	0.986556
VPS13A	down	2	1.0	-0.493246	5.42298e-07	0.986493
NTS	down	2	1.0	-0.49318	0.050602	0.98636
MCEMP1	up	2	1.0	0.493174	2.37261e-07	0.986348
MARCKS	down	2	1.0	-0.493014	6.3282e-08	0.986028
PACRG	down	2	1.0	-0.492996	5.32502e-06	0.985992
C1QB	up	2	1.0	0.492983	0.0723974	0.985966
APOL6	up	2	1.0	0.492899	6.41428e-06	0.985798
TMEM109	up	2	1.0	0.49288	1.06041e-06	0.985761
TMEM132A	up	2	1.0	0.492843	2.06522e-06	0.985687
COA3	down	2	1.0	-0.492822	1.13854e-08	0.985643
COQ7	down	2	1.0	-0.492803	8.51073e-09	0.985607
ZNRF2	down	2	1.0	-0.492748	4.24289e-07	0.985496
FLNC	up	2	1.0	0.492271	9.48087e-05	0.984542
LIMA1	down	2	1.0	-0.492226	6.7563e-17	0.984452
TEAD2	up	2	1.0	0.492173	1.75696e-06	0.984346
PCTP	down	2	1.0	-0.491781	5.52493e-11	0.983561
MANEA	up	2	1.0	0.491661	0.00288104	0.983322
MVB12B	down	2	1.0	-0.491509	5.02642e-08	0.983018
MITF	up	2	1.0	0.491479	0.000177633	0.982959
RIPK4	down	2	1.0	-0.491413	5.67177e-07	0.982826
SCOC	down	2	1.0	-0.491171	8.48585e-05	0.982341
IDH3A	down	2	1.0	-0.491036	6.62776e-10	0.982072
RSAD2	down	2	1.0	-0.491027	0.100619	0.982054
SUCLA2	down	2	1.0	-0.491026	1.25379e-05	0.982052
MXRA8	up	2	1.0	0.490892	1.49876e-05	0.981784
USP11	up	2	1.0	0.490885	1.09254e-05	0.981771
KIAA0226L	up	2	1.0	0.490756	1.21051e-07	0.981512
STK39	down	2	1.0	-0.490708	2.52727e-06	0.981416
SMIM7	down	2	1.0	-0.490606	5.71591e-08	0.981212
GSS	down	2	1.0	-0.49053	1.94662e-06	0.981061
TTLL4	up	2	1.0	0.490393	6.41428e-06	0.980785
MIR600HG	down	2	1.0	-0.490334	6.70359e-07	0.980668
MAFB	up	2	1.0	0.490291	0.000164331	0.980583
CD1B	up	2	1.0	0.490026	4.73217e-08	0.980051
GRM8	down	2	1.0	-0.490024	4.65383e-06	0.980049
RXRA	down	2	1.0	-0.48992	8.14882e-06	0.979841
GLIS3	up	2	1.0	0.489888	0.00411418	0.979775
ALG14	down	2	1.0	-0.489613	0.000345215	0.979225
UGT2B28	down	2	1.0	-0.489486	6.66898e-10	0.978971
ASPN	up	2	1.0	0.489253	0.00808093	0.978506
GALNT14	up	2	1.0	0.489202	2.16175e-06	0.978404
GLOD4	down	2	1.0	-0.48908	1.81326e-05	0.97816
CITED2	down	2	1.0	-0.488965	1.71582e-05	0.977931
QPCT	up	2	1.0	0.488777	0.000506499	0.977555
PPFIBP2	down	2	1.0	-0.488768	2.18069e-06	0.977536
PGAP2	down	2	1.0	-0.488735	1.42927e-07	0.977471
RASSF6	down	2	1.0	-0.488649	1.32954e-05	0.977298
ELOVL2	up	2	1.0	0.488447	1.16637e-06	0.976894
CNPY2	up	2	1.0	0.488322	4.04272e-08	0.976644
LRRC70	up	2	1.0	0.488294	1.38103e-06	0.976588
TMEM168	down	2	1.0	-0.488266	9.75824e-10	0.976533
FTSJ1	up	2	1.0	0.488216	1.13683e-13	0.976433
PHYKPL	down	2	1.0	-0.488198	3.00917e-07	0.976397
RAI1	up	2	1.0	0.487901	1.24454e-07	0.975801
TANK	up	2	1.0	0.487812	1.79334e-05	0.975625
MRPL15	down	2	1.0	-0.487751	4.3334e-11	0.975502
ABCA13	up	2	1.0	0.487088	7.22784e-12	0.974177
ITIH4	up	2	1.0	0.486915	0.000187891	0.97383
IMMP1L	down	2	1.0	-0.48677	0.00126287	0.973541
ARHGAP18	down	2	1.0	-0.486716	0.000252138	0.973432
CYFIP2	up	2	1.0	0.486686	0.000338843	0.973372
ITPKB	up	2	1.0	0.486598	3.57575e-08	0.973195
VASH1	up	2	1.0	0.48658	3.24571e-09	0.97316
GALNT5	up	2	1.0	0.486578	0.00217755	0.973156
KIAA0930	up	2	1.0	0.486365	2.4296e-05	0.97273
ARHGEF10L	down	2	1.0	-0.486322	2.56469e-07	0.972644
DNAJC15	down	2	1.0	-0.48621	0.000126006	0.97242
TMEM131	down	2	1.0	-0.486035	4.01499e-07	0.972069
TRIM16	up	2	1.0	0.485847	8.79338e-10	0.971693
DDX58	up	2	1.0	0.485828	0.0832209	0.971656
AKAP12	up	2	1.0	0.485525	1.11715e-05	0.97105
F13A1	down	2	1.0	-0.485239	0.0087156	0.970479
SH2D6	down	2	1.0	-0.485215	3.33857e-05	0.970431
MTIF2	down	2	1.0	-0.485162	9.27165e-07	0.970323
TUBG2	up	2	1.0	0.485063	2.01726e-05	0.970127
PYGB	down	2	1.0	-0.485052	1.39375e-05	0.970105
TOM1L2	down	2	1.0	-0.485031	0.000166182	0.970062
SLC25A5	down	2	1.0	-0.485002	1.60353e-05	0.970004
ABLIM3	up	2	1.0	0.484932	3.31158e-05	0.969864
HSD17B8	down	2	1.0	-0.484796	1.60664e-06	0.969591
FBLIM1	down	2	1.0	-0.484689	0.000798178	0.969379
CUL5	down	2	1.0	-0.484675	1.16134e-05	0.969351
STK38L	down	2	1.0	-0.484664	5.2222e-07	0.969327
TAPBP	up	2	1.0	0.484592	3.1949e-12	0.969185
GPT	down	2	1.0	-0.484445	0.00171621	0.968891
BLOC1S6	up	2	1.0	0.484372	3.19607e-05	0.968744
DOPEY2	down	2	1.0	-0.484167	0.00451259	0.968334
KIF20A	up	2	1.0	0.483995	0.00304117	0.96799
FAM83G	down	2	1.0	-0.483851	0.00342669	0.967703
HTR1D	up	2	1.0	0.483777	4.32167e-11	0.967554
NDUFB3	down	2	1.0	-0.483754	8.14085e-05	0.967508
PGGT1B	down	2	1.0	-0.483519	4.31834e-06	0.967037
HNF1A	down	2	1.0	-0.483479	5.1671e-05	0.966957
SLC22A18	down	2	1.0	-0.483431	0.000261879	0.966862
FAM120AOS	down	2	1.0	-0.483426	2.54012e-14	0.966851
NPL	up	2	1.0	0.483004	0.00210163	0.966008
ZNF492	down	2	1.0	-0.482981	8.18493e-05	0.965961
SAMD9	up	2	1.0	0.482969	5.23042e-05	0.965938
VTA1	down	2	1.0	-0.48266	7.14061e-07	0.96532
FKBP7	up	2	1.0	0.482643	2.19657e-05	0.965286
UBE2E2	up	2	1.0	0.482494	0.00396533	0.964987
ZCCHC10	down	2	1.0	-0.482316	5.62591e-08	0.964633
MYO9A	down	2	1.0	-0.482247	7.64567e-06	0.964494
TTC30B	down	2	1.0	-0.482244	0.0010171	0.964487
NNT	down	2	1.0	-0.482243	5.93805e-06	0.964486
FAM117A	up	2	1.0	0.482205	1.98667e-07	0.96441
HOXD1	down	2	1.0	-0.48219	0.00035659	0.96438
TMED9	up	2	1.0	0.482022	8.61241e-07	0.964044
BID	up	2	1.0	0.481767	0.00137178	0.963534
SLC40A1	up	2	1.0	0.48163	0.00302626	0.963259
AKR1C2	down	2	1.0	-0.481601	0.0090241	0.963202
CELA3B	down	2	1.0	-0.481544	3.4072e-06	0.963087
AGAP1	down	2	1.0	-0.48144	6.7546e-08	0.962879
FHIT	down	2	1.0	-0.481429	8.40637e-07	0.962858
MCOLN3	down	2	1.0	-0.481384	1.50274e-05	0.962767
ABHD12	down	2	1.0	-0.481235	4.09857e-05	0.96247
PRDM15	up	2	1.0	0.481223	4.19693e-08	0.962446
ZNF518A	down	2	1.0	-0.481002	2.15647e-07	0.962003
TACR1	up	2	1.0	0.480954	5.08248e-08	0.961909
NDE1	up	2	1.0	0.480936	6.41428e-06	0.961873
TPMT	down	2	1.0	-0.48088	1.62973e-05	0.961759
GYG1	up	2	1.0	0.480792	0.000137843	0.961584
SH3GL2	down	2	1.0	-0.480644	0.00114079	0.961287
DNMT1	up	2	1.0	0.480568	5.28761e-06	0.961137
TRIM10	down	2	1.0	-0.480495	3.22677e-05	0.96099
NIPAL3	down	2	1.0	-0.480472	1.66172e-05	0.960945
ZNF577	down	2	1.0	-0.480113	6.40485e-06	0.960226
CYP3A5	down	2	1.0	-0.48009	0.000113276	0.960179
PPRC1	up	2	1.0	0.480016	2.63732e-08	0.960033
H1F0	down	2	1.0	-0.479847	0.000128402	0.959695
LHX6	up	2	1.0	0.479806	2.12472e-05	0.959612
LAMTOR3	down	2	1.0	-0.479695	3.02333e-09	0.959389
ASCC3	up	2	1.0	0.479648	2.41089e-05	0.959295
EMILIN3	down	2	1.0	-0.479574	0.000221886	0.959148
NDUFB5	down	2	1.0	-0.479564	2.17911e-12	0.959128
TACO1	down	2	1.0	-0.479464	5.60388e-06	0.958928
FZD3	up	2	1.0	0.47943	1.01848e-05	0.95886
PLEKHA7	down	2	1.0	-0.479198	4.53782e-06	0.958397
C4orf3	up	2	1.0	0.479148	0.000254023	0.958296
DDAH1	down	2	1.0	-0.479146	1.24123e-12	0.958293
FAM69A	up	2	1.0	0.47909	0.00015666	0.95818
BMX	down	2	1.0	-0.479083	0.00505379	0.958166
KIF18A	up	2	1.0	0.479009	0.00139955	0.958019
CDK5R1	up	2	1.0	0.478911	3.70487e-07	0.957821
DEF8	up	2	1.0	0.478895	8.61615e-08	0.95779
MAP3K6	up	2	1.0	0.478882	4.22385e-09	0.957764
ELAVL2	down	2	1.0	-0.47873	5.74846e-05	0.95746
CAAP1	down	2	1.0	-0.478668	2.24798e-07	0.957336
ZKSCAN7	up	2	1.0	0.478611	0.000136633	0.957222
FLNB	down	2	1.0	-0.478564	1.10221e-05	0.957128
GNA12	up	2	1.0	0.478532	3.93297e-05	0.957064
SLC23A2	up	2	1.0	0.478276	1.09792e-05	0.956552
RLIM	up	2	1.0	0.478265	2.0466e-05	0.95653
ARF4	up	2	1.0	0.478213	0.00164409	0.956426
SNX32	down	2	1.0	-0.478152	0.000175125	0.956303
FAM171A1	down	2	1.0	-0.478132	2.77307e-10	0.956265
KCTD9	down	2	1.0	-0.478113	2.4816e-05	0.956226
SPA17	down	2	1.0	-0.478056	1.96522e-05	0.956112
HACD2	down	2	1.0	-0.477855	8.43216e-10	0.955709
DCUN1D4	down	2	1.0	-0.477697	2.782e-07	0.955395
ATE1	down	2	1.0	-0.47765	1.76405e-06	0.955301
ZNF493	down	2	1.0	-0.477587	0.00042706	0.955174
AIM1L	down	2	1.0	-0.47755	0.00475302	0.9551
TP73-AS1	up	2	1.0	0.477515	1.01291e-05	0.955029
SHMT2	up	2	1.0	0.477514	1.33585e-08	0.955027
PLOD2	down	2	1.0	-0.477481	0.000824218	0.954962
SREBF2	down	2	1.0	-0.47743	0.000190504	0.954859
INTS6L	down	2	1.0	-0.477375	6.58436e-07	0.95475
HLA-F	up	2	1.0	0.477279	9.48811e-05	0.954558
FH	down	2	1.0	-0.477133	8.63822e-09	0.954265
SLC22A15	up	2	1.0	0.477058	2.58579e-11	0.954116
ATF5	up	2	1.0	0.476969	2.59031e-06	0.953937
HOXD3	down	2	1.0	-0.476935	9.8725e-07	0.95387
NUAK1	up	2	1.0	0.476885	8.30748e-05	0.95377
MYADM	up	2	1.0	0.476876	0.000807799	0.953751
EXOC3	down	2	1.0	-0.476621	0.00309216	0.953242
VPS37B	down	2	1.0	-0.476616	1.73072e-05	0.953232
CDH1	down	2	1.0	-0.476578	6.23524e-05	0.953156
DKK3	up	2	1.0	0.476492	1.24748e-06	0.952985
ZZEF1	down	2	1.0	-0.476388	6.70171e-08	0.952777
MFAP2	up	2	1.0	0.476369	9.4233e-08	0.952738
PREB	up	2	1.0	0.476361	3.78602e-11	0.952723
RNASEL	down	2	1.0	-0.476299	7.26357e-05	0.952599
MAPK3	down	2	1.0	-0.47615	4.09034e-08	0.952299
ARL3	up	2	1.0	0.476012	6.33756e-07	0.952023
GYG2	up	2	1.0	0.475983	0.00111395	0.951966
ST6GALNAC5	up	2	1.0	0.475938	4.10043e-08	0.951876
B2M	up	2	1.0	0.475934	0.00031458	0.951867
ZNF512B	up	2	1.0	0.475502	6.0178e-06	0.951004
ISG15	up	2	1.0	0.475463	0.000173748	0.950927
CHL1	up	2	1.0	0.475334	0.00555963	0.950669
HOXB3	down	2	1.0	-0.475154	8.34737e-06	0.950307
OGT	up	2	1.0	0.475153	5.94521e-05	0.950306
LOC153684	up	2	1.0	0.475092	6.66748e-09	0.950184
AUTS2	down	2	1.0	-0.474927	1.33407e-05	0.949854
TNFSF12-TNFSF13	up	2	1.0	0.474878	5.54027e-08	0.949757
ZKSCAN1	down	2	1.0	-0.474246	4.0944e-06	0.948492
NDUFS3	down	2	1.0	-0.474123	6.15137e-06	0.948246
THNSL2	down	2	1.0	-0.473776	0.00508488	0.947551
DIO3	down	2	1.0	-0.473746	1.85101e-05	0.947492
GFM1	down	2	1.0	-0.473627	2.7743e-06	0.947254
AATBC	down	2	1.0	-0.473625	0.0287678	0.947251
CDC42SE1	up	2	1.0	0.473624	6.55528e-05	0.947248
SKP1	down	2	1.0	-0.473588	7.25903e-06	0.947176
SAP30L	down	2	1.0	-0.473553	4.54564e-07	0.947106
RASL12	up	2	1.0	0.473507	1.02586e-08	0.947015
MYB	down	2	1.0	-0.473349	1.80335e-08	0.946699
LOC254896	up	2	1.0	0.473271	2.11521e-12	0.946541
ARF3	down	2	1.0	-0.473203	1.91592e-06	0.946407
RHBDD1	up	2	1.0	0.473016	5.08766e-07	0.946032
ATP5L	down	2	1.0	-0.472959	4.29076e-06	0.945918
FAM92A1	up	2	1.0	0.472867	1.14188e-08	0.945734
HSPB8	up	2	1.0	0.472767	1.63009e-05	0.945533
ANKRD36B	up	2	1.0	0.472677	0.000913411	0.945354
DOK4	down	2	1.0	-0.472643	7.41417e-06	0.945287
AGL	down	2	1.0	-0.472537	1.45958e-09	0.945073
PNRC1	up	2	1.0	0.472453	9.35906e-09	0.944906
ATP5SL	down	2	1.0	-0.47236	9.51182e-10	0.94472
ERN2	down	2	1.0	-0.472173	4.33239e-05	0.944346
ZNF37BP	up	2	1.0	0.472171	0.000459546	0.944342
SLC25A4	down	2	1.0	-0.472002	4.63068e-11	0.944005
GTF2E2	up	2	1.0	0.472002	1.56013e-10	0.944004
NDUFV1	down	2	1.0	-0.471954	0.000370214	0.943907
ATP5G1	down	2	1.0	-0.471911	3.94474e-09	0.943823
SLC35B3	down	2	1.0	-0.471827	1.81972e-06	0.943654
SEMA4C	up	2	1.0	0.471673	0.000224768	0.943346
KLHL24	down	2	1.0	-0.471646	2.69073e-11	0.943292
CLUH	down	2	1.0	-0.471596	4.99869e-05	0.943192
IL17RE	down	2	1.0	-0.471524	2.47946e-05	0.943048
HERPUD1	up	2	1.0	0.471394	8.84026e-06	0.942788
TCEAL7	up	2	1.0	0.471373	4.73987e-05	0.942745
CX3CR1	up	2	1.0	0.471316	0.000382941	0.942632
PPIP5K1	down	2	1.0	-0.471229	4.2621e-10	0.942458
APPL1	down	2	1.0	-0.471216	1.41143e-06	0.942432
CLEC12B	up	2	1.0	0.471141	5.50319e-07	0.942281
OPLAH	down	2	1.0	-0.471058	4.93716e-06	0.942116
PRSS8	down	2	1.0	-0.470894	0.00280161	0.941789
ACR	down	2	1.0	-0.470836	4.5045e-06	0.941673
ZFAND2B	down	2	1.0	-0.470815	3.08127e-05	0.941631
PET117	down	2	1.0	-0.470747	4.076e-14	0.941494
WNK1	up	2	1.0	0.470713	2.92554e-05	0.941426
CDC42BPA	down	2	1.0	-0.470496	3.02748e-07	0.940992
SEL1L	up	2	1.0	0.470453	3.22204e-10	0.940906
PROSC	down	2	1.0	-0.470347	1.10417e-08	0.940694
C21orf33	down	2	1.0	-0.470338	6.93487e-10	0.940677
TRMT112	up	2	1.0	0.470083	4.62573e-07	0.940165
MTCH2	down	2	1.0	-0.470066	1.10368e-05	0.940132
ERI2	down	2	1.0	-0.469986	7.56185e-05	0.939972
NCEH1	down	2	1.0	-0.46989	0.00162357	0.939781
FRMD6	up	2	1.0	0.469885	0.000104865	0.939771
MYPN	down	2	1.0	-0.469867	0.00720287	0.939734
CISD1	down	2	1.0	-0.469818	6.23291e-05	0.939636
RPIA	down	2	1.0	-0.469566	3.47446e-07	0.939132
FZD4	up	2	1.0	0.469299	1.4069e-07	0.938598
IVD	down	2	1.0	-0.469224	1.12882e-05	0.938448
TBC1D2B	up	2	1.0	0.468883	2.68788e-06	0.937766
PNKD	down	2	1.0	-0.46885	5.48625e-07	0.9377
SHB	up	2	1.0	0.468788	3.06849e-07	0.937576
E2F2	down	2	1.0	-0.468787	0.000120365	0.937574
G6PD	up	2	1.0	0.46868	1.77524e-06	0.937359
ABI2	up	2	1.0	0.468405	0.000610498	0.936809
AFF3	up	2	1.0	0.468216	0.00119588	0.936433
TSFM	down	2	1.0	-0.468175	3.31426e-07	0.936349
SGCD	up	2	1.0	0.468075	4.41023e-06	0.93615
ITGA6	up	2	1.0	0.468039	2.76005e-06	0.936077
XKR6	up	2	1.0	0.467968	5.11464e-06	0.935936
ZNF682	down	2	1.0	-0.467886	0.00167626	0.935772
NFE2	up	2	1.0	0.467867	1.90792e-05	0.935733
PPARD	down	2	1.0	-0.46783	0.000708767	0.93566
FAM234A	down	2	1.0	-0.4677	0.000205284	0.9354
TYRP1	up	2	1.0	0.467551	0.00899597	0.935102
RPL31	down	2	1.0	-0.46751	0.0143017	0.935019
HEY2	up	2	1.0	0.467464	1.91399e-08	0.934928
GPR35	down	2	1.0	-0.467356	3.19187e-06	0.934713
SEPP1	down	2	1.0	-0.467332	0.0900653	0.934664
PPP1R16A	down	2	1.0	-0.467297	9.20838e-06	0.934594
CDHR3	down	2	1.0	-0.467227	8.44929e-08	0.934454
CPB1	up	2	1.0	0.46722	0.00096223	0.934441
HELLS	up	2	1.0	0.467205	0.00337313	0.934409
SLMO2-ATP5E	down	2	1.0	-0.467111	5.57711e-05	0.934222
LINC00238	down	2	1.0	-0.466968	0.00134868	0.933936
C19orf66	up	2	1.0	0.466963	3.07545e-07	0.933925
RNF19B	up	2	1.0	0.466884	1.53452e-05	0.933769
NAP1L5	up	2	1.0	0.466859	7.50862e-09	0.933717
DDIAS	up	2	1.0	0.466751	4.96957e-06	0.933501
N6AMT1	down	2	1.0	-0.466679	0.000174371	0.933358
SNX2	down	2	1.0	-0.466595	6.33637e-05	0.933191
ZNF585A	down	2	1.0	-0.466585	1.03107e-05	0.933171
DPEP2	up	2	1.0	0.466523	1.93623e-06	0.933045
PARP1	up	2	1.0	0.466425	3.90498e-11	0.932849
POFUT1	down	2	1.0	-0.466191	2.06683e-05	0.932382
CCND2	up	2	1.0	0.466019	0.000103321	0.932038
FMNL2	up	2	1.0	0.465985	0.000313134	0.931969
ABCD2	up	2	1.0	0.465931	1.51834e-05	0.931862
SHE	up	2	1.0	0.465831	5.11973e-05	0.931661
CD247	up	2	1.0	0.46577	1.34177e-07	0.93154
KCNN4	up	2	1.0	0.465612	0.000197032	0.931224
CDV3	up	2	1.0	0.465371	3.58583e-09	0.930742
SORT1	down	2	1.0	-0.465077	4.79386e-09	0.930154
AKNA	up	2	1.0	0.465	8.95939e-07	0.93
TMEM161B	down	2	1.0	-0.464872	3.98872e-12	0.929744
PAIP2B	down	2	1.0	-0.46479	0.000131547	0.92958
PLS1	down	2	1.0	-0.464748	0.00166525	0.929496
MRPL48	down	2	1.0	-0.464392	4.21149e-11	0.928784
LRRC75B	down	2	1.0	-0.464313	1.055e-06	0.928626
CYP4V2	down	2	1.0	-0.46423	0.000257189	0.928461
AP2B1	up	2	1.0	0.464197	2.284e-05	0.928395
REEP4	down	2	1.0	-0.464098	0.000316632	0.928197
SHROOM1	down	2	1.0	-0.463662	4.20189e-07	0.927324
PLEKHG3	down	2	1.0	-0.463639	4.45117e-05	0.927278
USF3	down	2	1.0	-0.463621	7.76287e-07	0.927242
DCSTAMP	up	2	1.0	0.463476	5.08237e-11	0.926952
ADTRP	down	2	1.0	-0.463476	0.000362912	0.926952
CEACAM19	down	2	1.0	-0.463423	0.00443716	0.926847
FAM167B	up	2	1.0	0.463379	5.2786e-07	0.926758
LIN7C	down	2	1.0	-0.463354	9.38904e-07	0.926708
TMEM242	down	2	1.0	-0.463321	1.59156e-06	0.926643
NIN	up	2	1.0	0.463283	1.90716e-05	0.926566
DLAT	down	2	1.0	-0.463228	1.02457e-05	0.926456
MTSS1	down	2	1.0	-0.463209	9.87782e-07	0.926418
FCER1A	down	2	1.0	-0.46312	0.0292344	0.926239
C1RL	up	2	1.0	0.46298	6.20529e-06	0.92596
SRD5A1	down	2	1.0	-0.462678	0.000301754	0.925356
ZNF239	up	2	1.0	0.462462	3.10831e-05	0.924924
MISP3	down	2	1.0	-0.462437	0.00175191	0.924874
MESP1	down	2	1.0	-0.462431	5.24487e-05	0.924862
SCG5	up	2	1.0	0.462342	0.000175854	0.924685
CNPPD1	down	2	1.0	-0.462269	1.63179e-05	0.924538
TRAM1	up	2	1.0	0.462075	1.65385e-09	0.924151
DCST2	down	2	1.0	-0.462051	0.000217418	0.924101
TSKU	down	2	1.0	-0.461761	6.13224e-05	0.923521
LMF2	up	2	1.0	0.461414	2.64289e-06	0.922828
SLC38A2	up	2	1.0	0.461291	2.46259e-09	0.922582
VCP	up	2	1.0	0.461172	4.29132e-05	0.922344
EPS8L3	down	2	1.0	-0.461066	0.000104853	0.922131
SESN1	down	2	1.0	-0.461013	7.2648e-07	0.922027
NUDT15	down	2	1.0	-0.461005	2.94869e-06	0.92201
MUCL1	up	2	1.0	0.460991	1.48261e-06	0.921983
SP100	up	2	1.0	0.460745	1.43291e-06	0.921489
FAM129C	up	2	1.0	0.460534	0.000571417	0.921068
MAPK9	down	2	1.0	-0.460534	1.35597e-08	0.921067
