ingredient_id	ingredient_name	alias	evidence_count	reference_count	clinical_trial_count	meta_analysis_count	matched_terms	pubchem_id	inchikey	canonical_smiles	cas_id	drugbank_id	identifier_status	top_evidence_titles
HBIN027456	Genistein	446-72-0; Prunetol; 4',5,7-Trihydroxyisoflavone; Genisterin; Genisteol; Sophoricol; 5,7-dihydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one; 5,7,4'-Trihydroxyisoflavone; Bonistein	1	0	0	1	inflammatory bowel disease	5280961	TZBJGXHYKVUXJN-UHFFFAOYSA-N	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O	446-72-0	NA	pubchem_and_inchikey	Effects of genistein on intestinal health in murine models: a systematic review
HBIN027739	Ginsenoside rd	52705-93-8; Chikusetsusaponin FK7; Gypenoside VIII; UNII-WB232T95AV; WB232T95AV; GS-Rd; CHEBI:67988; G-Rd; (20S)-ginsenoside Rd	1	1	0	0	colitis	11679800	RLDVZILFNVRJTL-IWFVLDDISA-N	CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C	52705-93-8	NA	pubchem_and_inchikey	Bifidobacteria-Fermented Red Ginseng and Its Constituents Ginsenoside Rd and Protopanaxatriol Alleviate Anxiety/Depression in Mice by the Amelioration of Gut Dysbiosis
HBIN028034	Glucoraphanin	21414-41-5; Glucorafanin; 4-methylsulfinylbutyl glucosinolate; Sulforaphane glucosinolate; CCRIS 9055; [(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1E)-5-methylsulfinyl-N-sulfooxypentanimidothioate; MFCD08460269; Glucoraphani potassium salt; SCHEMBL16653150	1	1	0	0	colitis;inflammatory bowel disease	9548634	GMMLNKINDDUDCF-RFOBZYEESA-N	CS(=O)CCCCC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O	NA	NA	pubchem_and_inchikey	Broccoli-Derived Glucoraphanin Activates AMPK/PGC1α/NRF2 Pathway and Ameliorates Dextran-Sulphate-Sodium-Induced Colitis in Mice
HBIN028057	Glutamine	L-glutamine; 56-85-9; Levoglutamide; L-(+)-Glutamine; Glutamic acid amide; Cebrogen; Stimulina; glumin; Levoglutamid	1	0	0	1	colitis;crohn;inflammatory bowel disease;ulcerative colitis	5961	ZDXPYRJPNDTMRX-VKHMYHEASA-N	C(CC(=O)N)C(C(=O)O)N	NA	NA	pubchem_and_inchikey	efficacy of oral and enteral glutamine supplementation on gut permeability markers: a meta-analysis
HBIN028191	Glycyrrhizin	Glycyrrhizic acid; 1405-86-3; Glycyron; Glycyrrhizinic acid; Glycyrrhetinic acid glycoside; potenlini; Glizigen; glycyrrhizate; glyzyrrhizin	1	0	0	1	colitis;ulcerative colitis	14982	LPLVUJXQOOQHMX-QWBHMCJMSA-N	CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C	103000-77-7	NA	pubchem_and_inchikey	Anti-inflammatory activity and safety of compound glycyrrhizin in ulcerative colitis: A systematic review and meta-analysis of randomized controlled trials.
HBIN029163	Heriguard	CHLOROGENIC ACID; 327-97-9; 3-O-Caffeoylquinic acid; Chlorogenate; 3-(3,4-Dihydroxycinnamoyl)quinic acid; 3-Caffeoylquinic acid; Hlorogenic acid; trans-Chlorogenic acid; CP chlorogenic acid	1	1	0	0	colitis;ulcerative colitis	1794427	CWVRJTMFETXNAD-JUHZACGLSA-N	C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O	202650-88-2	NA	pubchem_and_inchikey	Chlorogenic Acid and Quercetin in a Diet with Fermentable Fiber Influence Multiple Processes Involved in DSS-Induced Ulcerative Colitis but Do Not Reduce Injury
HBIN029438	Histamine	51-45-6; 2-(1H-imidazol-5-yl)ethanamine; 1H-Imidazole-4-ethanamine; Ergamine; Ergotidine; 2-(4-Imidazolyl)ethylamine; 5-Imidazoleethylamine; Eramin; Theramine	1	0	0	1	colitis	774	NTYJJOPFIAHURM-UHFFFAOYSA-N	C1=C(NC=N1)CCN	51-45-6	NA	pubchem_and_inchikey	Is histamine-2 receptor antagonists use a risk factor for infection, necrotizing enterocolitis and mortality in neonates?
HBIN029922	Icariin	489-32-7; Ieariline; CHEBI:78420; UNII-VNM47R2QSQ; VNM47R2QSQ; 5-hydroxy-2-(4-methoxyphenyl)-8-(3-methylbut-2-en-1-yl)-7-(((2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl)oxy)-3-(((2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)-4H-chromen-4-one; Icariine; Epimedii herba icariin; MFCD00210516	1	1	0	0	colitis	5318997	TZJALUIVHRYQQB-XLRXWWTNSA-N	CC1C(C(C(C(O1)OC2=C(OC3=C(C2=O)C(=CC(=C3CC=C(C)C)OC4C(C(C(C(O4)CO)O)O)O)O)C5=CC=C(C=C5)OC)O)O)O	489-32-7	NA	pubchem_and_inchikey	Relief Effects of Icariin on Inflammation-Induced Decrease of Tight Junctions in Intestinal Epithelial Cells
HBIN029981	Ifp	glycerol; glycerin; 56-81-5; PROPANE-1,2,3-TRIOL; Glycerine; 1,2,3-Propanetriol; Trihydroxypropane; Glyceritol; Glycyl alcohol; 1,2,3-trihydroxypropane	1	0	0	1	colitis	753	PEDCQBHIVMGVHV-UHFFFAOYSA-N	C(C(CO)O)O	8043-29-6	NA	pubchem_and_inchikey	Glycerin Enemas and Suppositories in Premature Infants: A Systematic Review and Meta-analysis
HBIN030108	Indirubin	479-41-4; Indigo Red; Couroupitine B; 906748-38-7; Indigopurpurin; (Z)-[2,3'-biindolinylidene]-2',3-dione; 397242-72-7; (E)-[2,3'-biindolinylidene]-2',3-dione; Isoindirubin	1	1	0	0	enteritis;inflammatory bowel disease	10177	JNLNPCNGMHKCKO-UHFFFAOYSA-N	C1=CC=C2C(=C1)C(=C(N2)O)C3=NC4=CC=CC=C4C3=O	479-41-4	NA	pubchem_and_inchikey	Indirubin regulates T cell differentiation by promoting αVβ8 expression in bone marrow-derived dendritic cells to alleviate inflammatory bowel disease
HBIN030187	Inosine	58-63-9; Hypoxanthosine; Ribonosine; Atorel; Oxiamin; Hypoxanthine riboside; Trophicardyl; Selfer; Pantholic-L	1	1	0	0	colitis;inflammatory bowel disease;ulcerative colitis	135398641	UGQMRVRMYYASKQ-KQYNXXCUSA-N	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O	58-63-9	NA	pubchem_and_inchikey	Gut microbiota-derived inosine from dietary barley leaf supplementation attenuates colitis through PPARγ signaling activation
HBIN030757	Isogambogenicacid	Isogambogenic acid; 887923-47-9; (E)-4-[(1S,2S,13S,15R)-7-[(2E)-3,7-Dimethylocta-2,6-dienyl]-6,8-dihydroxy-17,17-dimethyl-5-(3-methylbut-2-enyl)-10,14-dioxo-3,16-dioxapentacyclo[11.4.1.02,11.02,15.04,9]octadeca-4,6,8,11-tetraen-15-yl]-2-methylbut-2-enoic acid; CHEMBL4584357; HY-122948; CS-0090638	1	1	0	0	colitis	101389903	RCWNBHCZYXWDOV-SDNKGDDVSA-N	CC(=CCCC(=CCC1=C(C(=C2C(=C1O)C(=O)C3=CC4CC5C3(O2)C(C4=O)(OC5(C)C)CC=C(C)C(=O)O)CC=C(C)C)O)C)C	NA	NA	pubchem_and_inchikey	Gambogenic Acid Induces Endoplasmic Reticulum Stress in Colorectal Cancer via the Aurora A Pathway
HBIN031581	Juglone	481-39-0; 5-Hydroxy-1,4-naphthoquinone; 5-Hydroxy-1,4-naphthalenedione; 5-Hydroxynaphthalene-1,4-dione; Regianin; Nucin; Juglon; Akhnot; Yuglon	1	1	0	0	colitis;ulcerative colitis	3806	KQPYUDDGWXQXHS-UHFFFAOYSA-N	C1=CC2=C(C(=O)C=CC2=O)C(=C1)O	481-39-0	NA	pubchem_and_inchikey	Juglone Suppresses Inflammation and Oxidative Stress in Colitis Mice
HBIN032355	Kumujian b	Nigakinone; 18110-86-6; 5-Hydroxy-4-methoxycanthin-6-one; 4-Methoxy-5-hydroxycanthin-6-one; UNII-J7E73434D2; J7E73434D2; 6H-Indolo[3,2,1-de][1,5]naphthyridin-6-one, 5-hydroxy-4-methoxy-; CHEBI:81365; 6H-Indolo(3,2,1-de)(1,5)naphthyridin-6-one, 5-hydroxy-4-methoxy-; 3-hydroxy-4-methoxy-1,6-diazatetracyclo[7.6.1.05,16.010,15]hexadeca-3,5(16),6,8,10,12,14-heptaen-2-one	1	1	0	0	colitis;ulcerative colitis	5320161	PGFKZUOYIFDMQJ-UHFFFAOYSA-N	COC1=C(C(=O)N2C3=CC=CC=C3C4=C2C1=NC=C4)O	NA	NA	pubchem_and_inchikey	Nigakinone alleviates DSS-induced experimental colitis via regulating bile acid profile and FXR/NLRP3 signaling pathways
HBIN032371	Kurarinone	34981-26-5; 7,2',4'-Trihydroxy-8-lavandulyl-5-methoxyflavanone; (2S)-(-)-kurarinone; (S)-2-(2,4-Dihydroxyphenyl)-7-hydroxy-5-methoxy-8-((R)-5-methyl-2-(prop-1-en-2-yl)hex-4-en-1-yl)chroman-4-one; CHEBI:66150; (2S)-2-(2,4-dihydroxyphenyl)-7-hydroxy-5-methoxy-8-[(2R)-5-methyl-2-prop-1-en-2-ylhex-4-enyl]-2,3-dihydrochromen-4-one; (-)-kurarinone; (2S)-2-[2,4-bis(oxidanyl)phenyl]-5-methoxy-8-[(2R)-5-methyl-2-prop-1-en-2-yl-hex-4-enyl]-7-oxidanyl-2,3-dihydrochromen-4-one; SCHEMBL563362	1	1	0	0	colitis;ulcerative colitis	11982640	LTTQKYMNTNISSZ-MWTRTKDXSA-N	CC(=CCC(CC1=C2C(=C(C=C1O)OC)C(=O)CC(O2)C3=C(C=C(C=C3)O)O)C(=C)C)C	34981-26-5	NA	pubchem_and_inchikey	Total flavonoids of Sophora flavescens and kurarinone ameliorated ulcerative colitis by regulating Th17/Treg cell homeostasis
HBIN032453	Kynurenine	343-65-7; dl-Kynurenine; 2-Amino-4-(2-aminophenyl)-4-oxobutanoic acid; rac Kynurenine; 3-Anthraniloylalanine; 3-Anthraniloyl-DL-alanine; Alanine, 3-anthraniloyl-; (+-)-Kynurenine; (+/-)-Kynurenine	1	1	0	0	colitis;crohn;inflammatory bowel disease;ulcerative colitis	846	YGPSJZOEDVAXAB-UHFFFAOYSA-N	C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N	NA	NA	pubchem_and_inchikey	Kynurenine plays an immunosuppressive role in 2,4,6-trinitrobenzene sulfate-induced colitis in mice
HBIN033433	L-lysine	lysine; 56-87-1; h-Lys-oh; lysine acid; (S)-Lysine; (2S)-2,6-diaminohexanoic acid; Aminutrin; alpha-Lysine; L-(+)-Lysine	1	0	0	1	colitis	5962	KDXKERNSBIXSRK-YFKPBYRVSA-N	C(CCN)CC(C(=O)O)N	NA	NA	pubchem_and_inchikey	Comparative effectiveness and safety of intravenous ibuprofen lysine salt versus ibuprofen tromethamine salt for patent ductus arteriosus closure in preterm infants: A systematic review and network meta-analysis.
HBIN032538	Lactose	(+)-Lactose; .beta.-Lactose; 4-(beta-D-Galactosido)-D-glucose; 4-O-beta-D-Galactopyranosyl-beta-D-glucopyranose; 4-O-beta-D-Galactopyranosyl-D-glucose; beta-D-Glucopyranose, 4-O-beta-D-galactopyranosyl-; beta-D-Lactose; beta-Lactose; D-(+)-Lactose; D-Glucose, 4-O-beta-D-galactopyranosyl	1	0	1	0	colitis;ulcerative colitis	6134	GUBGYTABKSRVRQ-DCSYEGIMSA-N	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O	NA	NA	pubchem_and_inchikey	Amount of Lactose Causing Symptoms in People With Lactose Intolerance and Ulcerative Colitis
HBIN033198	Ligustilide	4431-01-0; 81944-09-4; Ligustilide A; (Z)-Ligustilide; Z-ligustilide; (Z)-3-Butylidene-4,5-dihydroisobenzofuran-1(3H)-one; cis-ligustilide; 1(3H)-Isobenzofuranone, 3-butylidene-4,5-dihydro-, (3Z)-; 1(3H)-Isobenzofuranone, 3-butylidene-4,5-dihydro-	1	1	0	0	colitis;inflammatory bowel disease	5319022	IQVQXVFMNOFTMU-FLIBITNWSA-N	CCCC=C1C2=C(C=CCC2)C(=O)O1	4431-01-0	NA	pubchem_and_inchikey	Systems pharmacology approach uncovers Ligustilide attenuates experimental colitis in mice by inhibiting PPARγ-mediated inflammation pathways
HBIN033793	Lutein	XANTHOPHYLL; 127-40-2; Bo-Xan; Vegetable lutein; all-trans-Lutein; Vegetable luteol; trans-Lutein; Lutein ester; Xantofyl	1	0	0	1	colitis	5281243	KBPHJBAIARWVSC-RGZFRNHPSA-N	CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2C(=CC(CC2(C)C)O)C)C)C	127-40-2	NA	pubchem_and_inchikey	Lutein and zeaxanthin for reducing morbidity and mortality in preterm infants [Cochrane Protocol]
HBIN033803	Luteolin	491-70-3; 3',4',5,7-Tetrahydroxyflavone; Digitoflavone; Luteolol; 2-(3,4-Dihydroxyphenyl)-5,7-dihydroxy-4H-chromen-4-one; Flacitran; Luteoline; Salifazide; Weld Lake	1	1	0	0	colitis;ulcerative colitis	5280445	IQPNAANSBPBGFQ-UHFFFAOYSA-N	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O	491-70-3	NA	pubchem_and_inchikey	Luteolin ameliorates experimental colitis in mice through ERK-mediated suppression of inflammation, apoptosis and autophagy
HBIN034421	Mannose	D-Man; D-Mannopyranose; D-Mannopyranoside; D-Mannose; Man; Mannopyranose; Mannopyranoside; Carubinose; Seminose	1	1	0	0	colitis;inflammatory bowel disease	18950	WQZGKKKJIJFFOK-QTVWNMPRSA-N	C(C1C(C(C(C(O1)O)O)O)O)O	NA	NA	pubchem_and_inchikey	Mannose metabolism normalizes gut homeostasis by blocking the TNF-α-mediated proinflammatory circuit
HBIN034656	Melanin	8049-97-6; Melanin from Sepia officinalis; Melanins; 6,14-dimethyl-4,12-diazapentacyclo[8.6.1.12,5.013,17.09,18]octadeca-1(17),2,5,9(18),10,13-hexaene-7,8,15,16-tetrone; 6,14-dimethyl-4,12-diazapentacyclo[8.6.1.1^{2,5}.0^{13,17}.0^{9,18}]octadeca-1(17),2,5,9(18),10,13-hexaene-7,8,15,16-tetrone; Phaeomelanins; 6,14-dimethyl-4,12-diazapentacyclo(8.6.1.1^(2,5).0^(13,17).0^(9,18))octadeca-1(17),2,5,9(18),10,13-hexaene-7,8,15,16-tetrone; 6,14-dimethyl-4,12-diazapentacyclo(8.6.1.12,5.013,17.09,18)octadeca-1(17),2,5,9(18),10,13-hexaene-7,8,15,16-tetrone; EINECS 232-473-6	1	1	0	0	colitis	6325610	XUMBMVFBXHLACL-UHFFFAOYSA-N	CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O	8049-97-6	NA	pubchem_and_inchikey	Orally administered melanin from Sepiapharaonis ink ameliorates depression-anxiety-like behaviors in DSS-induced colitis by mediating inflammation pathway and regulating apoptosis
HBIN035482	Mg	7439-95-4; Magnesium; magnesio; Magnesium metallicum; Magnesium metal; Magnesium turnings; Rieke's active magnesium; Magnesium powder; MFCD00085308	1	0	0	1	colitis	5462224	FYYHWMGAXLPEAU-UHFFFAOYSA-N	[Mg]	NA	NA	pubchem_and_inchikey	Different treatment regimens for magnesium sulphate for tocolysis in women in preterm labour for improving health outcomes [Cochrane Protocol]
HBIN035536	Milrinone	78415-72-2; Primacor; Milrinonum; Milrila; Milrinona; Milrinonum [Latin]; Win-47203-2; 6-methyl-2-oxo-5-(pyridin-4-yl)-1,2-dihydropyridine-3-carbonitrile; 1,6-Dihydro-2-methyl-6-oxo(3,4'-bipyridine)-5-carbonitrile	1	0	0	1	colitis	4197	PZRHRDRVRGEVNW-UHFFFAOYSA-N	CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2	NA	NA	pubchem_and_inchikey	Treatment of preterm neonates with probable transitional circulatory shock: A systematic review, network meta-analysis and clinical practice guidelines.
HBIN036380	Naringin	10236-47-2; aurantiin; Naringoside; (2S)-Naringin; Naringenin 7-O-neohesperidoside; UNII-N7TD9J649B; Naringenin 7-Rhamnoglucoside; N7TD9J649B; CHEBI:28819	1	1	0	0	colitis;inflammatory bowel disease;ulcerative colitis	442428	DFPMSGMNTNDNHN-ZPHOTFPESA-N	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O	10236-47-2	NA	pubchem_and_inchikey	Naringin Exerts Therapeutic Effects on Mice Colitis: A Study Based on Transcriptomics Combined With Functional Experiments
HBIN036913	Nifedipine	21829-25-4; Adalat; Procardia; Procardia XL; Adalat CC; Fenihidine; Citilat; Cordipin; Corinfar	1	0	0	1	colitis	4485	HYIMSNHJOBLJNT-UHFFFAOYSA-N	CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC	NA	NA	pubchem_and_inchikey	Nifedipine versus atosiban in treatment of threatened preterm labor: an individual participant data meta-analysis
HBIN037568	Nuciferine	475-83-2; Nuciferin; l-Nuciferine; Sanjoinine E; (-)-Nucipherine; (-)-nuciferine; (R)-1,2-Dimethoxyaporphine; 1,2-Dimethoxy-6abeta-aporphine; UNII-W26UEB90B7	1	1	0	0	colitis;ulcerative colitis	10146	ORJVQPIHKOARKV-OAHLLOKOSA-N	CN1CCC2=CC(=C(C3=C2C1CC4=CC=CC=C43)OC)OC	NA	NA	pubchem_and_inchikey	Nuciferine alleviates intestinal inflammation by inhibiting MAPK/NF-κB and NLRP3/Caspase 1 pathways in vivo and in vitro
HBIN037642	Obacunone	751-03-1; Casimirolide; OBACUNON; Obacunoic acid, eta-lactone; AI3-37934; CCRIS 8657; CHEBI:7713; (1R,2R,4S,7S,8S,11R,12R,18R)-7-(furan-3-yl)-1,8,12,17,17-pentamethyl-3,6,16-trioxapentacyclo[9.9.0.02,4.02,8.012,18]icos-13-ene-5,15,20-trione; (1S,3aS,4aR,4bR,6aR,11aR,11bR,13aS)-1-(furan-3-yl)-4b,7,7,11a,13a-pentamethyl-1,6a,7,11a,11b,12,13,13a-octahydrooxepino[4',3':3,4]benzo[1,2-f]oxireno[2,3-d]isochromene-3,5,9(3aH,4bH,6H)-trione	1	1	0	0	colitis;ulcerative colitis	119041	MAYJEFRPIKEYBL-OASIGRBWSA-N	CC1(C2CC(=O)C3(C(C2(C=CC(=O)O1)C)CCC4(C35C(O5)C(=O)OC4C6=COC=C6)C)C)C	751-03-1	NA	pubchem_and_inchikey	Obacunone Protects Against Ulcerative Colitis in Mice by Modulating Gut Microbiota, Attenuating TLR4/NF-κB Signaling Cascades, and Improving Disrupted Epithelial Barriers
HBIN037940	Oleanolic acid	508-02-1; Oleanic acid; Caryophyllin; Astrantiagenin C; Giganteumgenin C; Virgaureagenin B; Oleanol; 3beta-Hydroxyolean-12-en-28-oic acid; oleonolic acid	1	1	0	0	enteritis	10494	MIJYXULNPSFWEK-GTOFXWBISA-N	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C	508-02-1	NA	pubchem_and_inchikey	Oleanolic acid enhances tight junctions and ameliorates inflammation in Salmonella typhimurium-induced diarrhea in mice via the TLR4/NF-κB and MAPK pathway
HBIN038043	Oleovitamin a	retinol; Vitamin A; all-trans-Retinol; 68-26-8; Vitamin A1; Alphalin; Chocola A; Alphasterol; Apostavit; Aquasynth	1	0	1	0	colitis	445354	FPIPGXGPPPQFEQ-OVSJKPMPSA-N	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C	NA	NA	pubchem_and_inchikey	Effect of Vitamin A in the Treatment of Neonatal Sepsis and Necrotizing Enterocolitis
HBIN038387	Osthol	Osthole; 484-12-8; Ostole; Ostol; 7-methoxy-8-(3-methylbut-2-en-1-yl)-2H-chromen-2-one; 2H-1-Benzopyran-2-one, 7-methoxy-8-(3-methyl-2-butenyl)-; 7-Methoxy-8-isopentenylcoumarin; 7-methoxy-8-(3-methylbut-2-enyl)chromen-2-one; 8-(3-Methyl-2-butenyl)herniarin	1	1	0	0	inflammatory bowel disease	10228	MBRLOUHOWLUMFF-UHFFFAOYSA-N	CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C	484-12-8; 484-4-12-8	NA	pubchem_and_inchikey	Effects of Osthole on Inflammatory Gene Expression and Cytokine Secretion in Histamine-Induced Inflammation in the Caco-2 Cell Line
HBIN038488	Oxymatrine	16837-52-8; Ammothamnine; Matrine N-oxide; Matrine oxide; Matrine 1beta-oxide; CHEBI:2672; 54809-74-4; MFCD00210339; (7aS,13aR,13bR,13cS)dodecahydro-1H,5H,10H-dipyrido[2,1-f:3',2',1'-ij][1,6]naphthyridin-10-one 4-oxide	1	1	0	0	colitis;inflammatory bowel disease	114850	XVPBINOPNYFXID-LHDUFFHYSA-N	C1CC2C3CCC[N+]4(C3C(CCC4)CN2C(=O)C1)[O-]	16837-52-8	NA	pubchem_and_inchikey	Oxymatrine ameliorated experimental colitis via mechanisms involving inflammatory DCs, gut microbiota and TLR/NF-κB pathway
HBIN039698	P-hydroxyphenethyl-beta-d-glucoside	Salidroside; 10338-51-9; Rhodioloside; Rhodosin; sallidroside; salidroside, (-)-; (2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[2-(4-hydroxyphenyl)ethoxy]oxane-3,4,5-triol; Glucopyranoside, p-hydroxyphenethyl; Tyrosol glucoside; (2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(4-hydroxyphenethoxy)tetrahydro-2H-pyran-3,4,5-triol	1	1	0	0	colitis;inflammatory bowel disease;ulcerative colitis	159278	ILRCGYURZSFMEG-RKQHYHRCSA-N	C1=CC(=CC=C1CCOC2C(C(C(C(O2)CO)O)O)O)O	NA	NA	pubchem_and_inchikey	Salidroside alleviates ulcerative colitis via inhibiting macrophage pyroptosis and repairing the dysbacteriosis-associated Th17/Treg imbalance
HBIN038919	Patchouli alcohol	5986-55-0; Patchoulol; patchouli camphor; Patchoulic alcohol; patchoulanol; (-)-patchoulol; (-)-patchouli alcohol; HHH8CPR1M2; solid	1	1	0	0	colitis;ulcerative colitis	10955174	GGHMUJBZYLPWFD-CUZKYEQNSA-N	CC1CCC2(C(C3CCC2(C1C3)C)(C)C)O	5986-55-0	NA	pubchem_and_inchikey	Patchouli alcohol ameliorates dextran sodium sulfate-induced experimental colitis and suppresses tryptophan catabolism
HBIN039240	Perillyl alcohol	536-59-4; Perilla alcohol; Perillol; Isocarveol; p-Mentha-1,8-dien-7-ol; Hydrocumin alcohol; 1-Cyclohexene-1-methanol, 4-(1-methylethenyl)-; Dihydrocuminyl alcohol; Iso-carveol	1	1	0	0	colitis;ulcerative colitis	10819	NDTYTMIUWGWIMO-UHFFFAOYSA-N	CC(=C)C1CCC(=CC1)CO	18457-55-1	NA	pubchem_and_inchikey	Perillyl alcohol attenuates chronic restraint stress aggravated dextran sulfate sodium-induced ulcerative colitis by modulating TLR4/NF-κB and JAK2/STAT3 signaling pathways
HBIN039439	Phellodendrine	Phallodendrin; 6873-13-8; OB-5 Compound; AR68S526RB; (7S,13aS)-3,10-dimethoxy-7-methyl-6,8,13,13a-tetrahydro-5H-isoquinolino[2,1-b]isoquinolin-7-ium-2,11-diol; UNII-AR68S526RB; DTXSID50218855; 6H-Dibenzo(a,g)quinolizinium, 5,8,13,13a-tetrahydro-2,11-dihydroxy-3,10-dimethoxy-7-methyl-, (7S-cis)-; pellodendrine	1	1	0	0	colitis;ulcerative colitis	3081405	RBBVPNQTBKHOEQ-KKSFZXQISA-O	C[N+]12CCC3=CC(=C(C=C3C1CC4=CC(=C(C=C4C2)OC)O)O)OC	6873-13-8	NA	pubchem_and_inchikey	Phellodendrine promotes autophagy by regulating the AMPK/mTOR pathway and treats ulcerative colitis
HBIN040107	Piplartine	Piperlongumine; 20069-09-4; UNII-SGD66V4SVJ; SGD66V4SVJ; (E)-1-(3-(3,4,5-trimethoxyphenyl)acryloyl)-5,6-dihydropyridin-2(1H)-one; CHEBI:8241; 2(1H)-Pyridinone, 5,6-dihydro-1-[(2E)-1-oxo-3-(3,4,5-trimethoxyphenyl)-2-propen-1-yl]-; MFCD00075706; 1-[(E)-3-(3,4,5-trimethoxyphenyl)prop-2-enoyl]-2,3-dihydropyridin-6-one	1	1	0	0	colitis;ulcerative colitis	637858	VABYUUZNAVQNPG-BQYQJAHWSA-N	COC1=CC(=CC(=C1OC)OC)C=CC(=O)N2CCC=CC2=O	NA	NA	pubchem_and_inchikey	Piperlongumine Alleviates Mouse Colitis and Colitis-Associated Colorectal Cancer
HBIN040152	Pit	56583-49-4; 2,2'-Pyridylisatogen tosylate; 2-(2-pyridinyl)-(3h)-indol-3-one-1-oxide 4-methylbenzenesulfonate; 4-methylbenzenesulfonic acid; 1-oxido-2-pyridin-2-ylindol-1-ium-3-one; 4-methylbenzenesulfonic acid;1-oxido-2-pyridin-2-ylindol-1-ium-3-one; Tocris-1682; GTPL1729; CHEMBL1364808; HMS3268O03	1	1	0	0	colitis	124333	MMPTYEXNPWSTOR-UHFFFAOYSA-N	CC1=CC=C(C=C1)S(=O)(=O)O.C1=CC=C2C(=C1)C(=O)C(=[N+]2[O-])C3=CC=CC=N3	4339-71-3	NA	pubchem_and_inchikey	Albumin Nano-Encapsulation of Piceatannol Enhances Its Anticancer Potential in Colon Cancer Via Downregulation of Nuclear p65 and HIF-1α
HBIN040271	Plumericin	77-16-7; Plurnericin; PLUMERICINE; CHEBI:8274; UNII-L0126U506Z; PLUMERICIN [MI]; (+)-PLUMERICIN; L0126U506Z; NSC 112152	1	1	0	0	colitis;inflammatory bowel disease	5281545	VFXXNAVZODKBIW-JKXVGBJFSA-N	CC=C1C2C3(C=CC4C3C(O2)OC=C4C(=O)OC)OC1=O	NA	NA	pubchem_and_inchikey	Plumericin prevents intestinal inflammation and oxidative stress in vitro and in vivo
HBIN040827	Propanoic acid	propionic acid; 79-09-4; ethylformic acid; methylacetic acid; Carboxyethane; Metacetonic acid; Ethanecarboxylic acid; Pseudoacetic acid; Luprosil	1	0	0	1	colitis;crohn;ulcerative colitis	1032	XBDQKXXYIPTUBI-UHFFFAOYSA-N	CCC(=O)O	NA	DB03766	pubchem_and_inchikey	Systematic review of the effects of Bifidobacterium lactis CNCM I-2494 in fermented dairy product by lactic acid bacteria on gastrointestinal discomfort in the general population
HBIN041663	Quercetin,3-o-rutinoside	RUTIN; 153-18-4; rutoside; Phytomelin; Birutan; Quercetin 3-rutinoside; Sophorin; Myrticolorin; Eldrin; Globulariacitrin	1	1	0	0	colitis	5280805	IKGXIBQEEMLURG-NVPNHPEKSA-N	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O	56764-99-9; 6764-99-9	NA	pubchem_and_inchikey	Rutin prevents inflammation-associated colon damage via inhibiting the p38/MAPKAPK2 and PI3K/Akt/GSK3β/NF-κB signalling axes and enhancing splenic Tregs in DSS-induced murine chronic colitis
