tissue_assignment	celltype	gene_symbol	n_diseased_samples	n_healthy_samples	diseased_cells	healthy_cells	mean_log1p_cpm_diseased	mean_log1p_cpm_healthy	delta_log1p_cpm_diseased_minus_healthy	p_log1p_cpm_mannwhitney	mean_detection_diseased	mean_detection_healthy	delta_detection_diseased_minus_healthy	p_detection_mannwhitney
R	B:B7	GABPA	6	4	75	181	0.0692307	0.0480674	0.0211634	0.904407	0.0257353	0.0312024	-0.0054671	0.904407
R	B:B7	HIF1A	6	4	75	181	0.176333	0.192475	-0.0161422	0.589485	0.0506907	0.104742	-0.0540514	0.331425
R	B:B7	HMOX1	6	4	75	181	0.0534545	0.013878	0.0395764	1	0.0208333	0.00513698	0.0156964	1
R	B:B7	ICAM1	6	4	75	181	0.134406	0.481041	-0.346635	0.235196	0.0457888	0.230808	-0.185019	0.160642
R	B:B7	IFNG	6	4	75	181	0.15081	0.157539	-0.00672838	0.718632	0.0486112	0.0767123	-0.0281012	0.718632
R	B:B7	IL15	6	4	75	181	0.0809776	0.0757778	0.00519977	0.904407	0.0257353	0.030137	-0.00440168	0.904407
R	B:B7	IL1B	6	4	75	181	0	0	0	1	0	0	0	1
R	B:B7	IL7	6	4	75	181	0	0	0	1	0	0	0	1
R	B:B7	ITGAM	6	4	75	181	0	0	0	1	0	0	0	1
R	B:B7	ITGAX	6	4	75	181	0	0	0	1	0	0	0	1
R	B:B7	JAK1	6	4	75	181	0.405796	0.562359	-0.156564	0.47619	0.167484	0.232392	-0.0649078	0.235196
R	B:B7	LYZ	6	4	75	181	0	0	0	1	0	0	0	1
R	B:B7	MAFB	6	4	75	181	0	0.0618998	-0.0618998	0.307434	0	0.025	-0.025	0.307434
R	B:B7	MAP1LC3B	6	4	75	181	0.948461	0.401865	0.546596	0.00952381	0.363748	0.196904	0.166844	0.042197
R	B:B7	MAPK14	6	4	75	181	0.132882	0.0434424	0.0894391	1	0.0568182	0.0294901	0.0273281	0.904407
R	B:B7	NFKB1	6	4	75	181	0.0652013	0.168673	-0.103471	0.149541	0.0208333	0.0831668	-0.0623335	0.149541
R	B:B7	NLRP3	6	4	75	181	0	0	0	1	0	0	0	1
R	B:B7	OSM	6	4	75	181	0.0809776	0	0.0809776	0.286869	0.0257353	0	0.0257353	0.286869
R	B:B7	PARP1	6	4	75	181	0.20635	0.592543	-0.386192	0.0234363	0.0858957	0.328872	-0.242976	0.0403242
R	B:B7	PIAS1	6	4	75	181	0.162304	0.282411	-0.120107	0.589485	0.0588978	0.138951	-0.0800529	0.331425
R	B:B7	PKM	6	4	75	181	0.248678	0.260503	-0.0118255	0.748381	0.0943999	0.132139	-0.0377396	0.454174
R	B:B7	PRKAA1	6	4	75	181	0	0.0802377	-0.0802377	0.0942099	0	0.0318493	-0.0318493	0.0942099
R	B:B7	PTGS2	6	4	75	181	0	0	0	1	0	0	0	1
R	B:B7	RELA	6	4	75	181	0	0.0657563	-0.0657563	0.0942099	0	0.0380517	-0.0380517	0.0942099
R	B:B7	SH3KBP1	6	4	75	181	0.0824683	0.25238	-0.169911	0.0989879	0.0298574	0.0943017	-0.0644443	0.0366428
R	B:B7	SMAD3	6	4	75	181	0	0	0	1	0	0	0	1
R	B:B7	SOD1	6	4	75	181	0.571237	0.552573	0.0186643	0.914286	0.219883	0.295096	-0.0752137	0.609524
R	B:B7	STAT3	6	4	75	181	0.254087	0.274541	-0.0204544	0.45	0.0882353	0.139203	-0.0509675	0.448587
R	B:B7	STAT5A	6	4	75	181	0	0.0093371	-0.0093371	0.307434	0	0.00342465	-0.00342465	0.307434
R	B:B7	SYK	6	4	75	181	0.359204	0.198997	0.160207	0.257143	0.154857	0.0923753	0.0624821	0.748381
R	B:B7	TLR4	6	4	75	181	0	0	0	1	0	0	0	1
R	B:B7	TNF	6	4	75	181	0.0482418	0.21936	-0.171118	0.760907	0.0138889	0.125	-0.111111	0.760907
R	B:B8	ACTA2	7	2	566	48	0.0172068	0	0.0172068	0.547615	0.0035034	0	0.0035034	0.547615
R	B:B8	AHR	7	2	566	48	0.170258	0.0558755	0.114383	0.456612	0.0423511	0.0217391	0.020612	0.655119
R	B:B8	AKT1	7	2	566	48	0.0573526	0.0287178	0.0286348	0.759766	0.0128446	0.0108696	0.00197504	1
R	B:B8	ARNTL	7	2	566	48	0.067219	0	0.067219	0.261651	0.0184311	0	0.0184311	0.261651
R	B:B8	BCL6	7	2	566	48	0.216831	0.193629	0.0232017	1	0.0565478	0.054348	0.00219976	1
R	B:B8	BECN1	7	2	566	48	0.32061	0.173148	0.147463	0.456612	0.0909265	0.054348	0.0365785	0.456612
R	B:B8	BLNK	7	2	566	48	0.795975	0.971671	-0.175696	0.888889	0.25231	0.423913	-0.171603	0.222222
R	B:B8	BRD4	7	2	566	48	0.423635	0.129481	0.294154	0.297313	0.113494	0.054348	0.059146	0.295222
R	B:B8	CAT	7	2	566	48	0.291675	0.624039	-0.332364	0.659216	0.0768091	0.282609	-0.2058	0.659216
R	B:B8	CD4	7	2	566	48	0.0101091	0	0.0101091	0.547615	0.00250169	0	0.00250169	0.547615
R	B:B8	CD86	7	2	566	48	0.136473	0.10613	0.0303434	1	0.0321054	0.0434783	-0.0113729	0.881642
R	B:B8	CREB1	7	2	566	48	0.444217	0.232235	0.211982	0.556536	0.105042	0.097826	0.00721569	1
R	B:B8	CTNNB1	7	2	566	48	0.194167	0.232235	-0.0380683	0.881642	0.048182	0.108696	-0.0605135	0.881642
R	B:B8	DNMT1	7	2	566	48	0.169298	0.10613	0.0631688	0.881642	0.0471238	0.0434783	0.00364554	1
R	B:B8	FOXP3	7	2	566	48	0	0	0	1	0	0	0	1
R	B:B8	GABPA	7	2	566	48	0.0903429	0.129481	-0.0391381	0.759766	0.0241024	0.054348	-0.0302456	0.759766
R	B:B8	HIF1A	7	2	566	48	1.15301	1.37602	-0.223009	0.333333	0.390712	0.75	-0.359288	0.141565
R	B:B8	HMOX1	7	2	566	48	0.0161955	0	0.0161955	0.547615	0.00418236	0	0.00418236	0.547615
R	B:B8	ICAM1	7	2	566	48	0.481402	0.232235	0.249167	0.239599	0.131381	0.097826	0.0335551	0.76876
R	B:B8	IFNG	7	2	566	48	0.047434	0	0.047434	0.261651	0.010015	0	0.010015	0.261651
R	B:B8	IL15	7	2	566	48	0.167881	0.10613	0.0617512	0.881642	0.0389006	0.0434783	-0.00457769	1
R	B:B8	IL1B	7	2	566	48	0	0.0287178	-0.0287178	0.108809	0	0.0108696	-0.0108696	0.108809
R	B:B8	IL7	7	2	566	48	0.408497	0.0558755	0.352622	0.141565	0.186859	0.0217391	0.165119	0.239599
R	B:B8	ITGAM	7	2	566	48	0.0429684	0	0.0429684	0.261651	0.0111012	0	0.0111012	0.261651
R	B:B8	ITGAX	7	2	566	48	0	0	0	1	0	0	0	1
R	B:B8	JAK1	7	2	566	48	1.05179	1.01942	0.0323642	0.222222	0.356804	0.423913	-0.0671094	0.76876
R	B:B8	LYZ	7	2	566	48	0.0101091	0	0.0101091	0.547615	0.00250169	0	0.00250169	0.547615
R	B:B8	MAFB	7	2	566	48	0.00375183	0	0.00375183	0.789268	0.000821019	0	0.000821019	0.789268
R	B:B8	MAP1LC3B	7	2	566	48	1.32527	0.702325	0.622942	0.888889	0.471178	0.304348	0.16683	0.888889
R	B:B8	MAPK14	7	2	566	48	0.0911637	0.10613	-0.0149658	1	0.0199204	0.0434783	-0.0235579	0.881642
R	B:B8	NFKB1	7	2	566	48	0.432262	0.301513	0.13075	0.76876	0.123561	0.119565	0.00399626	0.76876
R	B:B8	NLRP3	7	2	566	48	0.00375183	0	0.00375183	0.789268	0.000821019	0	0.000821019	0.789268
R	B:B8	OSM	7	2	566	48	0.00475137	0	0.00475137	0.789268	0.00127551	0	0.00127551	0.789268
R	B:B8	PARP1	7	2	566	48	0.780852	0.510055	0.270797	0.76876	0.232144	0.195652	0.0364924	1
R	B:B8	PIAS1	7	2	566	48	0.524059	0.332855	0.191204	0.76876	0.148432	0.152174	-0.00374229	1
R	B:B8	PKM	7	2	566	48	0.707025	1.23806	-0.531038	0.222222	0.194699	0.445652	-0.250953	0.0555556
R	B:B8	PRKAA1	7	2	566	48	0.145682	0.902555	-0.756873	0.297313	0.0381104	0.293478	-0.255368	0.101471
R	B:B8	PTGS2	7	2	566	48	0	0	0	1	0	0	0	1
R	B:B8	RELA	7	2	566	48	0.182375	0.129481	0.0528937	0.759766	0.0524735	0.054348	-0.00187447	0.759766
R	B:B8	SH3KBP1	7	2	566	48	0.765363	0.890224	-0.124862	0.333333	0.287639	0.402174	-0.114535	0.222222
R	B:B8	SMAD3	7	2	566	48	0.327683	0.301513	0.0261709	1	0.0926694	0.141304	-0.0486351	0.881642
R	B:B8	SOD1	7	2	566	48	0.897375	0.971671	-0.0742958	0.888889	0.27873	0.445652	-0.166922	0.111111
R	B:B8	STAT3	7	2	566	48	1.07719	1.32736	-0.250162	0.5	0.398332	0.760869	-0.362537	0.141565
R	B:B8	STAT5A	7	2	566	48	0.120603	0.10613	0.0144734	1	0.0298606	0.0434783	-0.0136177	0.759766
R	B:B8	SYK	7	2	566	48	0.49415	0.984043	-0.489892	0.105881	0.143782	0.423913	-0.280131	0.0560066
R	B:B8	TLR4	7	2	566	48	0	0	0	1	0	0	0	1
R	B:B8	TNF	7	2	566	48	0.729318	0.362349	0.36697	0.556536	0.244974	0.0326087	0.212365	0.141565
R	B:B9	ACTA2	3	3	14	11	0	0	0	1	0	0	0	1
R	B:B9	AHR	3	3	14	11	0.559013	0.223934	0.335079	1	0.333333	0.0833333	0.25	1
R	B:B9	AKT1	3	3	14	11	0	0	0	1	0	0	0	1
R	B:B9	ARNTL	3	3	14	11	0.0912237	0.148109	-0.0568853	1	0.0277778	0.0555557	-0.0277779	1
R	B:B9	BCL6	3	3	14	11	0.0912237	0.223934	-0.13271	1	0.0277778	0.0833333	-0.0555556	1
R	B:B9	BECN1	3	3	14	11	0.650237	0.316192	0.334045	0.642835	0.361111	0.333333	0.0277778	0.813664
R	B:B9	BLNK	3	3	14	11	0.912613	1.09596	-0.183342	1	0.444444	0.555556	-0.111111	0.824778
R	B:B9	BRD4	3	3	14	11	0.0912237	0.566488	-0.475264	0.353679	0.0277778	0.388889	-0.361111	0.353679
R	B:B9	CAT	3	3	14	11	0	0	0	1	0	0	0	1
R	B:B9	CD4	3	3	14	11	0	0	0	1	0	0	0	1
R	B:B9	CD86	3	3	14	11	0.0912237	0	0.0912237	0.504985	0.0277778	0	0.0277778	0.504985
R	B:B9	CREB1	3	3	14	11	0.0912237	0.250296	-0.159072	1	0.0277778	0.111111	-0.0833332	1
R	B:B9	CTNNB1	3	3	14	11	0	0.316192	-0.316192	0.504985	0	0.333333	-0.333333	0.504985
R	B:B9	DNMT1	3	3	14	11	0.162771	0.372043	-0.209272	0.642835	0.0555557	0.138889	-0.0833333	0.4795
R	B:B9	FOXP3	3	3	14	11	0	0	0	1	0	0	0	1
R	B:B9	GABPA	3	3	14	11	0.0912237	0.148109	-0.0568853	1	0.0277778	0.0555557	-0.0277779	1
R	B:B9	HIF1A	3	3	14	11	0.498577	1.33432	-0.835745	0.375825	0.138889	0.805556	-0.666667	0.0765225
R	B:B9	HMOX1	3	3	14	11	0	0.223934	-0.223934	0.504985	0	0.0833333	-0.0833333	0.504985
R	B:B9	ICAM1	3	3	14	11	0.0912237	0	0.0912237	0.504985	0.0277778	0	0.0277778	0.504985
R	B:B9	IFNG	3	3	14	11	0	0	0	1	0	0	0	1
R	B:B9	IL15	3	3	14	11	0.0912237	0	0.0912237	0.504985	0.0277778	0	0.0277778	0.504985
R	B:B9	IL1B	3	3	14	11	0	0	0	1	0	0	0	1
R	B:B9	IL7	3	3	14	11	0.559013	0	0.559013	0.504985	0.333333	0	0.333333	0.504985
R	B:B9	ITGAM	3	3	14	11	0	0	0	1	0	0	0	1
R	B:B9	ITGAX	3	3	14	11	0	0	0	1	0	0	0	1
R	B:B9	JAK1	3	3	14	11	0.38808	1.47036	-1.08228	0.184039	0.138889	0.777778	-0.638889	0.0765225
R	B:B9	LYZ	3	3	14	11	0	0	0	1	0	0	0	1
R	B:B9	MAFB	3	3	14	11	0	0	0	1	0	0	0	1
R	B:B9	MAP1LC3B	3	3	14	11	0.315142	1.25812	-0.942983	0.0765225	0.0833333	0.805556	-0.722222	0.0765225
R	B:B9	MAPK14	3	3	14	11	0.606167	0.615561	-0.009394	1	0.333333	0.305556	0.0277777	1
R	B:B9	NFKB1	3	3	14	11	0.221642	0.868522	-0.64688	0.0765225	0.0555557	0.527778	-0.472222	0.0765225
R	B:B9	NLRP3	3	3	14	11	0	0	0	1	0	0	0	1
R	B:B9	OSM	3	3	14	11	0.162771	0	0.162771	0.504985	0.0277778	0	0.0277778	0.504985
R	B:B9	PARP1	3	3	14	11	0.978337	0.969773	0.00856333	1	0.5	0.388889	0.111111	1
R	B:B9	PIAS1	3	3	14	11	1.58517	0.707818	0.877347	0.4	0.75	0.5	0.25	0.642835
R	B:B9	PKM	3	3	14	11	0.972077	0.148109	0.823968	0.642835	0.361111	0.0555557	0.305555	0.642835
R	B:B9	PRKAA1	3	3	14	11	0	0	0	1	0	0	0	1
R	B:B9	PTGS2	3	3	14	11	0	0	0	1	0	0	0	1
R	B:B9	RELA	3	3	14	11	0.162771	0.316192	-0.153421	1	0.0555557	0.333333	-0.277778	1
R	B:B9	SH3KBP1	3	3	14	11	0.162771	0.148109	0.014662	1	0.0555557	0.0555557	0	1
R	B:B9	SMAD3	3	3	14	11	0.877826	0.83218	0.0456463	1	0.444444	0.5	-0.0555557	1
R	B:B9	SOD1	3	3	14	11	1.51878	0.223934	1.29485	0.0765225	0.805556	0.0833333	0.722222	0.0721982
R	B:B9	STAT3	3	3	14	11	1.8751	0.328397	1.5467	0.0765225	0.861111	0.166667	0.694444	0.0721982
R	B:B9	STAT5A	3	3	14	11	0	0.223934	-0.223934	0.504985	0	0.0833333	-0.0833333	0.504985
R	B:B9	SYK	3	3	14	11	0.27166	0.372043	-0.100383	1	0.111111	0.138889	-0.027778	1
R	B:B9	TLR4	3	3	14	11	0	0.148109	-0.148109	0.504985	0	0.0555557	-0.0555557	0.504985
R	B:B9	TNF	3	3	14	11	0.971781	0.223934	0.747847	0.642835	0.388889	0.0833333	0.305556	0.642835
R	M/DC	ACTA2	7	3	201	54	0.0655057	0.0316286	0.0338771	0.62678	0.0284397	0.009009	0.0194307	0.465759
R	M/DC	AHR	7	3	201	54	1.2076	0.927677	0.27992	0.0666667	0.65081	0.553625	0.0971849	0.516667
R	M/DC	AKT1	7	3	201	54	0.146926	0.0948182	0.0521073	0.644461	0.0813206	0.056628	0.0246926	0.817521
R	M/DC	ARNTL	7	3	201	54	0.135422	0.0647186	0.0707032	0.208615	0.0804623	0.0328185	0.0476438	0.208615
R	M/DC	BCL6	7	3	201	54	0.17313	0.485256	-0.312126	0.109531	0.104949	0.188975	-0.0840258	0.359006
R	M/DC	BECN1	7	3	201	54	0.295477	0.249175	0.0463026	0.833333	0.151906	0.146075	0.00583154	0.647506
R	M/DC	BLNK	7	3	201	54	0.111237	0.0647186	0.0465185	0.731657	0.0549882	0.0328185	0.0221697	0.567635
R	M/DC	BRD4	7	3	201	54	0.570993	0.582801	-0.0118078	1	0.31769	0.299013	0.0186765	0.908994
R	M/DC	CAT	7	3	201	54	0.761683	0.931823	-0.17014	0.383333	0.419372	0.418704	0.000667881	0.908994
R	M/DC	CD4	7	3	201	54	0.737139	0.721756	0.015383	1	0.372013	0.400686	-0.028673	0.833333
R	M/DC	CD86	7	3	201	54	0.885985	0.856695	0.0292898	1	0.493539	0.463749	0.0297901	0.567635
R	M/DC	CREB1	7	3	201	54	0.262341	0.267506	-0.00516509	1	0.131851	0.167739	-0.0358878	1
R	M/DC	CTNNB1	7	3	201	54	0.509222	0.394257	0.114965	0.266667	0.268109	0.224367	0.0437422	0.908994
R	M/DC	DNMT1	7	3	201	54	0.415536	0.427215	-0.0116798	0.731657	0.232433	0.193694	0.0387393	0.6465
R	M/DC	FOXP3	7	3	201	54	0	0	0	1	0	0	0	1
R	M/DC	GABPA	7	3	201	54	0.0866054	0.239901	-0.153295	0.248633	0.0579266	0.167739	-0.109812	0.248633
R	M/DC	HIF1A	7	3	201	54	1.04208	0.639643	0.402435	0.383333	0.567013	0.310811	0.256202	0.0666667
R	M/DC	HMOX1	7	3	201	54	0.383604	0.86089	-0.477286	0.116667	0.158346	0.362505	-0.20416	0.183333
R	M/DC	ICAM1	7	3	201	54	1.09893	0.735885	0.363042	0.0333333	0.569696	0.335049	0.234647	0.0333333
R	M/DC	IFNG	7	3	201	54	0	0.0316286	-0.0316286	0.19043	0	0.009009	-0.009009	0.19043
R	M/DC	IL15	7	3	201	54	0.0649732	0.0316286	0.0333446	0.62678	0.0354668	0.009009	0.0264578	0.330787
R	M/DC	IL1B	7	3	201	54	2.78165	2.26513	0.516526	0.116667	0.849119	0.778636	0.0704834	0.516667
R	M/DC	IL7	7	3	201	54	0.0605322	0.0316286	0.0289036	0.62678	0.0268645	0.009009	0.0178555	0.330787
R	M/DC	ITGAM	7	3	201	54	0.205909	0.358296	-0.152387	0.423622	0.104867	0.183183	-0.0783162	0.423622
R	M/DC	ITGAX	7	3	201	54	0.755211	0.557357	0.197855	0.266667	0.448946	0.371514	0.0774315	0.666667
R	M/DC	JAK1	7	3	201	54	0.921707	0.850076	0.0716316	0.833333	0.482921	0.59009	-0.107169	0.666667
R	M/DC	LYZ	7	3	201	54	4.08547	4.51237	-0.4269	0.183333	0.968355	0.967181	0.00117338	0.807903
R	M/DC	MAFB	7	3	201	54	0.592821	1.26633	-0.673508	0.0166667	0.239098	0.604891	-0.365793	0.0666667
R	M/DC	MAP1LC3B	7	3	201	54	1.05382	0.626079	0.427744	0.0666667	0.563265	0.308022	0.255243	0.0666667
R	M/DC	MAPK14	7	3	201	54	0.188585	0.296392	-0.107807	0.183333	0.0854199	0.200558	-0.115138	0.266667
R	M/DC	NFKB1	7	3	201	54	0.671053	0.389483	0.28157	0.266667	0.402309	0.211712	0.190597	0.266667
R	M/DC	NLRP3	7	3	201	54	0.640063	0.517963	0.1221	1	0.303771	0.275204	0.028567	1
R	M/DC	OSM	7	3	201	54	0.401378	0.261969	0.139409	0.360475	0.158094	0.072072	0.0860217	0.17016
R	M/DC	PARP1	7	3	201	54	0.568849	0.695973	-0.127124	0.516667	0.30883	0.433934	-0.125104	0.666667
R	M/DC	PIAS1	7	3	201	54	0.352814	0.719119	-0.366305	0.0166667	0.207571	0.284213	-0.0766422	0.516667
R	M/DC	PKM	7	3	201	54	1.74545	1.93849	-0.193037	0.266667	0.780284	0.844273	-0.0639887	0.423622
R	M/DC	PRKAA1	7	3	201	54	0.12447	0.144803	-0.0203328	0.817521	0.0557341	0.0598455	-0.00411145	0.817521
R	M/DC	PTGS2	7	3	201	54	0.852985	0.889981	-0.0369968	0.666667	0.41997	0.376877	0.0430935	0.423622
R	M/DC	RELA	7	3	201	54	0.238727	0.134636	0.104091	0.492811	0.117839	0.036036	0.081803	0.17016
R	M/DC	SH3KBP1	7	3	201	54	0.600506	0.493247	0.107259	1	0.31168	0.250965	0.060715	1
R	M/DC	SMAD3	7	3	201	54	0.184787	0.306346	-0.121559	1	0.0967559	0.24024	-0.143484	0.908994
R	M/DC	SOD1	7	3	201	54	0.746197	0.988421	-0.242224	0.516667	0.431753	0.538181	-0.106428	0.516667
R	M/DC	STAT3	7	3	201	54	0.96338	0.98125	-0.0178703	1	0.490828	0.338267	0.152561	0.183333
R	M/DC	STAT5A	7	3	201	54	0.334545	0.321885	0.0126604	1	0.186044	0.224367	-0.0383233	0.833333
R	M/DC	SYK	7	3	201	54	0.692493	0.849474	-0.156981	0.666667	0.371641	0.490133	-0.118492	1
R	M/DC	TLR4	7	3	201	54	0.174511	0.0870953	0.0874159	0.356038	0.084288	0.018018	0.06627	0.166233
R	M/DC	TNF	7	3	201	54	0.669122	0.584729	0.0843929	0.666667	0.191506	0.260403	-0.0688966	0.516667
R	NK	ACTA2	7	4	261	52	0.094838	0	0.094838	0.10067	0.0264356	0	0.0264356	0.10067
R	NK	AHR	7	4	261	52	0.636262	0.531021	0.105241	0.774812	0.153409	0.241071	-0.0876624	0.774812
R	NK	AKT1	7	4	261	52	0.212549	0.0469815	0.165568	0.137135	0.0556204	0.00892857	0.0466918	0.137135
R	NK	ARNTL	7	4	261	52	0.162207	0.183903	-0.0216956	0.680215	0.0471721	0.0892857	-0.0421136	0.680215
R	NK	BCL6	7	4	261	52	0.20049	0.275569	-0.075079	0.633497	0.0516438	0.110119	-0.0584752	0.848395
R	NK	BECN1	7	4	261	52	0.436042	0.375733	0.0603085	0.77582	0.130151	0.1875	-0.0573494	1
R	NK	BLNK	7	4	261	52	0.0485631	0.104388	-0.0558251	1	0.0126601	0.0625	-0.0498399	1
R	NK	BRD4	7	4	261	52	0.457508	0.491364	-0.0338559	0.849769	0.134104	0.205357	-0.0712529	0.704172
R	NK	CAT	7	4	261	52	0.478164	0.624705	-0.146542	0.704172	0.126822	0.300595	-0.173773	0.0462182
R	NK	CD4	7	4	261	52	0.00545014	0	0.00545014	0.57075	0.00123153	0	0.00123153	0.57075
R	NK	CD86	7	4	261	52	0.0201823	0	0.0201823	0.57075	0.00571429	0	0.00571429	0.57075
R	NK	CREB1	7	4	261	52	0.459044	0.306777	0.152267	0.448659	0.117591	0.104167	0.0134246	0.924376
R	NK	CTNNB1	7	4	261	52	0.511877	0.580076	-0.0681994	0.77582	0.149282	0.25	-0.100718	0.704817
R	NK	DNMT1	7	4	261	52	0.633388	0.281846	0.351542	0.107395	0.176465	0.0982143	0.0782512	0.253577
R	NK	FOXP3	7	4	261	52	0.0167921	0	0.0167921	0.57075	0.00357143	0	0.00357143	0.57075
R	NK	GABPA	7	4	261	52	0.123269	0.0416173	0.0816522	0.409746	0.0294939	0.0178571	0.0116367	0.536407
R	NK	HIF1A	7	4	261	52	0.461133	0.667013	-0.205879	0.39075	0.129816	0.339286	-0.209469	0.151643
R	NK	HMOX1	7	4	261	52	0.00545014	0	0.00545014	0.57075	0.00123153	0	0.00123153	0.57075
R	NK	ICAM1	7	4	261	52	1.09649	1.0737	0.0227914	0.315152	0.316116	0.348214	-0.0320981	0.927273
R	NK	IFNG	7	4	261	52	2.29775	1.22373	1.07402	0.230303	0.424177	0.306548	0.117629	0.254669
R	NK	IL15	7	4	261	52	0.0531154	0	0.0531154	0.186174	0.0125302	0	0.0125302	0.186174
R	NK	IL1B	7	4	261	52	0.0167921	0	0.0167921	0.57075	0.00357143	0	0.00357143	0.57075
R	NK	IL7	7	4	261	52	0.0167921	0	0.0167921	0.57075	0.00357143	0	0.00357143	0.57075
R	NK	ITGAM	7	4	261	52	0.367939	0.24813	0.119808	0.39075	0.101884	0.0952382	0.00664584	0.924027
R	NK	ITGAX	7	4	261	52	0.484862	0.128132	0.35673	0.152594	0.104181	0.0357143	0.0684667	0.212953
R	NK	JAK1	7	4	261	52	1.72246	1.19358	0.528884	0.0242424	0.565642	0.58631	-0.0206679	0.927273
R	NK	LYZ	7	4	261	52	0	0	0	1	0	0	0	1
R	NK	MAFB	7	4	261	52	0.0473819	0	0.0473819	0.326558	0.00917367	0	0.00917367	0.326558
R	NK	MAP1LC3B	7	4	261	52	1.26668	1.01046	0.256215	0.527273	0.385244	0.431547	-0.0463038	0.774812
R	NK	MAPK14	7	4	261	52	0.326423	0.41949	-0.0930679	0.230303	0.0776292	0.199405	-0.121775	0.0582075
R	NK	NFKB1	7	4	261	52	1.14341	1.28403	-0.140624	0.412121	0.367112	0.505953	-0.138841	0.315152
R	NK	NLRP3	7	4	261	52	0.0536269	0.124267	-0.0706396	0.443624	0.0151232	0.0267857	-0.0116626	0.584238
R	NK	OSM	7	4	261	52	0.197827	0.077285	0.120542	0.536407	0.0656935	0.0178571	0.0478363	0.536407
R	NK	PARP1	7	4	261	52	0.602466	0.716714	-0.114248	0.787879	0.184492	0.255953	-0.0714601	0.787879
R	NK	PIAS1	7	4	261	52	0.568267	0.363548	0.20472	0.154489	0.172417	0.142857	0.0295595	0.704817
R	NK	PKM	7	4	261	52	1.08368	0.999591	0.0840929	0.527273	0.314916	0.294643	0.0202734	0.569872
R	NK	PRKAA1	7	4	261	52	0.504884	0.173442	0.331442	0.0105555	0.131881	0.0595239	0.0723572	0.154489
R	NK	PTGS2	7	4	261	52	0.0107	0.120642	-0.109942	0.67415	0.00246306	0.0178571	-0.0153941	0.67415
R	NK	RELA	7	4	261	52	0.396592	0.356082	0.0405104	0.924376	0.112744	0.178571	-0.0658278	0.849769
R	NK	SH3KBP1	7	4	261	52	0.98787	0.864544	0.123326	0.527273	0.284435	0.315476	-0.0310414	0.849769
R	NK	SMAD3	7	4	261	52	0.24906	0.281936	-0.0328751	0.633497	0.0658886	0.113095	-0.0472068	0.504431
R	NK	SOD1	7	4	261	52	1.15296	0.816903	0.336057	0.0424242	0.381437	0.369047	0.0123896	0.394015
R	NK	STAT3	7	4	261	52	0.893044	0.884514	0.00853043	0.648485	0.301121	0.428571	-0.127451	0.175734
R	NK	STAT5A	7	4	261	52	0.257933	0.192919	0.0650134	0.628688	0.0748812	0.10119	-0.0263092	1
R	NK	SYK	7	4	261	52	0.242084	0.316063	-0.0739786	0.504431	0.0640751	0.104167	-0.0400917	0.21402
R	NK	TLR4	7	4	261	52	0.0109407	0	0.0109407	0.57075	0.00280111	0	0.00280111	0.57075
R	NK	TNF	7	4	261	52	1.11223	1.23571	-0.123479	1	0.184005	0.345238	-0.161233	0.294186
R	T	ACTA2	7	4	4237	1853	0.170301	0.128614	0.0416871	0.0727273	0.0349571	0.0371406	-0.00218348	0.927273
R	T	AHR	7	4	4237	1853	0.73166	0.635989	0.0956703	0.315152	0.164988	0.200502	-0.0355136	0.787879
R	T	AKT1	7	4	4237	1853	0.127115	0.156154	-0.0290392	0.163636	0.025871	0.048976	-0.023105	0.230303
R	T	ARNTL	7	4	4237	1853	0.310141	0.341011	-0.0308704	0.927273	0.0668844	0.107277	-0.0403928	0.230303
R	T	BCL6	7	4	4237	1853	0.160607	0.110602	0.0500051	0.0727273	0.0319164	0.0299851	0.00193131	1
R	T	BECN1	7	4	4237	1853	0.410824	0.383759	0.0270643	0.927273	0.0898181	0.119869	-0.0300513	0.527273
R	T	BLNK	7	4	4237	1853	0.0561479	0.0407967	0.0153513	0.315152	0.0100611	0.00832916	0.00173199	0.927273
R	T	BRD4	7	4	4237	1853	0.503878	0.504666	-0.000788107	1	0.113441	0.159118	-0.0456771	0.412121
R	T	CAT	7	4	4237	1853	0.274402	0.275618	-0.00121546	1	0.0570506	0.0816245	-0.0245739	0.315152
R	T	CD4	7	4	4237	1853	0.518393	0.52325	-0.00485675	0.927273	0.112946	0.167978	-0.0550316	0.412121
R	T	CD86	7	4	4237	1853	0.00895994	0.00807258	0.000887366	0.680215	0.00125006	0.00119808	5.19732e-05	0.680215
R	T	CREB1	7	4	4237	1853	0.40526	0.371732	0.0335284	0.787879	0.0866708	0.115549	-0.0288781	0.163636
R	T	CTNNB1	7	4	4237	1853	0.293446	0.296361	-0.00291493	0.787879	0.0607051	0.0912469	-0.0305418	0.315152
R	T	DNMT1	7	4	4237	1853	0.483455	0.532002	-0.0485475	0.927273	0.10938	0.177707	-0.0683266	0.163636
R	T	FOXP3	7	4	4237	1853	0.464321	0.156279	0.308042	0.00606061	0.0742455	0.0308648	0.0433808	0.00606061
R	T	GABPA	7	4	4237	1853	0.139165	0.12586	0.0133042	0.412121	0.0272646	0.0373661	-0.0101015	0.527273
R	T	HIF1A	7	4	4237	1853	0.68135	0.619247	0.0621034	0.648485	0.16237	0.195451	-0.0330812	0.527273
