ingredient_id	ingredient_name	target_id	gene_symbol	protein_name	reference_id	pubmed_id	pubmed_url	reference_title	relationship	relationship_direction	grade	supporting_sentence	disease_context_terms	in_bulk_uc_ibd_up150	in_bulk_uc_ibd_down150	therapeutic_alignment	candidate_priority_class	candidate_priority_score
HBIN018800	Brahmic acid	HBTAR002078	IL17A	interleukin 17A	HBREF003540	32929062	https://pubmed.ncbi.nlm.nih.gov/32929062/	Inhibition of the activation of γδT17 cells through PPARγ-PTEN/Akt/GSK3β/NFAT pathway contributes to the anti-colitis effect of madecassic acid	downregulate/decrease	down	Grade C	redacted_public_package	colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	14.0
HBIN018800	Brahmic acid	HBTAR003112	PPARG	peroxisome proliferator activated receptor gamma	HBREF000118	28358365	https://pubmed.ncbi.nlm.nih.gov/28358365/	Madecassic acid, the contributor to the anti-colitis effect of madecassoside, enhances the shift of Th17 toward Treg cells via the PPARγ/AMPK/ACC1 pathway	agonist/activator	up	Grade C	redacted_public_package	colitis;dss	no	yes	aligned_restores_disease_down_target	priority_for_lincs_mapping	14.0
HBIN018800	Brahmic acid	HBTAR003163	PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1	HBREF000118	28358365	https://pubmed.ncbi.nlm.nih.gov/28358365/	Madecassic acid, the contributor to the anti-colitis effect of madecassoside, enhances the shift of Th17 toward Treg cells via the PPARγ/AMPK/ACC1 pathway	agonist/activator	up	Grade C	redacted_public_package	colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	14.0
HBIN019690	Capsaicin	HBTAR000528	CAT	catalase	HBREF003737	35269566	https://pubmed.ncbi.nlm.nih.gov/35269566/	Lycium barbarum Polysaccharides and Capsaicin Inhibit Oxidative Stress, Inflammatory Responses, and Pain Signaling in Rats with Dextran Sulfate Sodium-Induced Colitis	downregulate/decrease	down	Grade C	redacted_public_package	colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	14.0
HBIN019690	Capsaicin	HBTAR002064	IL10	interleukin 10	HBREF003737	35269566	https://pubmed.ncbi.nlm.nih.gov/35269566/	Lycium barbarum Polysaccharides and Capsaicin Inhibit Oxidative Stress, Inflammatory Responses, and Pain Signaling in Rats with Dextran Sulfate Sodium-Induced Colitis	downregulate/decrease	down	Grade C	redacted_public_package	colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	14.0
HBIN019690	Capsaicin	HBTAR002055	IL6	interleukin 6	HBREF003737	35269566	https://pubmed.ncbi.nlm.nih.gov/35269566/	Lycium barbarum Polysaccharides and Capsaicin Inhibit Oxidative Stress, Inflammatory Responses, and Pain Signaling in Rats with Dextran Sulfate Sodium-Induced Colitis	downregulate/decrease	down	Grade C	redacted_public_package	colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	14.0
HBIN019690	Capsaicin	HBTAR003849	SOD1	superoxide dismutase 1	HBREF003737	35269566	https://pubmed.ncbi.nlm.nih.gov/35269566/	Lycium barbarum Polysaccharides and Capsaicin Inhibit Oxidative Stress, Inflammatory Responses, and Pain Signaling in Rats with Dextran Sulfate Sodium-Induced Colitis	upregulate/increase	up	Grade C	redacted_public_package	colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	14.0
HBIN019690	Capsaicin	HBTAR004140	TNF	tumor necrosis factor	HBREF003737	35269566	https://pubmed.ncbi.nlm.nih.gov/35269566/	Lycium barbarum Polysaccharides and Capsaicin Inhibit Oxidative Stress, Inflammatory Responses, and Pain Signaling in Rats with Dextran Sulfate Sodium-Induced Colitis	downregulate/decrease	down	Grade C	redacted_public_package	colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	14.0
HBIN019690	Capsaicin	HBTAR004974	TRPA1	transient receptor potential cation channel subfamily A member 1	HBREF003737	35269566	https://pubmed.ncbi.nlm.nih.gov/35269566/	Lycium barbarum Polysaccharides and Capsaicin Inhibit Oxidative Stress, Inflammatory Responses, and Pain Signaling in Rats with Dextran Sulfate Sodium-Induced Colitis	downregulate/decrease	down	Grade C	redacted_public_package	colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	14.0
HBIN019690	Capsaicin	HBTAR004322	TRPV1	transient receptor potential cation channel subfamily V member 1	HBREF003737	35269566	https://pubmed.ncbi.nlm.nih.gov/35269566/	Lycium barbarum Polysaccharides and Capsaicin Inhibit Oxidative Stress, Inflammatory Responses, and Pain Signaling in Rats with Dextran Sulfate Sodium-Induced Colitis	downregulate/decrease	down	Grade C	redacted_public_package	colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	14.0
HBIN019690	Capsaicin	HBTAR009024	TRPV4	transient receptor potential cation channel subfamily V member 4	HBREF003743	35777913	https://pubmed.ncbi.nlm.nih.gov/35777913/	Beneficial effect of capsaicin via TRPV4/EDH signals on mesenteric arterioles of normal and colitis mice	agonist/activator	up	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	14.0
HBIN020921	Cis-resveratrol	HBTAR002097	CXCL10	C-X-C motif chemokine ligand 10	HBREF001417	21807089	https://pubmed.ncbi.nlm.nih.gov/21807089/	Role of resveratrol-induced CD11b(+) Gr-1(+) myeloid derived suppressor cells (MDSCs) in the reduction of CXCR3(+) T cells and amelioration of chronic colitis in IL-10(-/-) mice		mixed	Grade C	redacted_public_package	colitis;colitis_associated	yes	no	module_hit_direction_unclear	priority_for_lincs_mapping	18.0
HBIN020921	Cis-resveratrol	HBTAR002055	IL6	interleukin 6	HBREF001417	21807089	https://pubmed.ncbi.nlm.nih.gov/21807089/	Role of resveratrol-induced CD11b(+) Gr-1(+) myeloid derived suppressor cells (MDSCs) in the reduction of CXCR3(+) T cells and amelioration of chronic colitis in IL-10(-/-) mice		mixed	Grade C	redacted_public_package	colitis;colitis_associated	no	no	not_in_bulk_module	priority_for_lincs_mapping	18.0
HBIN020921	Cis-resveratrol	HBTAR012869	SAA	serum amyloid A cluster	HBREF001417	21807089	https://pubmed.ncbi.nlm.nih.gov/21807089/	Role of resveratrol-induced CD11b(+) Gr-1(+) myeloid derived suppressor cells (MDSCs) in the reduction of CXCR3(+) T cells and amelioration of chronic colitis in IL-10(-/-) mice		mixed	Grade C	redacted_public_package	colitis;colitis_associated	no	no	not_in_bulk_module	priority_for_lincs_mapping	18.0
HBIN020921	Cis-resveratrol	HBTAR004140	TNF	tumor necrosis factor	HBREF001417	21807089	https://pubmed.ncbi.nlm.nih.gov/21807089/	Role of resveratrol-induced CD11b(+) Gr-1(+) myeloid derived suppressor cells (MDSCs) in the reduction of CXCR3(+) T cells and amelioration of chronic colitis in IL-10(-/-) mice		mixed	Grade C	redacted_public_package	colitis;colitis_associated	no	no	not_in_bulk_module	priority_for_lincs_mapping	18.0
HBIN021795	Cryptotanshinone	HBTAR000042	ACTA2	actin alpha 2, smooth muscle	HBREF004035	35729830	https://pubmed.ncbi.nlm.nih.gov/35729830/	Cryptotanshinone ameliorates dextran sulfate sodium-induced murine acute and chronic ulcerative colitis via suppressing STAT3 activation and Th17 cell differentiation	downregulate/decrease	down	Grade C	redacted_public_package	colitis;ulcerative_colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	18.0
HBIN021795	Cryptotanshinone	HBTAR005186	ADIPOQ	adiponectin, C1Q and collagen domain containing	HBREF004027	33027716	https://pubmed.ncbi.nlm.nih.gov/33027716/	Cryptotanshinone alleviates chemotherapy-induced colitis in mice with colon cancer via regulating fecal-bacteria-related lipid metabolism		mixed	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	18.0
HBIN021795	Cryptotanshinone	HBTAR002078	IL17A	interleukin 17A	HBREF004035	35729830	https://pubmed.ncbi.nlm.nih.gov/35729830/	Cryptotanshinone ameliorates dextran sulfate sodium-induced murine acute and chronic ulcerative colitis via suppressing STAT3 activation and Th17 cell differentiation	suppress/inhibitor	down	Grade C	redacted_public_package	colitis;ulcerative_colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	18.0
HBIN021795	Cryptotanshinone	HBTAR002055	IL6	interleukin 6	HBREF004024	32302031	https://pubmed.ncbi.nlm.nih.gov/32302031/	Cryptotanshinone protects dextran sulfate sodium-induced experimental ulcerative colitis in mice by inhibiting intestinal inflammation	suppress/inhibitor	down	Grade C	redacted_public_package	colitis;ulcerative_colitis;dss;intestinal_inflammation	no	no	not_in_bulk_module	priority_for_lincs_mapping	18.0
HBIN021795	Cryptotanshinone	HBTAR002737	NOS2	nitric oxide synthase 2	HBREF004024	32302031	https://pubmed.ncbi.nlm.nih.gov/32302031/	Cryptotanshinone protects dextran sulfate sodium-induced experimental ulcerative colitis in mice by inhibiting intestinal inflammation	suppress/inhibitor	down	Grade C	redacted_public_package	colitis;ulcerative_colitis;dss;intestinal_inflammation	yes	no	aligned_suppresses_disease_up_target	priority_for_lincs_mapping	18.0
HBIN021795	Cryptotanshinone	HBTAR002805	OLR1	oxidized low density lipoprotein receptor 1	HBREF004027	33027716	https://pubmed.ncbi.nlm.nih.gov/33027716/	Cryptotanshinone alleviates chemotherapy-induced colitis in mice with colon cancer via regulating fecal-bacteria-related lipid metabolism		mixed	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	18.0
HBIN021795	Cryptotanshinone	HBTAR003295	PTGS2	prostaglandin-endoperoxide synthase 2	HBREF004024	32302031	https://pubmed.ncbi.nlm.nih.gov/32302031/	Cryptotanshinone protects dextran sulfate sodium-induced experimental ulcerative colitis in mice by inhibiting intestinal inflammation	suppress/inhibitor	down	Grade C	redacted_public_package	colitis;ulcerative_colitis;dss;intestinal_inflammation	yes	no	aligned_suppresses_disease_up_target	priority_for_lincs_mapping	18.0
HBIN021795	Cryptotanshinone	HBTAR003434	RELA	RELA proto-oncogene, NF-kB subunit	HBREF004024	32302031	https://pubmed.ncbi.nlm.nih.gov/32302031/	Cryptotanshinone protects dextran sulfate sodium-induced experimental ulcerative colitis in mice by inhibiting intestinal inflammation	suppress/inhibitor	down	Grade C	redacted_public_package	colitis;ulcerative_colitis;dss;intestinal_inflammation	no	no	not_in_bulk_module	priority_for_lincs_mapping	18.0
HBIN021795	Cryptotanshinone	HBTAR003928	STAT3	signal transducer and activator of transcription 3	HBREF004035	35729830	https://pubmed.ncbi.nlm.nih.gov/35729830/	Cryptotanshinone ameliorates dextran sulfate sodium-induced murine acute and chronic ulcerative colitis via suppressing STAT3 activation and Th17 cell differentiation	downregulate/decrease	down	Grade A	redacted_public_package	colitis;ulcerative_colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	18.0
HBIN021795	Cryptotanshinone	HBTAR004125	TLR4	toll like receptor 4	HBREF004024	32302031	https://pubmed.ncbi.nlm.nih.gov/32302031/	Cryptotanshinone protects dextran sulfate sodium-induced experimental ulcerative colitis in mice by inhibiting intestinal inflammation	suppress/inhibitor	down	Grade C	redacted_public_package	colitis;ulcerative_colitis;dss;intestinal_inflammation	no	no	not_in_bulk_module	priority_for_lincs_mapping	18.0
HBIN021795	Cryptotanshinone	HBTAR004140	TNF	tumor necrosis factor	HBREF004024	32302031	https://pubmed.ncbi.nlm.nih.gov/32302031/	Cryptotanshinone protects dextran sulfate sodium-induced experimental ulcerative colitis in mice by inhibiting intestinal inflammation	suppress/inhibitor	down	Grade C	redacted_public_package	colitis;ulcerative_colitis;dss;intestinal_inflammation	no	no	not_in_bulk_module	priority_for_lincs_mapping	18.0
HBIN021795	Cryptotanshinone	HBTAR004140	TNF	tumor necrosis factor	HBREF004035	35729830	https://pubmed.ncbi.nlm.nih.gov/35729830/	Cryptotanshinone ameliorates dextran sulfate sodium-induced murine acute and chronic ulcerative colitis via suppressing STAT3 activation and Th17 cell differentiation	suppress/inhibitor	down	Grade C	redacted_public_package	colitis;ulcerative_colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	18.0
HBIN021985	Curcumin	HBTAR000365	BCL6	BCL6 transcription repressor	HBREF004178	36353208	https://pubmed.ncbi.nlm.nih.gov/36353208/	Curcumin alleviates experimental colitis via a potential mechanism involving memory B cells and Bcl-6-Syk-BLNK signaling	suppress/inhibitor	down	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	55.0
HBIN021985	Curcumin	HBTAR007302	BLNK	B cell linker	HBREF004178	36353208	https://pubmed.ncbi.nlm.nih.gov/36353208/	Curcumin alleviates experimental colitis via a potential mechanism involving memory B cells and Bcl-6-Syk-BLNK signaling	upregulate/increase	up	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	55.0
HBIN021985	Curcumin	HBTAR003641	CCL2	C-C motif chemokine ligand 2	HBREF004173	36196887	https://pubmed.ncbi.nlm.nih.gov/36196887/	Effect of curcumin on regulatory B cells in chronic colitis mice involving TLR/MyD88 signaling pathway	suppress/inhibitor	down	Grade C	redacted_public_package	colitis	yes	no	aligned_suppresses_disease_up_target	priority_for_lincs_mapping	55.0
HBIN021985	Curcumin	HBTAR002013	IFNG	interferon gamma	HBREF004173	36196887	https://pubmed.ncbi.nlm.nih.gov/36196887/	Effect of curcumin on regulatory B cells in chronic colitis mice involving TLR/MyD88 signaling pathway	suppress/inhibitor	down	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	55.0
HBIN021985	Curcumin	HBTAR002064	IL10	interleukin 10	HBREF004173	36196887	https://pubmed.ncbi.nlm.nih.gov/36196887/	Effect of curcumin on regulatory B cells in chronic colitis mice involving TLR/MyD88 signaling pathway	upregulate/increase	up	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	55.0
HBIN021985	Curcumin	HBTAR002064	IL10	interleukin 10	HBREF004178	36353208	https://pubmed.ncbi.nlm.nih.gov/36353208/	Curcumin alleviates experimental colitis via a potential mechanism involving memory B cells and Bcl-6-Syk-BLNK signaling	upregulate/increase	up	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	55.0
HBIN021985	Curcumin	HBTAR002068	IL12A	interleukin 12A	HBREF004178	36353208	https://pubmed.ncbi.nlm.nih.gov/36353208/	Curcumin alleviates experimental colitis via a potential mechanism involving memory B cells and Bcl-6-Syk-BLNK signaling	upregulate/increase	up	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	55.0
HBIN021985	Curcumin	HBTAR002071	IL13	interleukin 13	HBREF004173	36196887	https://pubmed.ncbi.nlm.nih.gov/36196887/	Effect of curcumin on regulatory B cells in chronic colitis mice involving TLR/MyD88 signaling pathway	upregulate/increase	up	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	55.0
HBIN021985	Curcumin	HBTAR002074	IL15	interleukin 15	HBREF004105	33597887	https://pubmed.ncbi.nlm.nih.gov/33597887/	Curcumin Regulated the Homeostasis of Memory T Cell and Ameliorated Dextran Sulfate Sodium-Induced Experimental Colitis		down	Grade C	redacted_public_package	colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	55.0
HBIN021985	Curcumin	HBTAR002042	IL1B	interleukin 1 beta	HBREF004173	36196887	https://pubmed.ncbi.nlm.nih.gov/36196887/	Effect of curcumin on regulatory B cells in chronic colitis mice involving TLR/MyD88 signaling pathway	suppress/inhibitor	down	Grade C	redacted_public_package	colitis	yes	no	aligned_suppresses_disease_up_target	priority_for_lincs_mapping	55.0
HBIN021985	Curcumin	HBTAR002042	IL1B	interleukin 1 beta	HBREF004178	36353208	https://pubmed.ncbi.nlm.nih.gov/36353208/	Curcumin alleviates experimental colitis via a potential mechanism involving memory B cells and Bcl-6-Syk-BLNK signaling	downregulate/decrease	down	Grade C	redacted_public_package	colitis	yes	no	aligned_suppresses_disease_up_target	priority_for_lincs_mapping	55.0
HBIN021985	Curcumin	HBTAR007428	IL22	interleukin 22	HBREF004105	33597887	https://pubmed.ncbi.nlm.nih.gov/33597887/	Curcumin Regulated the Homeostasis of Memory T Cell and Ameliorated Dextran Sulfate Sodium-Induced Experimental Colitis		down	Grade C	redacted_public_package	colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	55.0
HBIN021985	Curcumin	HBTAR012639	IL33	interleukin 33	HBREF004173	36196887	https://pubmed.ncbi.nlm.nih.gov/36196887/	Effect of curcumin on regulatory B cells in chronic colitis mice involving TLR/MyD88 signaling pathway	suppress/inhibitor	down	Grade C	redacted_public_package	colitis	yes	no	aligned_suppresses_disease_up_target	priority_for_lincs_mapping	55.0
HBIN021985	Curcumin	HBTAR002051	IL4	interleukin 4	HBREF004173	36196887	https://pubmed.ncbi.nlm.nih.gov/36196887/	Effect of curcumin on regulatory B cells in chronic colitis mice involving TLR/MyD88 signaling pathway	upregulate/increase	up	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	55.0
HBIN021985	Curcumin	HBTAR002055	IL6	interleukin 6	HBREF004173	36196887	https://pubmed.ncbi.nlm.nih.gov/36196887/	Effect of curcumin on regulatory B cells in chronic colitis mice involving TLR/MyD88 signaling pathway	suppress/inhibitor	down	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	55.0
HBIN021985	Curcumin	HBTAR002055	IL6	interleukin 6	HBREF004178	36353208	https://pubmed.ncbi.nlm.nih.gov/36353208/	Curcumin alleviates experimental colitis via a potential mechanism involving memory B cells and Bcl-6-Syk-BLNK signaling	downregulate/decrease	down	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	55.0
HBIN021985	Curcumin	HBTAR002058	IL7	interleukin 7	HBREF004105	33597887	https://pubmed.ncbi.nlm.nih.gov/33597887/	Curcumin Regulated the Homeostasis of Memory T Cell and Ameliorated Dextran Sulfate Sodium-Induced Experimental Colitis		down	Grade C	redacted_public_package	colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	55.0
HBIN021985	Curcumin	HBTAR002099	INS	insulin	HBREF004154	35234309	https://pubmed.ncbi.nlm.nih.gov/35234309/	Curcumin regulates the homeostasis of Th17/Treg and improves the composition of gut microbiota in type 2 diabetic mice with colitis	downregulate/decrease	down	Grade C	redacted_public_package	colitis;ulcerative_colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	55.0
HBIN021985	Curcumin	HBTAR002162	JAK1	Janus kinase 1	HBREF004105	33597887	https://pubmed.ncbi.nlm.nih.gov/33597887/	Curcumin Regulated the Homeostasis of Memory T Cell and Ameliorated Dextran Sulfate Sodium-Induced Experimental Colitis	suppress/inhibitor	down	Grade C	redacted_public_package	colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	55.0
HBIN021985	Curcumin	HBTAR013161	LOC102723407	immunoglobulin heavy variable 4-38-2-like	HBREF004173	36196887	https://pubmed.ncbi.nlm.nih.gov/36196887/	Effect of curcumin on regulatory B cells in chronic colitis mice involving TLR/MyD88 signaling pathway	upregulate/increase	up	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	55.0
HBIN021985	Curcumin	HBTAR004736	PIAS1	protein inhibitor of activated STAT 1	HBREF004105	33597887	https://pubmed.ncbi.nlm.nih.gov/33597887/	Curcumin Regulated the Homeostasis of Memory T Cell and Ameliorated Dextran Sulfate Sodium-Induced Experimental Colitis	upregulate/increase	up	Grade C	redacted_public_package	colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	55.0
HBIN021985	Curcumin	HBTAR007386	SH3KBP1	SH3 domain containing kinase binding protein 1	HBREF004178	36353208	https://pubmed.ncbi.nlm.nih.gov/36353208/	Curcumin alleviates experimental colitis via a potential mechanism involving memory B cells and Bcl-6-Syk-BLNK signaling	suppress/inhibitor	down	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	55.0
HBIN021985	Curcumin	HBTAR003930	STAT5A	signal transducer and activator of transcription 5A	HBREF004105	33597887	https://pubmed.ncbi.nlm.nih.gov/33597887/	Curcumin Regulated the Homeostasis of Memory T Cell and Ameliorated Dextran Sulfate Sodium-Induced Experimental Colitis	suppress/inhibitor	down	Grade C	redacted_public_package	colitis;dss	no	no	not_in_bulk_module	priority_for_lincs_mapping	55.0
HBIN021985	Curcumin	HBTAR003974	SYK	spleen associated tyrosine kinase	HBREF004178	36353208	https://pubmed.ncbi.nlm.nih.gov/36353208/	Curcumin alleviates experimental colitis via a potential mechanism involving memory B cells and Bcl-6-Syk-BLNK signaling	suppress/inhibitor	down	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	55.0
HBIN021985	Curcumin	HBTAR004140	TNF	tumor necrosis factor	HBREF004173	36196887	https://pubmed.ncbi.nlm.nih.gov/36196887/	Effect of curcumin on regulatory B cells in chronic colitis mice involving TLR/MyD88 signaling pathway	suppress/inhibitor	down	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	55.0
HBIN021985	Curcumin	HBTAR004140	TNF	tumor necrosis factor	HBREF004178	36353208	https://pubmed.ncbi.nlm.nih.gov/36353208/	Curcumin alleviates experimental colitis via a potential mechanism involving memory B cells and Bcl-6-Syk-BLNK signaling	downregulate/decrease	down	Grade C	redacted_public_package	colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	55.0
HBIN027450	Geniposide	HBTAR004808	BECN1	beclin 1	HBREF004681	36694912	https://pubmed.ncbi.nlm.nih.gov/36694912/	Geniposide promotes splenic Treg differentiation to alleviate colonic inflammation and intestinal barrier injury in ulcerative colitis mice	downregulate/decrease	down	Grade C	redacted_public_package	colitis;ulcerative_colitis;intestinal_inflammation;mucosal_barrier	no	no	not_in_bulk_module	priority_for_lincs_mapping	14.0
HBIN027450	Geniposide	HBTAR003641	CCL2	C-C motif chemokine ligand 2	HBREF004681	36694912	https://pubmed.ncbi.nlm.nih.gov/36694912/	Geniposide promotes splenic Treg differentiation to alleviate colonic inflammation and intestinal barrier injury in ulcerative colitis mice	upregulate/increase	up	Grade C	redacted_public_package	colitis;ulcerative_colitis;intestinal_inflammation;mucosal_barrier	yes	no	opposes_upregulates_disease_up_target	priority_for_lincs_mapping	14.0
HBIN027450	Geniposide	HBTAR000567	CD4	CD4 molecule	HBREF004681	36694912	https://pubmed.ncbi.nlm.nih.gov/36694912/	Geniposide promotes splenic Treg differentiation to alleviate colonic inflammation and intestinal barrier injury in ulcerative colitis mice	upregulate/increase	up	Grade C	redacted_public_package	colitis;ulcerative_colitis;intestinal_inflammation;mucosal_barrier	no	no	not_in_bulk_module	priority_for_lincs_mapping	14.0
HBIN027450	Geniposide	HBTAR007468	FOXP3	forkhead box P3	HBREF004681	36694912	https://pubmed.ncbi.nlm.nih.gov/36694912/	Geniposide promotes splenic Treg differentiation to alleviate colonic inflammation and intestinal barrier injury in ulcerative colitis mice	upregulate/increase	up	Grade C	redacted_public_package	colitis;ulcerative_colitis;intestinal_inflammation;mucosal_barrier	no	no	not_in_bulk_module	priority_for_lincs_mapping	14.0
HBIN027450	Geniposide	HBTAR002064	IL10	interleukin 10	HBREF004668	34650431	https://pubmed.ncbi.nlm.nih.gov/34650431/	Combined Administration of Vitamin D3 and Geniposide Is Less Effective than Single Use of Vitamin D3 or Geniposide in the Treatment of Ulcerative Colitis	upregulate/increase	up	Grade C	redacted_public_package	colitis;ulcerative_colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	14.0
HBIN027450	Geniposide	HBTAR002064	IL10	interleukin 10	HBREF004681	36694912	https://pubmed.ncbi.nlm.nih.gov/36694912/	Geniposide promotes splenic Treg differentiation to alleviate colonic inflammation and intestinal barrier injury in ulcerative colitis mice	upregulate/increase	up	Grade C	redacted_public_package	colitis;ulcerative_colitis;intestinal_inflammation;mucosal_barrier	no	no	not_in_bulk_module	priority_for_lincs_mapping	14.0
HBIN027450	Geniposide	HBTAR002042	IL1B	interleukin 1 beta	HBREF004681	36694912	https://pubmed.ncbi.nlm.nih.gov/36694912/	Geniposide promotes splenic Treg differentiation to alleviate colonic inflammation and intestinal barrier injury in ulcerative colitis mice	downregulate/decrease	down	Grade C	redacted_public_package	colitis;ulcerative_colitis;intestinal_inflammation;mucosal_barrier	yes	no	aligned_suppresses_disease_up_target	priority_for_lincs_mapping	14.0
HBIN027450	Geniposide	HBTAR002055	IL6	interleukin 6	HBREF004668	34650431	https://pubmed.ncbi.nlm.nih.gov/34650431/	Combined Administration of Vitamin D3 and Geniposide Is Less Effective than Single Use of Vitamin D3 or Geniposide in the Treatment of Ulcerative Colitis	downregulate/decrease	down	Grade C	redacted_public_package	colitis;ulcerative_colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	14.0
HBIN027450	Geniposide	HBTAR000874	MAPK14	mitogen-activated protein kinase 14	HBREF004668	34650431	https://pubmed.ncbi.nlm.nih.gov/34650431/	Combined Administration of Vitamin D3 and Geniposide Is Less Effective than Single Use of Vitamin D3 or Geniposide in the Treatment of Ulcerative Colitis	suppress/inhibitor	down	Grade C	redacted_public_package	colitis;ulcerative_colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	14.0
HBIN027450	Geniposide	HBTAR013038	MARVELD1	MARVEL domain containing 1	HBREF004681	36694912	https://pubmed.ncbi.nlm.nih.gov/36694912/	Geniposide promotes splenic Treg differentiation to alleviate colonic inflammation and intestinal barrier injury in ulcerative colitis mice	downregulate/decrease	down	Grade C	redacted_public_package	colitis;ulcerative_colitis;intestinal_inflammation;mucosal_barrier	no	no	not_in_bulk_module	priority_for_lincs_mapping	14.0
HBIN027450	Geniposide	HBTAR004140	TNF	tumor necrosis factor	HBREF004668	34650431	https://pubmed.ncbi.nlm.nih.gov/34650431/	Combined Administration of Vitamin D3 and Geniposide Is Less Effective than Single Use of Vitamin D3 or Geniposide in the Treatment of Ulcerative Colitis	downregulate/decrease	down	Grade C	redacted_public_package	colitis;ulcerative_colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	14.0
HBIN027450	Geniposide	HBTAR004140	TNF	tumor necrosis factor	HBREF004681	36694912	https://pubmed.ncbi.nlm.nih.gov/36694912/	Geniposide promotes splenic Treg differentiation to alleviate colonic inflammation and intestinal barrier injury in ulcerative colitis mice	downregulate/decrease	down	Grade C	redacted_public_package	colitis;ulcerative_colitis;intestinal_inflammation;mucosal_barrier	no	no	not_in_bulk_module	priority_for_lincs_mapping	14.0
HBIN027450	Geniposide	HBTAR004309	VDR	vitamin D receptor	HBREF004668	34650431	https://pubmed.ncbi.nlm.nih.gov/34650431/	Combined Administration of Vitamin D3 and Geniposide Is Less Effective than Single Use of Vitamin D3 or Geniposide in the Treatment of Ulcerative Colitis		down	Grade C	redacted_public_package	colitis;ulcerative_colitis	no	no	not_in_bulk_module	priority_for_lincs_mapping	14.0
HBIN029531	Honokiol	HBTAR012707	COX2	cytochrome c oxidase subunit II	HBREF004965	36578522	https://pubmed.ncbi.nlm.nih.gov/36578522/	Honokiol Ameliorates DSS-Induced Mouse Colitis by Inhibiting Inflammation and Oxidative Stress and Improving the Intestinal Barrier	upregulate/increase	up	Grade C	redacted_public_package	colitis;dss;mucosal_barrier	no	no	not_in_bulk_module	priority_for_lincs_mapping	17.0
HBIN029531	Honokiol	HBTAR002042	IL1B	interleukin 1 beta	HBREF004965	36578522	https://pubmed.ncbi.nlm.nih.gov/36578522/	Honokiol Ameliorates DSS-Induced Mouse Colitis by Inhibiting Inflammation and Oxidative Stress and Improving the Intestinal Barrier	downregulate/decrease	down	Grade C	redacted_public_package	colitis;dss;mucosal_barrier	yes	no	aligned_suppresses_disease_up_target	priority_for_lincs_mapping	17.0
